Years,Waste
id,snf
n_wf,78
name,uox
pkg_diameter,2.1068
pkg_length,4.8875
0.0,201684.78660940408
0.0027397260273972603,147022.57218165565
0.021917808219178082,83393.71067517795
0.10410958904109589,41641.924126795595
0.1863013698630137,30189.902114672164
1.0082191780821905,9306.081457381255
2.0082191780821907,6485.336491555068
3.0082191780821907,5440.758439280638
4.00821917808219,4827.238964235868
5.00821917808219,4409.054847692665
5.108219178082191,4374.346063085464
5.50821917808219,4245.718308573218
5.75821917808219,4172.802889636153
6.00821917808219,4104.985956348185
8.008219178082188,3699.5211958172167
10.008219178082188,3447.257034855407
11.508219178082188,3312.756409284931
15.008219178082191,3089.7609776547897
20.008219178082193,2864.258907610823
23.008219178082193,2750.5969755354677
25.008219178082193,2680.0573431589364
30.008219178082193,2517.441566517692
35.00821917808219,2370.8451642406844
40.00821917808219,2237.813939046428
45.00821917808219,2116.753892889095
50.00821917808219,2006.4145544011267
60.008219178082214,1813.8017979200995
70.00821917808221,1652.9351907197001
80.0082191780822,1518.1483816407806
90.00821917808221,1404.7766592354283
100.00821917808221,1308.9630527554066
125.00821917808221,1126.757421335013
150.00821917808221,1000.0879993389642
175.0082191780822,907.5572421479134
200.0082191780822,836.5639680589609
225.0082191780822,779.6657816885944
250.00821917808216,732.4000315781384
300.0082191780823,656.7859449750542
350.00821917808224,597.4788113182705
400.0082191780822,548.789741268304
450.0082191780822,507.62085106802783
500.008219178082,472.06989245364844
600.0082191780821,413.164407488262
700.0082191780822,365.8464125291592
800.0082191780822,326.80047036040884
900.0082191780822,294.07288332102087
1000.0082191780822,266.39389199527136
1250.0082191780823,213.8821144652245
1500.0082191780825,178.37468107042497
1750.0082191780825,154.15200777877038
2000.0082191780828,137.48049998442121
2250.008219178083,125.87393712276896
2500.008219178083,117.66888797022102
3000.008219178082,107.37365792597703
4000.008219178082,97.42286186338754
5000.00821917808,91.81106084246093
6000.008219178082,87.32447496633822
7000.008219178082,83.29311228754149
8000.008219178082,79.56205486562237
9000.008219178082,76.0821500520018
10000.008219178082,72.82730102592164
20000.008219178082,49.198545557938196
50000.00821917808,19.48338394766649
100000.0082191781,5.418037211743178
200000.0082191781,1.4238402557934458
500000.00821917807,1.1223283767494474
1000000.0082191781,0.9092773388735242
