,Ref_PWR,SPWR,HTGR,HPR,HTGR_FCM,SFR
6000,0.9939766815189005,0.9962027197433694,0.9999996948459491,0.9999996948459491,0.9999995658579299,0.0
7000,0.9929751526639332,0.9955707758020931,0.999999643986947,0.999999643986947,0.9999994935009302,0.0
8000,0.9919742967939633,0.9949390991675969,0.9999995931279462,0.9999995931279462,0.9999994211439344,0.0
9000,0.9909741136828066,0.9943076897833354,0.9999995422689472,0.9999995422689472,0.999999348786942,0.0
10000,0.9899746031042782,0.9936765475927614,0.9999994914099499,0.9999994914099499,0.9999992764299528,0.0
20000,0.9800164368529062,0.9873798088996992,0.9999989828200718,0.9999989828200718,0.999998552860255,0.0
30000,0.9701252750611667,0.9811097273746348,0.9999984742303667,0.9999984742303667,0.9999978292909057,0.0
40000,0.9603008915443414,0.9748662464713878,0.9999979656408339,0.9999979656408339,0.9999971057219057,0.0
50000,0.9505430601177128,0.9686493096437795,0.9999974570514735,0.9999974570514735,0.9999963821532546,0.0
60000,0.9408515545965628,0.9624588603456301,0.9999969484622853,0.9999969484622853,0.9999956585849529,0.0
70000,0.931226148796173,0.9562948420307598,0.9999964398732698,0.9999964398732698,0.9999949350169999,0.0
80000,0.9216666165318265,0.9501571981529897,0.9999959312844268,0.9999959312844268,0.9999942114493959,0.0
90000,0.9121727316188045,0.9440458721661399,0.9999954226957563,0.9999954226957563,0.9999934878821413,0.0
100000,0.9027442678723898,0.9379608075240313,0.9999949141072577,0.9999949141072577,0.9999927643152354,0.0
200000,0.8120080339336904,0.8785420949042153,0.9999898282317601,0.9999898282317601,0.9999855286653743,0.0
300000,0.727565113466009,0.8216873159610788,0.9999847423735062,0.9999847423735062,0.9999782930504166,0.0
400000,0.6491893217514537,0.7673399245151489,0.9999796565324969,0.9999796565324969,0.9999710574703623,0.0
500000,0.5766544740721319,0.7154433743869523,0.9999745707087314,0.9999745707087314,0.9999638219252112,0.0
600000,0.5097343857101511,0.665941119397016,0.9999694849022104,0.9999694849022104,0.9999565864149632,0.0
700000,0.44820287194761915,0.6187766133658668,0.999964399112933,0.999964399112933,0.9999493509396185,0.0
800000,0.3918337480666433,0.5738933101140314,0.9999593133408998,0.9999593133408998,0.9999421154991766,0.0
900000,0.3404008293493313,0.5312346634620373,0.9999542275861109,0.9999542275861109,0.9999348800936377,0.0
1000000,0.29367793107779083,0.4907441272304111,0.9999491418485656,0.9999491418485656,0.9999276447230017,0.0
2000000,0.0357394349434902,0.1926446785502998,0.9998982854215283,0.9998982854215283,0.9998552929362778,0.0
3000000,0.0,0.049155474486566646,0.999847430718859,0.999847430718859,0.999782944639745,0.0
4000000,0.0,0.0037303355661122244,0.9997965777405278,0.9997965777405278,0.9997105998333189,0.0
5000000,0.0,0.0,0.9997457264865058,0.9997457264865058,0.9996382585169148,0.0
