,Ref_PWR,SPWR,HTGR,HPR,HTGR_FCM,SFR
300000,11.496086204624085,6.663465632825041,0.006249190710631596,0.007401356407964001,0.0077931858213439046,51.68448422019981
400000,14.518855979382522,8.439074302566489,0.006396811424002491,0.00757619400909483,0.00804747666033778,51.68448422019981
500000,17.316354293406473,10.134610406244533,0.0065444316368558075,0.0077510310174274625,0.008301766272676463,51.68448422019981
600000,19.897304558782775,11.751921390145773,0.006692051349175431,0.007925867432942811,0.008556054658359959,51.68448422019981
700000,22.27043018759824,13.29285470055681,0.00683967056098392,0.008100703255667597,0.008810341817388259,51.68448422019981
800000,24.44445459193972,14.759257783764248,0.0069872892722651625,0.008275538485582733,0.009064627749773076,51.68448422019981
900000,26.42810118389403,16.152978086054677,0.007134907483019156,0.008450373122688221,0.0093189124555066,51.68448422019981
1000000,28.230093375547984,17.4758630537147,0.007282525193258793,0.008625207166999325,0.00957319593460054,51.68448422019981
2000000,38.17817393467058,27.215207508694814,0.008758674767139943,0.010373515006152204,0.012115963260862261,51.68448422019981
3000000,39.556559802944555,31.90320941589481,0.01023477428982061,0.012121763566145501,0.01465860792610754,51.68448422019981
4000000,39.556559802944555,33.3873150619149,0.011710823762170879,0.013869952848009709,0.01720112993330176,51.68448422019981
5000000,39.556559802944555,33.509190574170596,0.013186823185028597,0.015618082852737159,0.01974352928541812,51.68448422019981
6000000,39.556559802944555,33.509190574170596,0.014662772559244513,0.017366153581335447,0.022285805985394674,51.68448422019981
7000000,39.556559802944555,33.509190574170596,0.016138671885653256,0.019114165034793087,0.024827960036196823,51.68448422019981
8000000,39.556559802944555,33.509190574170596,0.017614521165128124,0.020862117214144382,0.027369991440797752,51.68448422019981
9000000,39.556559802944555,33.509190574170596,0.019090320398500536,0.022610010120374037,0.029911900202135532,51.68448422019981
