,#packages per GWe.y,Area per package (m2),Total area (m2),Required st (y)
3.0,36.23102090083222,0.0,0.0,4.0
5.0,36.23102090083222,97.39020063393173,3528.5463947042235,4.0
10.0,36.23102090083222,82.31808669275286,2982.4683194816475,4.0
20.0,36.23102090083222,61.38087415649383,2223.8917344752804,4.0
50.0,36.23102090083222,40.63554936737189,1472.2674384460504,4.0
100.0,36.23102090083222,31.03961147984764,1124.5968122800716,4.0
