,#packages per GWe.y,Area per package (m2),Total area (m2),Required st (y)
3.0,15.527580386070953,0.0,0.0,39.0
5.0,15.527580386070953,0.0,0.0,39.0
10.0,15.527580386070953,0.0,0.0,39.0
20.0,15.527580386070953,0.0,0.0,39.0
50.0,15.527580386070953,203.53574590765464,3160.4176560200194,39.0
100.0,15.527580386070953,84.5754230007612,1313.2516793302739,39.0
