,#packages per GWe.y,Area per package (m2),Total area (m2),Required st (y)
3.0,5.7206875106577195,0.0,0.0,133.0
5.0,5.7206875106577195,0.0,0.0,133.0
10.0,5.7206875106577195,0.0,0.0,133.0
20.0,5.7206875106577195,0.0,0.0,133.0
50.0,5.7206875106577195,0.0,0.0,133.0
100.0,5.7206875106577195,0.0,0.0,133.0
