,#packages per GWe.y,Area per package (m2),Total area (m2),Required st (y)
3.0,10.869306270249664,0.0,0.0,75.0
5.0,10.869306270249664,0.0,0.0,75.0
10.0,10.869306270249664,0.0,0.0,75.0
20.0,10.869306270249664,0.0,0.0,75.0
50.0,10.869306270249664,0.0,0.0,75.0
100.0,10.869306270249664,220.93780256427485,2401.440642747055,75.0
