,#packages per GWe.y,Area per package (m2),Total area (m2),Required st (y)
3.0,8.361004823268974,0.0,0.0,73.0
5.0,8.361004823268974,0.0,0.0,73.0
10.0,8.361004823268974,0.0,0.0,73.0
20.0,8.361004823268974,0.0,0.0,73.0
50.0,8.361004823268974,0.0,0.0,73.0
100.0,8.361004823268974,278.30566637302707,2326.9150188879653,73.0
