Years,Waste
id,snf
n_wf,1
name,uox
pkg_diameter,0.41
pkg_length,5.0
-0.15038452564404994,117819.05247874712
0.0,119456.17919317904
0.00010958904109579074,95390.14808520328
0.002849315068493051,67728.18613837443
0.022027397260273873,35577.402733512994
0.10421917808219168,15702.428260751898
0.1864109589041095,10572.386328629798
1.0083287671232877,2350.445232554362
2.008328767123288,1499.4199392614346
3.0083287671232877,1188.1149462750677
4.008328767123287,1000.2852208407842
5.008328767123287,872.6865287800656
5.108328767123288,862.1789061151362
5.508328767123287,823.3999877730644
5.758328767123287,801.5455191813363
6.008328767123287,781.3146964774346
8.008328767123288,662.9449063029159
10.008328767123288,592.7990869458465
11.508328767123288,557.2428128915939
15.00832876712329,502.31922448905874
20.00832876712329,452.0574760041256
23.00832876712329,428.1940069596322
25.00832876712329,413.7329980700326
30.008328767123295,381.2221971193426
35.008328767123295,352.7879189499569
40.008328767123295,327.65699460187676
45.00832876712329,305.32978227274566
50.00832876712329,285.423546823873
60.0083287671233,251.67622228578065
70.0083287671233,224.46037171671415
80.0083287671233,202.33905789472257
90.00832876712332,184.22370141132382
100.00832876712332,169.27568324184566
125.00832876712329,141.82462574620286
150.0083287671233,123.5703619232613
175.0083287671233,110.71766575635372
200.00832876712332,101.15114331620293
225.00832876712332,93.66986876969771
250.00832876712332,87.57529769772152
300.0083287671233,78.02949864166347
350.0083287671233,70.69331447020606
400.0083287671233,64.75439516210285
450.0083287671233,59.78430744125646
500.0083287671234,55.52592014456553
600.0083287671234,48.52644928496585
700.0083287671234,42.940919370859675
800.0083287671234,38.34594500175612
900.0083287671234,34.49823987190055
1000.0083287671232,31.243359188753217
1250.0083287671232,25.056984513693905
1500.0083287671234,20.85589442658224
1750.0083287671234,17.97283140028354
2000.0083287671234,15.972578674120815
2250.008328767123,14.565158767003997
2500.008328767123,13.556463911513372
3000.0083287671227,12.257823183677914
4000.0083287671227,10.921429737227024
5000.008328767123,10.114702354426834
6000.008328767123,9.460082373135378
7000.008328767123,8.877144028446082
8000.008328767123,8.345803714133224
9000.008328767124,7.858525703757102
10000.008328767124,7.410648488436592
20000.008328767122,4.439183583633243
50000.00832876712,1.5835710151145659
100000.0083287671,0.49758363027429037
200000.0083287671,0.19531683701441874
500000.0083287671,0.14932533932678235
1000000.0083287674,0.1086645935254592
