Isotope,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124
Ac225,1.7567598862523998e-12,1.7521468060020915e-12,1.7474868391162173e-12,1.7427827093730694e-12,1.7380369814533435e-12,1.7316482969050076e-12,1.725194456853745e-12,1.7186795939829982e-12,1.7088010768373258e-12,1.698807075090556e-12,1.6887094512331902e-12,1.6785183379051033e-12,1.6578927707355902e-12,1.6369995541054215e-12,1.5946281048542898e-12,1.4656419674110096e-12,1.1751214903509085e-12,9.198917416336883e-13,7.079481148206838e-13,4.051801187825014e-13,2.260674085204265e-13,1.264725699578013e-13,7.475444086283945e-14,5.190966626894231e-14,4.7022312034840835e-14,7.144191403626273e-14,1.303708313697143e-13,2.2461240725350094e-13,3.5762984417153887e-13,5.36157269807273e-13,7.659296286257927e-13,1.0523856597821544e-12,1.4018294304432382e-12,1.837468384988435e-12,2.3945993832787826e-12,3.0473640856316413e-12,3.807274039155217e-12,4.656938628244383e-12,5.6548429592952235e-12,6.740290591406356e-12,7.986885394316146e-12,9.380337141070501e-12,1.0868390668181115e-11,1.2558869589237526e-11,1.622155622109205e-11,2.0631373911695267e-11,2.5777636307636534e-11,3.172777061167048e-11,3.834806976829102e-11,4.579355643569215e-11,5.385413207808169e-11,6.305545028983128e-11,7.294186017949953e-11,8.396719752957231e-11,9.571187797413461e-11,1.0849718951167608e-10,1.3556964819261025e-10,1.711177131361021e-10,1.711305939145735e-10,1.7125390383344512e-10,1.6409994251958354e-10,1.0156531089074613e-10,7.104419650237064e-11,5.90390829795539e-11,6.044570017690242e-11,6.214513142726988e-11,6.413751780009455e-11,6.642306079892769e-11,6.666774785575249e-11,6.767584164852763e-11,6.832974932652565e-11,6.900200797366865e-11,7.504132287782584e-11,8.225828476422302e-11,8.844587797983847e-11,1.0547672177885582e-10,1.361458120461212e-10,1.5815798200223032e-10,1.743496237774685e-10,2.2018500360852158e-10,2.737585579956706e-10,3.3518428654814734e-10,4.0458172690290594e-10,4.820745010239074e-10,6.618543749571785e-10,8.755570644818044e-10,1.1242296656568712e-09,1.4089207125633374e-09,1.7306725920138516e-09,2.7039304504788647e-09,3.9309562015480245e-09,5.426861155355716e-09,7.206120784003374e-09,9.28258633036254e-09,1.1669505427838038e-08,1.7424812514309292e-08,2.4566805510417407e-08,3.318199688904329e-08,4.334928699351761e-08,5.514055413856248e-08,8.38506486080577e-08,1.1976654115952142e-07,1.6326091404241507e-07,2.1463707571242694e-07,2.7413935886411336e-07,4.596182272994371e-07,6.98978663819569e-07,9.930878919119418e-07,1.34206766444086e-06,1.7455509244827456e-06,2.2028535430407586e-06,3.275245877578076e-06,6.020882904036873e-06,9.507206167040407e-06,1.3664133047740895e-05,1.8426942899488793e-05,2.373656574292087e-05,2.9539229289791113e-05,3.5786013454577275e-05,0.00011462428574502383,0.0003962364601378364,0.00080956790066214,0.0013893049914813398,0.0020381116200346144,0.0019782750991640995
Ac226,5.9814773110398365e-12,5.572374403073846e-12,5.191263124194822e-12,4.8362325705550466e-12,4.505498271783131e-12,4.099456242291358e-12,3.730034616595705e-12,3.393930921137409e-12,2.9457492703840127e-12,2.5568111257031695e-12,2.2192841779359304e-12,1.926372964235986e-12,1.4515872126915516e-12,1.0940185898372588e-12,6.219172147836158e-13,1.1602569861874379e-13,4.7509079158982295e-15,2.163013435379865e-15,1.712150071071579e-15,1.2061078544079366e-15,9.84853596648157e-16,9.759627582124119e-16,1.0936450812227208e-15,1.2621666641762949e-15,1.5404421552298155e-15,2.1213880335991585e-15,2.9010338495015237e-15,3.767770120793844e-15,4.757799728871497e-15,5.983414917702764e-15,7.21834965391358e-15,8.549155118065875e-15,1.0309835685872663e-14,1.2301624088456245e-14,1.453659423168307e-14,1.7171032628739103e-14,1.991793166154788e-14,2.342344828981818e-14,2.6974582245202042e-14,3.0459930341219535e-14,3.469018432924777e-14,3.9113033111082306e-14,4.451781446216948e-14,5.0033442195501216e-14,6.109644982443174e-14,7.468887604278517e-14,9.009590031688107e-14,1.0746323347043707e-13,1.2601176320824684e-13,1.4793904392077054e-13,1.7114225638128582e-13,1.9842257369682912e-13,2.2867960579236567e-13,2.6074302047799235e-13,2.9447641246224385e-13,3.3152124961655827e-13,4.096266094903932e-13,5.134439891444988e-13,5.022487350431528e-13,2.908524478900965e-13,1.5966197019039004e-14,3.243930219889918e-15,9.818705473012536e-16,6.336974387395304e-21,3.0702398331204485e-27,1.4875194059004107e-33,7.20697439594556e-40,3.4917514388012447e-46,8.157786875808473e-47,2.4304600817543377e-49,6.412259337702895e-51,1.6917401826891142e-52,3.971132330833492e-65,9.321698677771543e-78,3.143623954145813e-87,2.4885526451502275e-109,6.64352577316044e-141,7.555613020278894e-160,1.7735785580640203e-172,4.73480659564408e-204,1.2640203455808525e-235,3.3744724724437547e-267,9.008608583652087e-299,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ac227,1.0125238893501141e-13,1.0127034533814857e-13,1.013815902606827e-13,1.0167278385522658e-13,1.0222400914055946e-13,1.0349020117330104e-13,1.0550833280002103e-13,1.0842106893632942e-13,1.147437135659168e-13,1.2374117739280751e-13,1.3573365566737143e-13,1.5099289315670173e-13,1.921988726583816e-13,2.4881468082822387e-13,4.1216593297102694e-13,1.3366546308767612e-12,6.136642761042406e-12,1.4638560561514488e-11,2.6806350795983947e-11,6.198842643970487e-11,1.1138248865699682e-10,1.7469404706793144e-10,2.516304332807981e-10,3.41905224558749e-10,4.4523305923959417e-10,6.899299683540097e-10,9.835115675931877e-10,1.3238266684643192e-09,1.7087297216701169e-09,2.1362183850312447e-09,2.6042742705670385e-09,3.1110034654501092e-09,3.6544948175201285e-09,4.254162009984043e-09,4.934341488147414e-09,5.652638209258398e-09,6.406633264124794e-09,7.168164330222838e-09,7.98580283616375e-09,8.804984392494262e-09,9.678307044523064e-09,1.0576800540961723e-08,1.146842327543841e-08,1.2410542247095284e-08,1.4256284895343872e-08,1.622535002531987e-08,1.8243277477298092e-08,2.033223159703824e-08,2.241383970021275e-08,2.450975571749447e-08,2.6577351147025828e-08,2.867320828331979e-08,3.075617880769968e-08,3.285205859916918e-08,3.4884996116192356e-08,3.687896527780577e-08,4.067480471573772e-08,4.471195672494343e-08,4.47142251312146e-08,4.477165357540945e-08,4.5176030486418977e-08,4.6929995667530174e-08,4.871704086331788e-08,6.8387320226576e-08,9.664415626146221e-08,1.2950838143835266e-07,1.668356308923788e-07,2.0848605951262895e-07,2.1288362458841402e-07,2.3088996552841733e-07,2.424793151379124e-07,2.543242010467518e-07,3.5804283487347134e-07,4.769902802917676e-07,5.756273757603213e-07,8.349609525240495e-07,1.2692299729504247e-06,1.5616705617833533e-06,1.7685658333339588e-06,2.32338880745216e-06,2.925528026142247e-06,3.568014279815283e-06,4.244903293609593e-06,4.951124993517312e-06,6.434904673753375e-06,7.991842108121643e-06,9.601922977545383e-06,1.1250586926080522e-05,1.2927241337212738e-05,1.719578792684575e-05,2.1523186476720117e-05,2.5876162384088432e-05,3.0239694745506838e-05,3.460700272556954e-05,3.897502522296196e-05,4.770844417828059e-05,5.643572614751668e-05,6.515601031565925e-05,7.386912199461339e-05,8.257502677826935e-05,9.996519964395906e-05,0.00011732653427255508,0.00013465905255432694,0.0001519627803459147,0.00016923774624668996,0.0002122995342414947,0.0002551822812360072,0.000297886551650377,0.0003404129321752945,0.00038276202040340215,0.0004249344184555356,0.000508751556632813,0.000674292033165788,0.0008370726035639847,0.000997131156374686,0.0011545053004253856,0.0013092323922295475,0.0014613495385510048,0.00161089358694524,0.0029727189327583754,0.005867227387025169,0.008213218525407661,0.009426196238803848,0.00960530581087256,0.009601781727852868
Ag111,1.2772862707651676e-13,0.002925084268093689,0.006527066670280152,0.01009138774296855,0.013615146897060264,0.018250652203162892,0.022815738380950572,0.027311652878893564,0.03392831023449255,0.040396071650363775,0.0467186958643566,0.052899634709689405,0.06485187508045133,0.07627919526150373,0.09766633281720884,0.1516978214886917,0.23581878658108596,0.2851067412848628,0.3162507283692027,0.35461828801901585,0.38126897142426935,0.40434688464841195,0.4264423180665741,0.4479021123123277,0.4687883157947274,0.5104211756379198,0.5504433444931018,0.5892286379189507,0.6278280617367402,0.6653227971315584,0.7015256649363202,0.7380188199847543,0.7736053297525669,0.809718763286505,0.8471646894277083,0.8850198671827818,0.9214061512776999,0.9568325206777548,0.9936132703987771,1.0288384071577479,1.0645597652101422,1.1004752108202522,1.135801054224532,1.1705329423279296,1.2366792135530489,1.3049557130567364,1.3722290963167327,1.4411416211551773,1.5087883814870908,1.5750728752900196,1.6426865501110142,1.7085123195380272,1.7746644194725563,1.8439887433088498,1.9098413907578637,1.9758553975698057,2.1000358013270928,2.243648451436647,2.2395396689969695,2.041460361028383,1.0643716348465007,0.06529679100898608,0.004005811474931197,3.024665244531594e-15,5.397938015827706e-30,9.633374827574228e-45,1.7192103809513955e-59,3.068171232565521e-74,1.0280983227980894e-75,1.2961488503861527e-81,2.664050921996586e-85,5.4755804591208356e-89,1.7439390954018974e-118,5.5543401042485875e-148,4.187533928553744e-170,4.274643319608269e-217,1.0387319931205958e-264,5.888059103621974e-309,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Am240,2.005749476429905e-13,1.9250649081777297e-13,1.8476244188005718e-13,1.7732985722477528e-13,1.7019624017864816e-13,1.6112910725500425e-13,1.5254500706646047e-13,1.4441821160515406e-13,1.330325608872964e-13,1.2254462606793204e-13,1.1288373973308958e-13,1.0398480618677989e-13,8.82377434071095e-14,7.487929217522102e-14,5.394851471619136e-14,2.0761466087246636e-14,1.977046879924085e-14,1.1480175302729954e-13,4.111105615700985e-13,2.5801274592181068e-12,8.37469939186557e-12,2.1946701508455396e-11,4.691790568055417e-11,8.485344367142841e-11,1.535491855973408e-10,3.640633421520786e-10,7.704679308322297e-10,1.4103268325453803e-09,2.3632424364797872e-09,3.815445752672906e-09,5.604150362729287e-09,7.864656728259948e-09,1.1173955036058146e-08,1.5401188419611517e-08,2.0624234269688228e-08,2.7326199229157094e-08,3.4899244150324696e-08,4.564689691659076e-08,5.658756072559953e-08,6.78425609020255e-08,8.299918024744456e-08,9.823909035788947e-08,1.2011160746528644e-07,1.4223172500529378e-07,1.8548107602608785e-07,2.441532538122222e-07,3.113876786608685e-07,3.861589177617042e-07,4.6331929449831306e-07,5.650157286058994e-07,6.749865861788435e-07,7.954815652370165e-07,9.734364690482107e-07,1.125071540402151e-06,1.2785678199936643e-06,1.4263230983961378e-06,1.802912882722375e-06,2.240711423469679e-06,2.211550217404767e-06,1.5939543421175647e-06,1.610432316526557e-07,8.717169289777433e-12,4.719788572078037e-16,5.0867377810676944e-20,3.628308108369698e-20,3.0896929659095564e-20,,,,1.8750405249572792e-19,3.5491222725693694e-20,3.300053869424987e-19,,,5.296248985701878e-20,1.7072719327514404e-20,3.6725566114455764e-20,,,1.923363560458047e-20,1.573140277439242e-20,1.257343963038638e-20,6.952006132523708e-21,1.0278739588852856e-20,,,,,,3.1493771635703845e-24,8.55851126011242e-24,4.251306186750219e-24,3.0624815962246385e-24,5.56324072826482e-25,1.7245303254626649e-25,,,,,,2.2102062576043e-31,7.000931595660622e-33,1.319157654715462e-34,1.2087274562517475e-36,6.080929396224178e-38,3.204136439880069e-42,1.132476831105375e-46,1.8333866660400087e-50,1.584260696832156e-54,9.357581023158e-59,7.132527469035322e-63,,,,,,,,,,6.528475347391381e-24,6.966071782820635e-26,8.20143595359141e-31,,2.666033248917234e-32
Am241,9.26520398849769e-16,1.0586990144966598e-15,4.186456405708336e-15,2.0859099686646074e-14,7.131625023956413e-14,2.447350498999957e-13,6.331976395968452e-13,1.3705070875501912e-12,3.514515000974552e-12,7.568474264958993e-12,1.4444835827310997e-11,2.523844057048896e-11,6.399747669675239e-11,1.368017675460788e-10,4.539678488255715e-10,4.666294375195446e-09,8.35757544244627e-08,4.4695477386515465e-07,1.4589401899532254e-06,7.633259395515148e-06,2.4435284619646366e-05,5.984790398355686e-05,0.00012381711434226208,0.00022810544014549114,0.00038590033526193177,0.0009217560957754427,0.001865045163631899,0.00336620100730686,0.005592258433400274,0.008721460606362629,0.012934752793925442,0.018407098644844307,0.02531580195994145,0.034179458026576424,0.045794622243763246,0.05984748126767934,0.07658469517627661,0.09553957764497134,0.11817267106776919,0.14322088272938138,0.17249106270668038,0.2053393722910671,0.2406705336902305,0.2809735086225799,0.3688910368515962,0.4759668264918904,0.5999941768525441,0.7435353903877646,0.9020584517687212,1.0776682659555201,1.2667010348621441,1.4748663885870181,1.698896952569445,1.9417174213959503,2.19519369837804,2.4623953480569614,3.0224851732049287,3.7023199366293236,3.7027032303800103,3.71234575657159,3.779917745960867,4.068817000645543,4.3565286012694,7.169299553359103,10.43850880966211,13.547257465357168,16.503147400098513,19.31342067029723,19.58670758494381,20.666120032512644,21.32972748326362,21.984976597861003,26.937916742801082,31.41090582783979,34.47755682793982,40.77506769715904,47.99522909793801,51.49501005888606,53.53386509121939,57.75390457857752,60.94015564296621,63.31611949373757,65.05718554382561,66.30098651703726,67.70554994690895,68.1437450121838,67.99356467250418,67.48769463825533,66.76933241542817,64.54163851753418,62.12595961106397,59.72308727795167,57.39009139223922,55.141367699503064,52.97871123868051,48.903174324995625,45.14086446719777,41.66797193100526,38.46225811806296,35.5031717561546,30.25044983464359,25.774870934613062,21.961460275788767,18.712251834255234,15.943772572911216,10.684521189928272,7.160150727274855,4.798375560130694,3.215687583044387,2.1550863185357643,1.4443485299635712,0.6488892713972686,0.13123721028935545,0.02681797603005274,0.005733291375202869,0.001455929990101789,0.0005699059134947049,0.00036961019920752773,0.0003092893753485682,0.0001330318139812847,1.1541582500481496e-05,1.9621779376759077e-07,5.67089582906125e-11,1.368917813734565e-21,2.760045521303461e-39
Am242,3.28981252107191e-13,2.889194947617339e-13,2.537883351481033e-13,2.2330287449735357e-13,1.9785029877292013e-13,1.7433768691326108e-13,1.693951338413404e-13,1.9533844312941665e-13,3.3567159193581084e-13,6.834125945581886e-13,1.3760310614037273e-12,2.600332262732441e-12,7.65164329653864e-12,1.8401129242649376e-11,7.255424422543406e-11,9.807667159852005e-10,2.193214067971847e-08,1.2801858291816193e-07,4.35366255825887e-07,2.3874790664706196e-06,7.813551476861992e-06,1.936194104825657e-05,4.052042443055163e-05,7.495580105510662e-05,0.00012718161538539976,0.0003066091606110331,0.0006228894079261519,0.0011268145069742786,0.001881224645427064,0.002938007877032722,0.0043562937117913834,0.006212667121444436,0.008566792166501148,0.011585346276262839,0.015505755527749387,0.020329323944075748,0.02600640535309673,0.03250139322194549,0.040342038487419074,0.048907865738171935,0.05898040630979528,0.0703379030649466,0.0828539321924875,0.09693611373279303,0.127436652401388,0.16488709849170152,0.2086177459254481,0.2601779653729197,0.31684102929992386,0.3804156202448149,0.44940774110338516,0.5266970186720581,0.6095027625365016,0.7022768095971005,0.7981012407393765,0.8997632386059585,1.117827109117817,1.3893505462861584,1.3328322951591611,0.4719974930276947,0.0005767955814009987,0.0002479638360386593,0.00024786373089577123,0.0002468649746386874,0.00024565522313526645,0.00024445139330556587,0.0002432534632375913,0.0002420614050704876,0.00024194252109871608,0.00024146756893841034,0.00024117119752962922,0.00024087518995779975,0.00023852017368467706,0.0002361881857269856,0.0002344541710461118,0.00023045748770988208,0.0002248658453263113,0.00022157619797701943,0.0002194098808923282,0.00021408630015097102,0.0002088918894922941,0.00020382351371712573,0.00019887811399484144,0.0001940527059329095,0.0001847502882981125,0.0001758938051045974,0.00016746187826810523,0.00015943415516522124,0.00015179125918486852,0.00013424874178501772,0.00011873359918146099,0.00010501153168904933,9.28753169326382e-05,8.214168049377987e-05,7.264852831232669e-05,5.6826799171921776e-05,4.445078655097768e-05,3.4770073054201707e-05,2.7197667867130703e-05,2.1274416077445006e-05,1.3016955075180315e-05,7.964544203844603e-06,4.873177728824728e-06,2.981696312627893e-06,1.8243763117310578e-06,5.342462432917115e-07,1.564472795283478e-07,4.581357726076973e-08,1.3415910500952315e-08,3.928673468680104e-09,1.150460198011928e-09,9.865581664263296e-11,7.254782351480727e-13,5.334893023286737e-15,3.923076626046754e-17,2.8848793236722525e-19,2.1214280898995412e-21,1.5600150856467176e-23,1.1471735180807614e-25,5.304264604402789e-47,,,,1.1711725475247772e-234,
Am243,5.4384173966021494e-17,7.302220793334412e-17,8.52735955949781e-17,9.333307156747799e-17,9.866466876428793e-17,1.0323975977196984e-16,1.0650326780537916e-16,1.1000238030009042e-16,1.196810190257508e-16,1.4232542628865312e-16,1.909466107711609e-16,2.85511340187578e-16,7.346858526084717e-16,1.8400011691798404e-15,8.54378104695393e-15,1.7455392857456973e-13,6.90249095764241e-12,5.789879115349368e-11,2.571908289344296e-10,2.0643487445120055e-09,8.998934708553717e-09,2.786708200695293e-08,7.027355428985591e-08,1.5174773193092682e-07,2.9625363722263417e-07,9.044127821869361e-07,2.218263439378784e-06,4.729162840162523e-06,9.100969837706115e-06,1.612967081451009e-05,2.6828220361092666e-05,4.258718083636153e-05,6.444722368793771e-05,9.552379338488484e-05,0.00014078602588400902,0.00020061458810304524,0.00027943114763739234,0.0003756873643985053,0.000500658618965618,0.0006500756483510857,0.0008378882506998234,0.0010647806748721096,0.0013244513980415215,0.0016419232007484333,0.0023991526348224623,0.0034368226473133574,0.004778350526558791,0.006520080249268589,0.008628270063852632,0.011203237128866738,0.01421255049921915,0.01790965152680212,0.02224984451767646,0.027382971851846283,0.03322725790555857,0.03989350748675432,0.0556207674932551,0.07815204105483392,0.07816074828426106,0.07821929393993066,0.07822107807514428,0.07822045401622069,0.07821985183080819,0.07821385367419424,0.07820654823916579,0.07819924042019884,0.07819193250346362,0.07818462485122019,0.07818389410135719,0.078180971127896,0.07817914428964105,0.07817731746592131,0.0781627033278898,0.07814808984515036,0.07813713009384263,0.07811155846997477,0.07807503053390333,0.07805311573208158,0.07803850681113172,0.0780019883042827,0.07796547603439842,0.07792897097900575,0.07789247405096957,0.07785598609440764,0.0777830401289304,0.07771013848599304,0.07763728560748528,0.0775644851064108,0.07749173989938613,0.07731013298818247,0.07712891039263048,0.07694808630423768,0.07676766848899466,0.07658766110342605,0.07640806623545544,0.0760501170873413,0.07569382205501185,0.07533917782418316,0.07498617941077045,0.07463482115146002,0.07393700041167539,0.07324566430468946,0.07256075947458919,0.07188223152411999,0.07121002546016977,0.06955680543877095,0.06794188638203744,0.06636440784276669,0.06482351942685184,0.06331838397559716,0.06184817950343656,0.059009357654574615,0.053716575310307504,0.048898482476284554,0.044512521293981824,0.04051993985209458,0.03688545911063423,0.03357696314039648,0.030565215791005417,0.011942105656112095,0.0007122009399527341,6.482852046434066e-06,6.015371886375776e-10,6.35976072465549e-11,6.220682761570938e-11
Am244,8.001084630456475e-13,6.511242936340898e-13,5.298862736754492e-13,4.3122734616972266e-13,3.5094239845234415e-13,2.6665725326419937e-13,2.0262252027935725e-13,1.5397292532124811e-13,1.020091262316072e-13,6.759940509636716e-14,4.4816400930553346e-14,2.9736283021722e-14,1.3181093139204845e-14,6.051628176988766e-15,2.535032748261586e-15,3.4592607586639945e-14,1.6538865573868991e-12,1.4886759715653088e-11,6.853757755467841e-11,5.705228918964927e-10,2.5495126321201096e-09,8.006437318703397e-09,2.0325236442527262e-08,4.3991630074583404e-08,8.703236222913534e-08,2.6713275795773044e-07,6.612618091723996e-07,1.4243477849390379e-06,2.7637603204023226e-06,4.920729860382639e-06,8.231170847424354e-06,1.3082617421975035e-05,1.9993033886739636e-05,2.9663731895977804e-05,4.382864897531036e-05,6.313473856157967e-05,8.814046134680344e-05,0.00011902470098402533,0.00016028279093444541,0.00020769806507291966,0.0002684601535246346,0.00034393454730584843,0.00043016841056660256,0.000537864476841448,0.0007876225665820691,0.0011348795246273922,0.0015985637755947105,0.0022022298283976708,0.002927784700728657,0.0038692079015360177,0.0049176068773794605,0.006263803573793791,0.007873477062660087,0.009749602209421544,0.01194545053899313,0.014482479307345012,0.020380397501929576,0.029292451394010956,0.02742474503946083,0.005282284211862276,5.19504151907519e-08,3.6653475631774594e-17,3.644425300712688e-17,3.437807304802247e-17,3.19556344415682e-17,2.9660518075799735e-17,2.750497345555788e-17,2.5491338743959216e-17,2.5297691873388846e-17,2.453690141616722e-17,2.40724998237902e-17,2.3616513286948803e-17,2.0258128383331183e-17,1.737061218129571e-17,1.5476768966377875e-17,1.1820690979843435e-17,8.042866308703228e-18,6.383637191149799e-18,5.4723370267247164e-18,3.72335313311979e-18,2.53335215835024e-18,1.7236810216542832e-18,1.1727845532669508e-18,7.979571602248519e-19,3.694045624015874e-19,1.7101134844055916e-19,7.916762246037097e-20,3.664968670762308e-20,1.6966525827437365e-20,2.4739990348483188e-21,3.6074978217183545e-22,5.260325044125824e-23,7.670418138540928e-24,1.1184728775055082e-24,1.6309169162549995e-25,3.467723782068431e-27,7.373217382293285e-29,1.5677235313924448e-30,3.3333569768479716e-32,7.08751668680832e-34,3.2041911998540496e-37,1.4485801041658939e-40,6.548870633561285e-44,2.960670937793415e-47,1.3384856784562666e-50,5.816640331558214e-59,2.5277270623648323e-67,1.098468976500646e-75,4.773590641005453e-84,2.074447194189234e-92,9.014870192859143e-101,1.702446346484882e-117,6.071567425299134e-151,2.165348952786103e-184,7.722442290472779e-218,2.754109428581869e-251,9.822173629561915e-285,0.0,,,,,,,
As74,5.354970578053179e-14,1.497005028957308e-12,2.935556404640312e-12,4.370552931905031e-12,5.803481673674851e-12,7.711950429847378e-12,9.617967613183478e-12,1.1520963529258792e-11,1.4387299816901315e-11,1.725875371358307e-11,2.015306552107073e-11,2.3063429924561634e-11,2.895500694521389e-11,3.496600690445388e-11,4.749224175264174e-11,8.979077524744238e-11,2.182361687165603e-10,3.897822817190453e-10,5.896940742675198e-10,1.0572841287225538e-09,1.572898769536976e-09,2.121041162264136e-09,2.6845332547751998e-09,3.2345977864471384e-09,3.789848293763232e-09,4.874029661853157e-09,5.929176030749962e-09,7.023297065600559e-09,8.02635753293813e-09,9.037829781401755e-09,1.0009035513857472e-08,1.0851885276822685e-08,1.1806762962554852e-08,1.2756180055926306e-08,1.3808816053011943e-08,1.4684173567983e-08,1.5619977985051658e-08,1.652759014136718e-08,1.7425849243094153e-08,1.81059329428266e-08,1.9042310784146355e-08,1.979028737064105e-08,2.0641115072292763e-08,2.1768886874674562e-08,2.299712483728267e-08,2.438073439943528e-08,2.6266838422262962e-08,2.7222177780718543e-08,2.8582666436021027e-08,3.045153478481498e-08,3.1410702956616703e-08,3.228677754707907e-08,3.511000887751984e-08,3.479917178108155e-08,3.612391982142558e-08,3.7484731775268794e-08,3.9382931173953294e-08,4.3077986356335345e-08,4.301078938192538e-08,4.136519081613145e-08,3.1481213190118306e-08,9.768792206572497e-09,3.0313103655461243e-09,2.5091456101967987e-14,1.6455028308820552e-20,1.0791240977143336e-26,7.076917756575782e-33,4.6410570704834354e-39,1.1176200518492525e-39,3.758402515189708e-42,1.0695386439620358e-43,3.043614691813807e-45,1.3089866092340816e-57,5.6296415354697285e-70,2.989784592363006e-79,6.828803379642484e-101,8.283397337032295e-132,2.336290441139647e-150,1.0047832645240733e-162,1.2188108200593772e-193,1.4784281243525033e-224,1.793346190346708e-255,2.175344560976244e-286,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
