,#packages per GWe.y,Area per package (m2),Total area (m2),Required st (y)
3.0,80.14931927975405,23.656666666666666,1896.0657297613816,1.0
5.0,80.14931927975405,23.900909090909092,1915.6415938036491,1.0
10.0,80.14931927975405,23.900909090909092,1915.6415938036491,1.0
20.0,80.14931927975405,23.900909090909092,1915.6415938036491,1.0
50.0,80.14931927975405,23.900909090909092,1915.6415938036491,1.0
100.0,80.14931927975405,23.900909090909092,1915.6415938036491,1.0
