,#packages per GWe.y,Area per package (m2),Total area (m2),Required st (y)
3.0,40.07465963987703,51.92724134433438,2080.9665229119505,3.0
5.0,40.07465963987703,45.6704162937521,1830.2263885836094,3.0
10.0,40.07465963987703,37.2579911530746,1493.1013143250138,3.0
20.0,40.07465963987703,30.94547843363642,1240.1295156211345,3.0
50.0,40.07465963987703,23.900909090909092,957.8207969018246,3.0
100.0,40.07465963987703,23.900909090909092,957.8207969018246,3.0
