,#packages per GWe.y,Area per package (m2),Total area (m2),Required st (y)
3.0,7.633268502833719,0.0,0.0,49.0
5.0,7.633268502833719,0.0,0.0,49.0
10.0,7.633268502833719,0.0,0.0,49.0
20.0,7.633268502833719,0.0,0.0,49.0
50.0,7.633268502833719,306.1503510229744,2336.9278315951574,49.0
100.0,7.633268502833719,71.88760167300426,548.7373655947999,49.0
