,#packages per GWe.y,Area per package (m2),Total area (m2),Required st (y)
3.0,13.35821987995901,0.0,0.0,23.0
5.0,13.35821987995901,0.0,0.0,23.0
10.0,13.35821987995901,0.0,0.0,23.0
20.0,13.35821987995901,0.0,0.0,23.0
50.0,13.35821987995901,75.32462694723883,1006.2029291371019,23.0
100.0,13.35821987995901,40.359170682534256,539.126676150088,23.0
