Years,Waste
id,snf
n_wf,2
name,uox
pkg_diameter,0.82
pkg_length,5.0
0.0,110454.86669527467
0.0027397260273972603,80200.9522014366
0.02191780821917777,44913.76149409093
0.10410958904109557,19439.162889231386
0.18630136986301338,12381.08160641001
1.008219178082192,1167.5938130708064
2.0082191780821916,579.1197794324424
3.0082191780821916,465.2338645288543
4.008219178082192,402.76826153409377
5.008219178082192,362.69946001640136
5.108219178082192,359.47377498081494
5.508219178082192,347.6382999265984
5.758219178082192,341.0036723690484
6.008219178082192,334.8737222686616
8.008219178082191,298.58681178936934
10.00821917808219,275.5877694133413
11.50821917808219,262.8708549809091
15.00821917808219,240.79857945669778
20.00821917808219,217.5187692207226
23.008219178082193,205.69235769067356
25.008219178082193,198.37672104198828
30.008219178082193,181.65217613152043
35.00821917808219,166.79740180683189
40.00821917808219,153.5381952815051
45.00821917808219,141.68144883841157
50.008219178082214,131.069433018682
60.008219178082214,113.05320722338331
70.00821917808221,98.58571026936657
80.00821917808221,86.95285459497082
90.00821917808221,77.5841977582314
100.00821917808221,70.02266052258528
125.00821917808219,56.79884707744082
150.0082191780822,48.79084133893733
175.0082191780822,43.73760165400128
200.00821917808224,40.36860105972924
225.00821917808224,37.972367491156675
250.00821917808224,36.1501929402504
300.00821917808224,33.427011689429
350.0082191780823,31.32859107160493
400.0082191780822,29.5575635691115
450.0082191780822,27.99961638009662
500.0082191780822,26.602204361278535
600.0082191780822,24.18116162451368
700.0082191780822,22.153016625438035
800.0082191780825,20.435783960323846
900.0082191780825,18.973056110172433
1000.0082191780825,17.72250993554052
1250.0082191780825,15.319370430997207
1500.0082191780825,13.666214628671554
1750.0082191780825,12.514963226266426
2000.0082191780823,11.700649013585585
2250.008219178082,11.112894690220458
2500.008219178082,10.677746657590303
3000.008219178082,10.083306349757644
4000.008219178082,9.382477423384865
5000.008219178083,8.892990878649742
6000.008219178084,8.470294484863187
7000.008219178084,8.083117198531573
8000.008219178084,7.723237491551332
9000.008219178084,7.387266349412664
10000.008219178082,7.072954608098457
20000.00821917808,4.790701337329942
50000.008219178075,1.9184608985144904
100000.00821917808,0.557726293461717
200000.0082191781,0.16585554761882268
500000.00821917807,0.11302881488388086
1000000.008219178,0.0805591452579563
