,Area per package (m2),Total area (km2),Required st (y),#packages per GWe.y
3.0,0.0,0.0,73.0,8.361004823268974
5.0,0.0,0.0,73.0,8.361004823268974
10.0,0.0,0.0,73.0,8.361004823268974
20.0,0.0,0.0,73.0,8.361004823268974
50.0,0.0,0.0,73.0,8.361004823268974
100.0,278.3060060084615,0.0023269178585814706,73.0,8.361004823268974
