,#packages per GWe.y,Area per package (m2),Total area (m2),Required st (y)
3.0,12.022397891963111,0.0,0.0,62.0
5.0,12.022397891963111,0.0,0.0,62.0
10.0,12.022397891963111,0.0,0.0,62.0
20.0,12.022397891963111,0.0,0.0,62.0
50.0,12.022397891963111,0.0,0.0,62.0
100.0,12.022397891963111,99.82198941378682,1200.0996750998747,62.0
