,#packages per GWe.y,Area per package (m2),Total area (m2),Required st (y)
3.0,16.029863855950815,0.0,0.0,40.0
5.0,16.029863855950815,0.0,0.0,40.0
10.0,16.029863855950815,0.0,0.0,40.0
20.0,16.029863855950815,0.0,0.0,40.0
50.0,16.029863855950815,139.4338367990307,2235.105420801327,40.0
100.0,16.029863855950815,57.66157900072185,924.3072611007237,40.0
