,Area per package (m2),Total area (km2),Required st (y),#packages per GWe.y
3.0,0.0,0.0,10.0,11.634281925744595
5.0,0.0,0.0,10.0,11.634281925744595
10.0,371.60194779949495,0.004323321824855151,10.0,11.634281925744595
20.0,175.31731902492325,0.0020396911160016637,10.0,11.634281925744595
50.0,80.3142648961399,0.0009343988004606241,10.0,11.634281925744595
100.0,56.10719018934245,0.0006527668687241813,10.0,11.634281925744595
