,Area per package (m2),Total area (km2),Required st (y),#packages per GWe.y
3.0,54.58254199500624,0.0017236492791543189,2.0,31.578765227021044
5.0,49.705951727392005,0.0015696525799849532,2.0,31.578765227021044
10.0,42.30239501487059,0.0013358574007153038,2.0,31.578765227021044
20.0,37.71493998619578,0.0011909912353752648,2.0,31.578765227021044
50.0,23.973066201083007,0.0007570398293358336,2.0,31.578765227021044
100.0,23.29744175,0.0007357044434134483,2.0,31.578765227021044
