,Area per package (m2),Total area (km2),Required st (y),#packages per GWe.y
3.0,22.616634722222226,0.0049994377868284355,1.0,221.05135658914728
5.0,22.616634722222226,0.0049994377868284355,1.0,221.05135658914728
10.0,22.616634722222226,0.0049994377868284355,1.0,221.05135658914728
20.0,22.616634722222226,0.0049994377868284355,1.0,221.05135658914728
50.0,22.616634722222226,0.0049994377868284355,1.0,221.05135658914728
100.0,22.616634722222226,0.0049994377868284355,1.0,221.05135658914728
