,#packages per GWe.y,Area per package (m2),Total area (m2),Required st (y)
3.0,77.23886913831049,23.451111111111114,1811.3373022590904,1.0
5.0,77.23886913831049,23.451111111111114,1811.3373022590904,1.0
10.0,77.23886913831049,23.451111111111114,1811.3373022590904,1.0
20.0,77.23886913831049,23.451111111111114,1811.3373022590904,1.0
50.0,77.23886913831049,23.451111111111114,1811.3373022590904,1.0
100.0,77.23886913831049,23.732727272727274,1833.0890161133943,1.0
