,#packages per GWe.y,Area per package (m2),Total area (m2),Required st (y)
3.0,25.746289712770164,44.918178257710466,1156.4764307928674,1.0
5.0,25.746289712770164,42.51037239644738,1094.484363516682,1.0
10.0,25.746289712770164,37.753732921276374,972.0185455297302,1.0
20.0,25.746289712770164,36.268291510967885,933.773940628582,1.0
50.0,25.746289712770164,33.04051413983717,850.6706493031269,1.0
100.0,25.746289712770164,29.475553246506692,758.8861333287444,1.0
