Ref_PWR,SPWR,HTGR,HPR,HTGR_FCM,SFR
2.671647111122887e-15,1.7479341767240973e-15,5.795020590060566e-19,6.5457918610005e-19,9.642727061728695e-19,5.764832763018819e-15
