Ref_PWR,SPWR,HTGR,HPR,HTGR_FCM,SFR
4.0655499517087414e-10,6.649749585363414e-11,1.1230660058256912e-13,1.2685643141473838e-13,1.7688440626860815e-13,1.3663053780643892e-09
