Ref_PWR,SPWR,HTGR,HPR,HTGR_FCM,SFR
1.0336729894225455e-16,6.762840564706329e-17,2.2421210616305757e-20,2.5325980414585265e-20,3.7308170179307445e-20,2.2304412475965663e-16
