,0.0,0.25,6.25,12.5,25.0,50.0,75.0,100.0,125.0,150.0,175.0,200.0,225.0,250.0,275.0,300.0,325.0,350.0,375.0,400.0,425.0,450.0,475.0,500.0,700.0,900.0,1100.0,1300.0,1500.0,1700.0,1900.0,2100.0,2300.0,2500.0,2865.0,3230.0,3595.0,3960.0,4325.0,4690.0,5055.0,5420.0,5785.0,6150.0,6515.0,6880.0,7245.0,7610.0,7975.0,8340.0,8705.0,9070.0,9435.0,9800.0,10076.74267298146,10076.78267298146,10077.78267298146,10084.78267298146,10114.78267298146,10144.78267298146,10444.78267298146,10809.78267298146,11174.78267298146,11539.78267298146,11904.78267298146,11941.28267298146,12087.28267298146,12178.53267298146,12269.78267298146,12999.78267298146,13729.78267298146,14277.28267298146,15554.78267298146,17379.78267298146,18474.78267298146,19204.78267298146,21029.78267298146,22854.78267298146,24679.78267298146,26504.78267298146,28329.78267298146,31979.78267298146,35629.78267298146,39279.78267298146,42929.78267298146,46579.78267298146,55704.78267298146,64829.78267298146,73954.78267298147,83079.78267298147,92204.78267298147,101329.78267298147,119579.78267298147,137829.78267298147,156079.78267298147,174329.78267298147,192579.78267298147,229079.78267298147,265579.78267298144,302079.78267298144,338579.78267298144,375079.78267298144,466329.7826729815,557579.7826729815,648829.7826729815,740079.7826729815,831329.7826729815,922579.7826729815,1105079.7826729815,1470079.7826729815,1835079.7826729817,2200079.7826729817,2565079.7826729817,2930079.7826729817,3295079.7826729817,3660079.7826729817,7310079.782672981,18260079.782672983,36510079.78267298,73010079.78267297,182510079.78267297,365010079.782673
Ac225,9.797252427242486e-16,2.5281174798919295e-16,1.0915380218111713e-16,7.916729692403275e-17,4.6820627814829975e-17,1.607883193499796e-17,5.3033005272542944e-18,1.7591896943683047e-18,6.675851710029636e-19,3.8635300306910957e-19,3.7842790438717344e-19,4.700457059630953e-19,6.12673963879297e-19,7.844092154495913e-19,9.843473018975307e-19,1.2064563013574032e-18,1.4571683340331748e-18,1.72890673789046e-18,2.033513477633393e-18,2.3565211545939998e-18,2.702920313157669e-18,3.075030664756676e-18,3.483556289404254e-18,3.910575032790045e-18,8.357439654043439e-18,1.4707099764248824e-17,2.3050135727944848e-17,3.358851585923773e-17,4.625363995562668e-17,6.1267679180466e-17,7.866179652927173e-17,9.848688709630464e-17,1.21135185958607e-16,1.466250827666946e-16,2.0113034590285033e-16,2.655542405933422e-16,3.41022610200273e-16,4.2856551686027838e-16,5.292652498729302e-16,6.443856077526918e-16,7.739735635292151e-16,9.187495478792412e-16,1.0804192586042497e-15,1.2616863774682748e-15,1.462163980271374e-15,1.6830592999487662e-15,1.920928449741179e-15,2.191117502632893e-15,2.4755858075523587e-15,2.7957421285637237e-15,3.1316784666536224e-15,3.5046607938860987e-15,3.909894583873302e-15,4.3406330253659115e-15,4.698990586105541e-15,5.82818994008208e-15,7.840301920048574e-15,1.5088957714225737e-14,2.485524606436685e-14,3.0191537297282954e-14,6.774996061582631e-14,9.257328221614902e-14,1.138647445624842e-13,1.3328610200150705e-13,1.514867394598806e-13,1.532660836473781e-13,1.6034011813209325e-13,1.6473715382704815e-13,1.6912480661947712e-13,2.0460663147366607e-13,2.4223622337087584e-13,2.7266837631682944e-13,3.5319860826398704e-13,4.974181456336481e-13,6.04204017820596e-13,6.852468554831484e-13,9.276701422104579e-13,1.2370171827992211e-12,1.6273484551799385e-12,2.1147216387858145e-12,2.717392806417741e-12,4.353546379727569e-12,6.7307086975844276e-12,1.008408603237564e-11,1.4686098354470463e-11,2.0838001915406264e-11,4.505948388149919e-11,8.536716118766187e-11,1.4439731720847457e-10,2.226008247957692e-10,3.19263687439358e-10,4.3374633847511266e-10,7.168534689324737e-10,1.078242761878012e-09,1.5276617201008615e-09,2.074682285067944e-09,2.727949905157999e-09,4.384038787408256e-09,6.552825069163909e-09,9.285222930762837e-09,1.2626509519814953e-08,1.661604508808371e-08,2.9632149557418385e-08,4.72795106756487e-08,6.979518602707514e-08,9.732979559481857e-08,1.2999164438980218e-07,1.6787269629669885e-07,2.5964899096786613e-07,5.087914658401557e-07,8.523055767149559e-07,1.2957091593447393e-06,1.844685859198777e-06,2.5045929497644e-06,3.2805193748630266e-06,4.177322758481513e-06,2.0733553200672502e-05,2.4178407124586956e-07,4.945827053340285e-07,8.490628578420038e-07,0.02904650464842589,1.2089387814122926e-06
Ac226,8.005926396112347e-15,1.802487429511674e-15,3.0326731236089567e-17,8.033902976733006e-19,2.1137470127021172e-20,1.2382129689426806e-20,1.3155722059165905e-20,1.7700611808492812e-20,2.37141294322769e-20,3.0738374136213315e-20,3.8378176774132976e-20,4.678759402635481e-20,5.442784553658763e-20,6.369929370407475e-20,7.369740641344647e-20,8.51210123345469e-20,9.63040923735903e-20,1.0687289111717133e-19,1.1943627740700459e-19,1.3141869983528237e-19,1.4192555029923754e-19,1.5712357069668189e-19,1.7156019662155242e-19,1.8667937334109617e-19,3.2288849030386897e-19,4.9852708143203875e-19,6.918801214189533e-19,9.305871323122277e-19,1.1750413065458417e-18,1.4666388752410184e-18,1.7985243692205546e-18,2.1206534962843162e-18,2.5360949713505773e-18,2.9371997226647965e-18,3.750938835551455e-18,4.6627225057897395e-18,5.6566146931087626e-18,6.773099382602771e-18,8.106165167019692e-18,9.528900921250789e-18,1.0911499695137398e-17,1.2420627528701571e-17,1.4032375846501117e-17,1.613215367050416e-17,1.8213958078241712e-17,2.0487416420030443e-17,2.2750154080274016e-17,2.5890438622623592e-17,2.8139078635022684e-17,3.1920786546707014e-17,3.493532948916236e-17,3.901831553194228e-17,4.393849202074607e-17,4.816997965654317e-17,5.295600761865183e-17,6.428287106697221e-17,5.094144736720634e-17,8.413562303500186e-18,3.67348605698409e-18,1.4157038274750784e-18,2.0166050031757713e-23,1.2734764777291205e-29,7.239251681040238e-36,3.916818753306615e-42,2.0580051944992063e-48,4.841899132574231e-49,1.4812029346307698e-51,3.968490588634386e-53,1.0624548866902169e-54,2.7510899626658617e-67,6.982118569646943e-80,2.4789459362112886e-89,2.1840218261017087e-111,6.684460414035965e-143,8.213460968902169e-162,2.027517458089201e-174,6.118701561185228e-206,1.83968355367074e-237,5.513805643163798e-269,1.647759796840891e-300,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ac227,1.2320142379726244e-18,3.1957463846690893e-19,1.7485907978569988e-19,2.0359877469357916e-19,3.883359188525177e-19,1.1492364204036913e-18,2.3999913094958425e-18,4.1243951997764954e-18,6.314465530756745e-18,8.963089103837184e-18,1.207762187987236e-17,1.5640140820145156e-17,1.9663354264607716e-17,2.41327795653592e-17,2.9053491671391215e-17,3.442005491960965e-17,4.0236884889220166e-17,4.6489879684575854e-17,5.3208363937432524e-17,6.031043266823913e-17,6.788479764398531e-17,7.584943502677242e-17,8.432250868983594e-17,9.313240314499222e-17,1.7931593837831464e-16,2.912373669501258e-16,4.277161842514994e-16,5.881087897581966e-16,7.709240986842972e-16,9.764563966106149e-16,1.2033456801703442e-15,1.4503001984187294e-15,1.7167903155827893e-15,2.0040659177381253e-15,2.584948600572526e-15,3.219006516317591e-15,3.913270530388003e-15,4.672421755397239e-15,5.489176936059148e-15,6.372081948382931e-15,7.330942068485767e-15,8.352624827157832e-15,9.456632106052163e-15,1.0638977451822903e-14,1.1920620751935913e-14,1.3300855417028526e-14,1.4784117509714347e-14,1.6418914538858276e-14,1.8181972011545354e-14,2.0101488220951752e-14,2.2198684032863282e-14,2.4486858744671375e-14,2.6970768385439342e-14,2.969301737598588e-14,3.1903230492807094e-14,3.956973946442631e-14,5.3241914523891664e-14,1.0378494262327266e-13,1.8932991249722794e-13,2.427909032308052e-13,5.73719094524381e-13,8.069470869597699e-13,1.0151193081683175e-12,1.2087408512115995e-12,1.3911026442614134e-12,1.4088897145338704e-12,1.4794336037199715e-12,1.5231101146317533e-12,1.5665343532033955e-12,1.909937968507986e-12,2.256306874395465e-12,2.5230275483562025e-12,3.1795628958253668e-12,4.225160627287933e-12,4.925905068672979e-12,5.427572039650373e-12,6.8152179931305164e-12,8.41505910759743e-12,1.0254720462136392e-11,1.2363431731600642e-11,1.4772359331696116e-11,2.062518486833056e-11,2.809810836650027e-11,3.749332537152728e-11,4.9112912380991144e-11,6.323591742384251e-11,1.1081880391195826e-10,1.7653835453659533e-10,2.580964579480745e-10,3.5116862767567706e-10,4.518211764720758e-10,5.578046261076771e-10,7.839993286176634e-10,1.0323177728690623e-09,1.307418632963417e-09,1.612376500646458e-09,1.948940501972469e-09,2.720808942696852e-09,3.6288524642427596e-09,4.677467044556585e-09,5.870165159529551e-09,7.209539983868606e-09,1.1209472786899638e-08,1.6147460036279728e-08,2.2025604976160448e-08,2.8846389321094822e-08,3.6617139593799396e-08,4.535095190510461e-08,6.578433629872474e-08,1.1894869126595142e-07,1.9039517503297524e-07,2.8175473399041557e-07,3.947487734796172e-07,5.310609889775108e-07,6.923463119274849e-07,8.802338381377261e-07,4.5600186006416996e-06,6.012819583864047e-08,1.2114805277141535e-07,1.6481777340240448e-07,0.004027811973644204,1.726563479057217e-07
Ag107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ag109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ag110_m1,3.9226674580766466e-17,5.623199092505859e-13,2.9435964004425375e-10,1.1487696861171673e-09,4.425854920010402e-09,1.70273082952905e-08,3.692712553881437e-08,6.23929383648602e-08,9.449145225889891e-08,1.3131797967612408e-07,1.7352290819806602e-07,2.18797652617534e-07,2.6956925164791856e-07,3.248576401339068e-07,3.8499222866331096e-07,4.461705593153161e-07,5.109670545434499e-07,5.79079831428626e-07,6.509144491428808e-07,7.231321217021905e-07,7.992258741258984e-07,8.771126850863087e-07,9.59824271268435e-07,1.0425294397038093e-06,1.778911271894414e-06,2.5703616561910227e-06,3.4203172000726104e-06,4.271011411476153e-06,5.144718181070357e-06,6.077121459403661e-06,6.945253502203598e-06,7.811162596894106e-06,8.719357344865586e-06,9.662315841365946e-06,1.1264093656703389e-05,1.3056247881034014e-05,1.481299250220295e-05,1.6564941712089015e-05,1.82479900467826e-05,2.0167769843542926e-05,2.2024406935233148e-05,2.3759884817279857e-05,2.576167308094673e-05,2.7604734905354547e-05,2.9524980020922237e-05,3.137855678971137e-05,3.32705887557467e-05,3.5403390866838766e-05,3.736470658320019e-05,3.966187596769145e-05,4.142748396738573e-05,4.3494358520806115e-05,4.568815207027164e-05,4.802542024997443e-05,4.947708753405076e-05,6.135917484663873e-05,8.231127447813638e-05,0.00015709749990619666,0.00026179862861319496,0.00030670461347012397,0.00029441362205878587,0.00013935144046714893,5.937418827710365e-05,2.4078030486852723e-05,9.482381541462675e-06,8.629090916477109e-06,5.908500282630275e-06,4.657833072616856e-06,3.6691454878839916e-06,5.33735606477965e-07,7.609840486190189e-08,1.7531965253925883e-08,5.630703801279058e-10,4.076518690539227e-12,2.1091123009576776e-13,2.924859837884825e-14,2.0879356132080252e-16,1.484972229275333e-18,1.0527955325983294e-20,7.442243170079154e-23,5.246338606139097e-25,2.586164704611124e-29,1.2613876929061342e-33,6.086949007063364e-38,2.9053278302058116e-42,1.3711401402302381e-46,1.992445451318688e-57,2.6856796775878602e-68,3.372832415542985e-79,3.990181720886429e-90,4.5094119946421244e-101,4.932876794678404e-112,5.564021000530572e-134,6.022427331077997e-156,6.392619412438878e-178,6.714082806009913e-200,7.005066585620668e-222,7.513890265735866e-266,7.9716527713785e-310,,,,,,,,,,,,,,,,,,,,,,,
Ag111,1.31506743989832e-15,9.195379014549469e-05,0.0009802551376386136,0.001344457116338483,0.0016206181020534571,0.001663811764207453,0.0016250139000554835,0.001592907971255303,0.001569411147114478,0.001551660684908938,0.0015389751121297607,0.001527929744373439,0.0015200535623676476,0.0015129548891327136,0.0015071880109163958,0.0015022310175654083,0.0014980448508473108,0.0014941859346418228,0.0014913668002685377,0.001487959532525261,0.0014853395871123865,0.0014821401304248084,0.0014804827611103934,0.0014779891014395097,0.0014634229570859919,0.0014537605473884613,0.0014450103678191337,0.0014381580104546982,0.0014318738487314041,0.0014266452865847564,0.0014217382329234144,0.0014169428410177425,0.0014120902658943492,0.0014086270582718211,0.001401471889258829,0.001394123969834905,0.0013867870886337345,0.0013811998380046262,0.0013748755278164468,0.00136885743232702,0.0013646447151873416,0.0013590813810803145,0.0013539663741670835,0.00134869540269402,0.0013441716732204444,0.001339174456671477,0.0013340254617557833,0.0013306455143550862,0.0013270601195695347,0.0013232264918486044,0.001320056491013918,0.0013166712680455382,0.0013127760955864913,0.001309553073651391,0.0013078866051001287,0.001619207718581284,0.0019861198123075356,0.0020151783678410327,0.00022390746832664355,1.7489545124781755e-05,2.9146475062892746e-17,6.779791741965342e-32,1.41964359997691e-46,2.829302321396546e-61,5.4758630019368685e-76,1.8477698147849542e-77,2.3919427729912743e-83,4.992598393601523e-87,1.041302313095037e-90,3.658403311147646e-120,1.2597792857995109e-149,9.999185825515107e-172,1.135990808905172e-218,3.1650993242793754e-266,1.9376534220259e-310,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Al27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Am240,4.6286231939728274e-15,6.785888952961601e-09,3.800535691417043e-08,3.892116946147985e-08,3.648438941455489e-08,3.570097382116355e-08,3.569562100454983e-08,3.657586641673033e-08,3.720036224963532e-08,3.825286236084063e-08,3.9187927031639354e-08,4.04200215090265e-08,4.0330216913291346e-08,4.1661655534313636e-08,4.296601332342104e-08,4.481059594798365e-08,4.591525245723369e-08,4.643892239992807e-08,4.788514340950578e-08,4.880957575203088e-08,4.863547618894993e-08,5.077776844098899e-08,5.1922615292368146e-08,5.32450386924916e-08,6.206859795218729e-08,7.188324903859266e-08,7.92959902943158e-08,8.850720958430571e-08,9.483468179134439e-08,1.0281689850011996e-07,1.1184788978961326e-07,1.1810124233640374e-07,1.2752798817490864e-07,1.347868997947869e-07,1.4821743907947976e-07,1.6142486637567846e-07,1.7259147241928235e-07,1.8544918472576524e-07,2.011615231404495e-07,2.148167103829678e-07,2.2526325546854588e-07,2.3428976239923813e-07,2.433042067896727e-07,2.587207439166884e-07,2.697030821491972e-07,2.7927979315757406e-07,2.8796702672238587e-07,3.046310017246215e-07,3.0514094110280737e-07,3.213541039761377e-07,3.269189956318865e-07,3.370473765583962e-07,3.54104651069534e-07,3.5847455610117916e-07,3.731756933397507e-07,4.568232374681952e-07,4.42908876824943e-07,8.708212208736448e-08,8.53726078569581e-12,5.8838828822826e-16,9.553105617483245e-22,,4.915494985228395e-22,4.63579649199745e-22,,,,3.5183073678057176e-22,,,,1.5814339984903847e-21,,9.147804454258387e-22,1.7864541895515508e-22,,5.081880448178646e-22,5.242452537869997e-22,3.775040242866556e-22,6.514899057844085e-22,4.0439961907530605e-22,,,,,,,,5.75706296498815e-25,3.592997999445622e-25,3.3244934561846995e-25,7.718773653752248e-26,,,,,,2.576073471820356e-31,5.590090000711391e-33,5.904585696115586e-35,1.3701256772741804e-36,4.65828976948698e-38,2.5630442296452492e-42,2.779943887014927e-46,2.297820045432721e-50,6.060146740032955e-55,7.158125575008912e-59,7.697201015649898e-63,1.4422547616544626e-71,,,,,,,,,,1.3679501654799632e-26,8.763044166860419e-32,,
