,Area per package (m2),Total area (km2),Required st (y),#packages per GWe.y
3.0,44.91832542816445,0.0011564802198860127,1.0,25.74628971277016
5.0,42.5005209818046,0.0010942307261412082,1.0,25.74628971277016
10.0,37.753825089024104,0.0009720209185072652,1.0,25.74628971277016
20.0,36.268350038063815,0.0009337754474841496,1.0,25.74628971277016
50.0,33.040541155112734,0.000850671344846238,1.0,25.74628971277016
100.0,29.47556215852235,0.0007588863627800814,1.0,25.74628971277016
