Isotope,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121
Ac225,1.2186131869235353e-12,1.2122726728809672e-12,1.041019222773186e-12,8.597343306135795e-13,5.540530756581451e-13,2.0349655397043404e-13,6.933529658447016e-14,2.348631027900246e-14,9.047049086809485e-15,5.2966160919559e-15,5.23096765338881e-15,6.5443643084015175e-15,8.576933613016528e-15,1.1033988121123768e-14,1.3901676398442417e-14,1.7097415881030346e-14,2.0709600299004587e-14,2.463737408345421e-14,2.9033143442360385e-14,3.3734524254316435e-14,3.8763177743409295e-14,4.419784241834803e-14,5.012312951730482e-14,5.638178691068181e-14,1.214741087278884e-13,2.154190380984514e-13,3.400260007984145e-13,4.984002690731437e-13,6.904161218944034e-13,9.18784509983281e-13,1.1849002987835405e-12,1.4905871414633814e-12,1.8422429491085502e-12,2.2387538206436356e-12,3.08410834310522e-12,4.104872414022524e-12,5.312952774349049e-12,6.7222395975061135e-12,8.365703291006471e-12,1.025875744576321e-11,1.239577164507562e-11,1.4822387144039195e-11,1.7547828234824646e-11,2.0643534452114893e-11,2.4086004028805836e-11,2.792160838060777e-11,3.211541430818522e-11,3.685074108649133e-11,4.191493642538753e-11,4.7651292555124846e-11,5.372160916014317e-11,6.051425987702171e-11,6.799557250660332e-11,7.601093817096406e-11,8.277790033959211e-11,8.277893773422554e-11,8.278151723052282e-11,8.186771018868173e-11,7.445862656717163e-11,7.103476119988834e-11,7.222275188732008e-11,7.571308326899575e-11,7.937105743730881e-11,8.319712645256305e-11,8.719176266860706e-11,8.760051622342364e-11,8.925244612531329e-11,9.02986565751802e-11,9.135545678495633e-11,1.0019206829880722e-10,1.0971122161156302e-10,1.1730120373328652e-10,1.3652528573058027e-10,1.6770973333477817e-10,1.885521829501972e-10,2.033468143721905e-10,2.435236604669361e-10,2.8833103888338207e-10,3.3786237629064153e-10,3.9221299422442805e-10,4.5147951064214105e-10,5.851504865577415e-10,7.396587732811373e-10,9.157875057238453e-10,1.1143144082051325e-09,1.336008750466535e-09,1.9965553631938324e-09,2.818153719697149e-09,3.811876645157469e-09,4.988327479262541e-09,6.357653010020062e-09,7.929559818701717e-09,1.1717843577989739e-08,1.642265925061342e-08,2.2107477321618705e-08,2.8830223539199064e-08,3.66437086477986e-08,5.5730911923138605e-08,7.970359728453591e-08,1.0883684058869621e-07,1.433551695719115e-07,1.8344013498057504e-07,3.088830981855498e-07,4.7144775539102314e-07,6.718196066797738e-07,9.101399982059299e-07,1.1861930372429242e-06,1.4995306747315871e-06,2.235580897400678e-06,4.1244132154056035e-06,6.527173707660606e-06,9.395362879292267e-06,1.268414723836732e-05,1.63525920955821e-05,2.0363425179361673e-05,2.468273089964852e-05,7.925386110768597e-05,0.0002744017024497632,0.0005609530551883169,0.0009628429219387419,0.0014126258723713915,0.0013710910740331523
Ac226,4.149176666406317e-12,3.6013395200649934e-12,1.20513095397647e-13,3.635245900286235e-15,1.0422115993603792e-16,6.529601395590212e-17,7.166573957634547e-17,9.846438163957164e-17,1.339048199038775e-16,1.7558356153257085e-16,2.2104056344478415e-16,2.7142312663924996e-16,3.17477188377525e-16,3.733474591510917e-16,4.336704016074326e-16,5.02625383965636e-16,5.702896540372255e-16,6.345694604110485e-16,7.105129890374768e-16,7.838792557306572e-16,8.48077371753493e-16,9.40982867999251e-16,1.02853870691376e-15,1.1214587539431393e-15,1.9554728681757774e-15,3.0425278173350785e-15,4.252636396134714e-15,5.7535150690110656e-15,7.30814070983927e-15,9.164192131531329e-15,1.128815679108969e-14,1.3373264393604783e-14,1.6070554570455798e-14,1.8686170472540735e-14,2.396518392354156e-14,3.0031342726651325e-14,3.6719616515463987e-14,4.426627422991785e-14,5.338672545843811e-14,6.320922991070966e-14,7.281496471570048e-14,8.349362376435682e-14,9.496225621053825e-14,1.0998000904158869e-13,1.2501489617794914e-13,1.4161751411748056e-13,1.584803570641178e-13,1.814298429057989e-13,1.9851323143694123e-13,2.2669394332222405e-13,2.4970397087399767e-13,2.8071719168260326e-13,3.183827227668063e-13,3.5146998567309993e-13,3.886993600640957e-13,3.8042598675121427e-13,2.2410968916222324e-13,1.9020506401732687e-14,4.585261494500948e-15,1.387863845259135e-15,8.95724769156235e-21,4.339752441309342e-27,2.102593531718934e-33,1.018698562144337e-39,4.935555776733462e-46,1.1530950331100473e-46,3.435431159917127e-49,9.063664967192469e-51,2.391258006120903e-52,5.613156968779565e-65,1.3176132149249467e-77,4.443482870950976e-87,3.517546465286686e-109,9.390565759122515e-141,1.0679794887059883e-159,2.5069385147326866e-172,6.69261147580471e-204,1.7866831790425617e-235,4.769792519118892e-267,1.2733606633067005e-298,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ac227,7.023583435009514e-14,7.023552186305544e-14,7.643451474951516e-14,1.0133863633489144e-13,2.1062171409760001e-13,6.666430989680794e-13,1.4381336618250123e-12,2.5237355076460974e-12,3.922096779094979e-12,5.631879585539212e-12,7.651767297917414e-12,9.980435224131922e-12,1.2616580724259336e-11,1.5558890138281523e-11,1.8806093749894453e-11,2.2356915325796907e-11,2.6210046174768726e-11,3.0364261051981125e-11,3.48183633784605e-11,3.9571009943966075e-11,4.4621082469786884e-11,4.996724581185618e-11,5.5608388388114044e-11,6.154325547850576e-11,1.1945678125606432e-10,1.9551747652958264e-10,2.891850035374288e-10,3.9996921655821857e-10,5.274217965143652e-10,6.711452693250813e-10,8.307871963549305e-10,1.0060470907334833e-09,1.1966724448691125e-09,1.4024633325716428e-09,1.816709055992e-09,2.28060315817427e-09,2.7943068618300545e-09,3.359079206793567e-09,3.976653493288181e-09,4.649558598995122e-09,5.381318180453884e-09,6.176258039033961e-09,7.039616411674208e-09,7.978366350008812e-09,9.000134266292437e-09,1.0113512828046901e-08,1.1328676873594626e-08,1.2656290771189816e-08,1.4109553021246175e-08,1.5703166296555977e-08,1.745341920474237e-08,1.9378772094187398e-08,2.1497618390217113e-08,2.3831907160339414e-08,2.5758818342982713e-08,2.5759106002150537e-08,2.5765329577650588e-08,2.580888218089263e-08,2.599546747886258e-08,2.6181803073040937e-08,2.80314609436899e-08,3.0249052236712144e-08,3.243182754033088e-08,3.458104418807621e-08,3.669792078898413e-08,3.6907875531922296e-08,3.774460204378767e-08,3.8265066847761614e-08,3.8783638222924436e-08,4.2866136475691604e-08,4.683727005595345e-08,4.974748534577534e-08,5.633041804285985e-08,6.529220143648248e-08,7.045558694722388e-08,7.38205644875678e-08,8.19990422221392e-08,8.989887951660502e-08,9.758083857608798e-08,1.0509674059744097e-07,1.1249078070022287e-07,1.2705848959301436e-07,1.415236903326844e-07,1.560607091475218e-07,1.7079629499370295e-07,1.8582258450510746e-07,2.250557152985849e-07,2.671125889937388e-07,3.1227930315142514e-07,3.6068272444377094e-07,4.1237784172885903e-07,4.6738719858337563e-07,5.873736222340479e-07,7.206456647077972e-07,8.671777085192265e-07,1.026938212927649e-06,1.1998944789127413e-06,1.5852627374358179e-06,2.02301966199325e-06,2.5129032656318747e-06,3.0546525037685167e-06,3.6480072896800973e-06,5.35547033750247e-06,7.3798283589085815e-06,9.717096028687659e-06,1.2363325220259817e-05,1.5314604724912407e-05,1.8567059918816792e-05,2.596017953769508e-05,4.4194015448502047e-05,6.682934774909991e-05,9.363941567819564e-05,0.00012440593191006012,0.00015891880595785056,0.0001969758796946609,0.0002383826698825401,0.0007989042870479454,0.003127654208872491,0.006297750824352176,0.00856645396210233,0.00897808907226807,0.008974824974641723
Ag111,8.860162992173353e-14,0.02388387607943452,0.5063969934497989,0.7908561884260996,1.0387880224675723,1.1406144384757055,1.15079331396054,1.1519268945273764,1.1520441131627985,1.1522403253366253,1.1522921119705833,1.1522928679558704,1.152639837803454,1.1527839322358504,1.1529709393336172,1.1531550761564342,1.1532379323301891,1.1533459777352524,1.1533565494668419,1.1537892218441546,1.1538357665035568,1.153912811347142,1.1538538723544998,1.154254442946593,1.1521590781759778,1.1534055402183065,1.1546270142130892,1.155915716723237,1.1577155763858213,1.158858342682012,1.16003128302932,1.1616181832526895,1.1632449144321055,1.1650007550384136,1.1640416701241751,1.1672931232007489,1.1702932000803135,1.1735062125061642,1.1771303826154644,1.1804273371189626,1.1838567330863756,1.1876776596456078,1.1911625947719886,1.195304708198967,1.1993764665894122,1.2034007594018954,1.2080879979775292,1.2122021306673822,1.2170643356269881,1.2216417668113486,1.2265816814246873,1.2314625385661075,1.2366259537269833,1.2421619944850177,1.247992668045648,1.2457211214028083,1.1358948985815998,0.5922417302272797,0.03633269760658669,0.002228929451268442,1.6829961984725675e-15,3.0035421746539627e-30,5.360241164176973e-45,9.566100207007649e-60,1.7072044107208042e-74,5.720586857856232e-76,7.212084789892455e-82,1.48234220513031e-85,3.046745119653037e-89,9.703699266482116e-119,3.0905696656261532e-148,2.330045741503767e-170,2.3784884055272275e-217,5.78037611821389e-265,3.275338318905476e-309,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Am240,1.3913300165662408e-13,7.863693252819203e-07,8.759542983062296e-06,1.0214593434199207e-05,1.0433691021990576e-05,1.0919415150180555e-05,1.1278201067986899e-05,1.1800855603181089e-05,1.2183278903578636e-05,1.2673451086818755e-05,1.309085234279308e-05,1.3600055164544347e-05,1.3644258325335705e-05,1.4162603622912756e-05,1.4664276143403587e-05,1.5346747622345937e-05,1.5770146231821085e-05,1.5992697998886387e-05,1.6522073465076767e-05,1.688593183266319e-05,1.6856059465921956e-05,1.7637701193066996e-05,1.805463270242994e-05,1.855214420997983e-05,2.1802141756509657e-05,2.5444943696903606e-05,2.8268750942996894e-05,3.1738241041503035e-05,3.420967526920079e-05,3.726177045454901e-05,4.071575521670624e-05,4.3196660944951335e-05,4.687042084380851e-05,4.97350439333571e-05,5.492474922914661e-05,6.030226286923903e-05,6.498137056253292e-05,7.029726749566555e-05,7.684059942904335e-05,8.264826541418865e-05,8.718756490895069e-05,9.134632459166529e-05,9.549869296191734e-05,0.00010230118058069877,0.00010736712771585336,0.00011196886595568792,0.00011634878556357321,0.00012381447160391703,0.00012485560997810443,0.00013236652792809891,0.00013552791424358056,0.0001406434265511107,0.00014882091465777254,0.00015170437653768876,0.00015886928156966468,0.00015680181709389637,0.00011301386589629816,1.1418239748115571e-05,6.180623003413621e-10,3.345541867497474e-14,2.4610833158067357e-20,,8.280506441238574e-21,6.993016834763633e-21,,,,4.6605831467359325e-21,,,,1.6441275999957525e-20,,7.453671844234235e-21,1.3472760566136725e-21,,3.223953582031661e-21,2.953023640200609e-21,1.8940769275447603e-21,2.9200696587663405e-21,1.6237273797549745e-21,,,,,,,,3.672801396582378e-25,1.9458166482177335e-25,1.599887812544344e-25,3.410187951593923e-26,,,,,,7.914012989497296e-32,1.6431790929167846e-33,1.6725910667707312e-35,3.759301911766661e-37,1.2428249164858036e-38,6.456599384354451e-43,6.699052493105114e-47,5.3451509055122274e-51,1.3695007728826452e-55,1.578541476919941e-59,1.661593821428286e-63,3.0009757367472495e-72,,,,,,,,,,3.749510896672613e-25,2.4015263240947793e-30,,
Am241,2.0913553413398693,2.092247217748762,2.113615762140087,2.1358561805996112,2.1802872130902013,2.2689457133346522,2.357345394680825,2.4454876495623403,2.5333677944512094,2.620990242610802,2.708360736499402,2.7954764825164813,2.8823374566539437,2.9689426956068505,3.0553019023193864,3.141410940479876,3.227268054346146,3.312884004477099,3.3982570818231275,3.4833794625268206,3.568262712763567,3.6529018322087787,3.7373062967897988,3.821465452499301,4.486339674287069,5.136757640800584,5.773318394155268,6.3966682181490855,7.007283111260597,7.6057579290770345,8.192659243231175,8.768431541895838,9.333490892163605,9.888424702212031,10.876692867374814,11.83491185284534,12.76554883193151,13.671347204861075,14.553734795171254,15.414524213293877,16.255908558718325,17.07870051749953,17.884708316059108,18.67429497394896,19.44934791880631,20.21063408100934,20.958509057233186,21.694328049635086,22.419162237559327,23.132395330666043,23.835409088121867,24.527875169899687,25.209611884070604,25.88153508813316,26.38465685940036,26.38480728537041,26.388667911384882,26.41585590323203,26.532148920296276,26.647952781410158,27.77938599007342,29.092700581255745,30.339669737269936,31.52343977149664,32.64700782207191,32.75616463739211,33.18711372530499,33.45189906375762,33.713229143293304,35.68438341007761,37.457155273277046,38.66766861330265,41.13764832816626,43.9323727975306,45.26548334863211,46.03271741670102,47.588872715008314,48.71869807658639,49.514680366465235,50.04939486454496,50.3797908487924,50.596749744911,50.41954934390519,50.00453548488776,49.4479180685816,48.808872468048435,47.05611261459052,45.258145869408374,43.49679427513298,41.79444870992809,40.15588685756956,38.580717661182724,35.61275513156925,32.87298817582608,30.343981382584307,28.009532548104332,25.85467606587469,22.029540759969986,18.770318836980948,15.993288193062666,13.627111875562754,11.611006256985457,7.780993953965035,5.214358624471735,3.4943623489697524,2.3417310175801234,1.5693117649078419,1.051686254352342,0.4723507490341746,0.09534188927393575,0.01930367151387421,0.0039630711829915285,0.0008638547359918352,0.00023378448632751467,0.00010206004828345203,7.120057020255993e-05,2.8694572808158107e-05,2.490670765106578e-06,4.235514925335852e-08,1.2242025491494102e-11,2.955256921656872e-22,5.958123752893141e-40
Am242,14.051756289435753,10.844336639991479,0.046395663896170836,0.025393320595853423,0.02590192133843311,0.027072518202395267,0.028120210008372393,0.029165407832476717,0.030283151874279254,0.03137336864618399,0.03237685338176635,0.03346493755873374,0.03456901809608997,0.03568360279542328,0.036723072491554036,0.037802162222818084,0.038932860888457065,0.03994650226885569,0.040983752017170916,0.042160484544598066,0.04318464919450861,0.04428703637632431,0.04528937969536869,0.04647202969468342,0.054830358165489576,0.06326497309663881,0.07174109192621403,0.08014241461306448,0.08865824517537683,0.09706753053640435,0.10536075136469071,0.11377275923291771,0.12227872450583276,0.13070288714873862,0.14523347129086334,0.160880381778323,0.1766340539786525,0.19194225181643917,0.20767679346715767,0.22364944142325685,0.23914342116311885,0.2554514723807123,0.2714004808479255,0.28839190626570355,0.3048045226737566,0.32173044116154953,0.33926522671811643,0.3564825472975128,0.3736024008443045,0.39178359548404407,0.4093938740200087,0.4279391921650461,0.44699129811209937,0.46588111573382235,0.480819660632434,0.4613851980286405,0.16537291052953032,0.003265932324363302,0.0031516186618375987,0.0031503464033347875,0.003137652236595852,0.003122276462918079,0.003106976004859694,0.00309175053410341,0.0030765996882377135,0.0030750886938878566,0.0030690521349509897,0.0030652853056660294,0.0030615231003333554,0.003031591237336671,0.0030019520437855975,0.002979912985877682,0.002929115735497073,0.002858046745432055,0.0028162357674464643,0.002788702159180813,0.0027210401171106724,0.002655019781756186,0.0025906013103683748,0.0025277458295958326,0.002466415411210477,0.0023481826347654033,0.0022356175846612956,0.002128448555495791,0.00202641687351983,0.0019292762679597403,0.0017063120772251297,0.0015091154450211988,0.0013347084834208238,0.0011804574528381398,0.0010440329841492854,0.0009233749033915461,0.0007222801336181597,0.0005649801205013285,0.0004419372137832092,0.00034569086270351903,0.00027040527440991367,0.0001654510379457477,0.00010123335570148954,6.194091317665989e-05,3.789932132963529e-05,2.318916664366375e-05,6.790769415656391e-06,1.9886225035101488e-06,5.823517182594852e-07,1.705367965485972e-07,4.9940239854294974e-08,1.4624565388088013e-08,1.2541434497879868e-09,9.223041748150605e-12,6.782653641693377e-14,4.987968164771725e-16,3.6681440102666925e-18,2.697539692014437e-20,1.9837555376593478e-22,1.458839041912008e-24,6.747655711775392e-46,14.085825483491105,14.090364112693148,14.09189236956466,1.4911732086601097e-233,14.093727343933388
Am243,0.0041097601797142405,0.004109798187141162,0.004114297156250268,0.0041191448135670895,0.004128754979145067,0.004147941659996958,0.004167502564545019,0.004186983590797587,0.0042066239127931376,0.004225840007653734,0.004244922108519338,0.004264476627206124,0.004284692323665802,0.004304210364382522,0.0043236169277046385,0.004343440435772149,0.004364472163915961,0.0043849722485363625,0.004404351028423043,0.0044250546518845,0.0044463626138186545,0.00446754514212357,0.004488577654168343,0.0045099907909950335,0.004676826275171869,0.00484739428084864,0.00503276622201272,0.005216984764723697,0.005410475731507068,0.005602885054777841,0.005802675288248314,0.0060052171945181206,0.00622444820128397,0.006445449752493125,0.006853729841284679,0.0072782924685260335,0.007735637565996052,0.008226922818105688,0.008750756066367006,0.00929182890889597,0.00987471703798514,0.010502292080105195,0.011140360495530455,0.011815670142174762,0.012528934383671149,0.013266106226086509,0.014038346339769728,0.014844358467032836,0.015685459991195683,0.01657910077452484,0.01753681682970733,0.01853530794961308,0.01958232257202896,0.02065924734001966,0.021496343138874628,0.021496482222318782,0.021497417605211983,0.02149739986492566,0.02149723748771321,0.02149707704552247,0.02149547351254058,0.02149352020959871,0.02149156535642368,0.021489609269913744,0.021487652020835073,0.021487456233076806,0.02148667296891948,0.021486183337232335,0.021485693635477397,0.021481773539945438,0.021477849162931276,0.02147490318670776,0.021468020771443917,0.021458169904378835,0.021452249812741388,0.02144829946147401,0.02143841208018627,0.021428510127939598,0.021418595719774912,0.0214086707421151,0.021398736875733532,0.021378848301577748,0.02135894010015554,0.02133902026083659,0.0213190951071036,0.021299169629844322,0.02124937838186757,0.021199649642972298,0.021150006672852897,0.02110046229241092,0.021051023518184712,0.021001694142526464,0.020903370799339394,0.02080549920453573,0.02070808046074161,0.020611113779399753,0.020514597791017813,0.020322911139190804,0.02013300628704926,0.019944868326277784,0.019758482040212768,0.01957383210333004,0.01911970272900525,0.018676089032907694,0.018242753151420467,0.01781946067296833,0.01740598131548794,0.017002089269799334,0.016222187116398133,0.014768014302248205,0.013444148707035818,0.01223891948903619,0.011141701528592665,0.010142820127389904,0.009233466329320456,0.008405619619084316,0.003285281963515705,0.0001960203203243892,1.7848106662828688e-06,2.0949661895414412e-10,6.081148253079656e-11,5.947826277768439e-11
Am244,5.550119465196299e-13,3.3888050452923806e-05,0.00010047150323192794,0.00010082164059981037,0.00010096053220924068,0.0001020529735991588,0.00010235950504203934,0.00010281903602869814,0.00010326332499174924,0.00010445469149207348,0.00010415901017964809,0.00010505737085504376,0.00010603575884887169,0.0001067152033153459,0.00010700762574727245,0.00010746507688633164,0.00010820977331378656,0.00010886242738028359,0.00010919527532704179,0.00011007898363764958,0.00011039833343986126,0.00011141196971671758,0.00011190369352726391,0.00011284635171973921,0.00011762154235016478,0.00012291443022605626,0.0001287898597654821,0.0001343772379065153,0.00014063722109294778,0.0001471827888667855,0.00015345295383621625,0.00016019023568348515,0.00016800650929133182,0.000174793647583911,0.00018775752860626083,0.000203401691161185,0.00021986124000362,0.0002371663620567276,0.00025658264889016674,0.0002767448801349595,0.00029817473096525995,0.0003226096361191832,0.0003474397741733165,0.0003749415615735872,0.00040354285696726414,0.00043368993660467393,0.00046678875631026397,0.0005016434444352413,0.0005380202055895844,0.0005766793075010157,0.0006200017429859326,0.0006647913793082152,0.0007137397194231632,0.0007653474521903484,0.0008057280871432307,0.0007543548144940909,0.00014529691741281865,1.4289747899608097e-09,2.6817127395980233e-16,2.664790836367473e-16,2.501335029608504e-16,2.3159231350160807e-16,2.1442549041605815e-16,1.9853116163769484e-16,1.8381500360669445e-16,1.824047671881355e-16,1.7687118861983636e-16,1.7349827580133822e-16,1.701896840707366e-16,1.458941191310706e-16,1.2506688834500919e-16,1.1142195288524142e-16,8.509494368723034e-17,5.789821566278935e-17,4.595386446131003e-17,3.9393685503156784e-17,2.680328682597171e-17,1.8236836263903123e-17,1.2408261774107673e-17,8.442525817005208e-18,5.744256823377532e-18,2.659235210868386e-18,1.2310612314449401e-18,5.69905112141452e-19,2.6383077011553685e-19,1.2213730455587878e-19,1.7809655421960494e-20,2.5969444444448844e-21,3.7867772461771562e-22,5.521751011376963e-23,8.051630631673685e-24,1.174061463637352e-24,2.4963456714144224e-26,5.307848340442174e-28,1.1285796048689852e-29,2.399638441563992e-31,5.102222041108606e-33,2.306674229929901e-36,1.042828694115488e-39,4.714542062789793e-43,2.13140468385299e-46,9.63589804102491e-50,4.187525528984003e-58,1.8197941414812784e-66,7.90836496318632e-75,3.4367731922368285e-83,1.493533005368037e-91,6.490506638182319e-100,1.2257607268055387e-116,4.371780810318131e-150,1.5592277050793422e-183,5.5610822357347964e-217,1.9833882492548317e-250,7.07383413786995e-284,0.0,,,,,,,
As74,3.714587185801434e-14,2.3467678075564323e-10,5.2399604272882565e-09,9.361119422093602e-09,1.5169704947265983e-08,2.110617420483988e-08,2.351335279651291e-08,2.4622107064141062e-08,2.52793060433315e-08,2.5703558052862057e-08,2.6057287469514206e-08,2.629627370344521e-08,2.6532304390020394e-08,2.6800104952371492e-08,2.711609206158007e-08,2.7505736460413715e-08,2.790628021617601e-08,2.8180673137957498e-08,2.8469648942313152e-08,2.897175397304929e-08,2.8907558638628363e-08,2.91775877426731e-08,2.9688041010512844e-08,3.005698162935788e-08,3.2602143308601306e-08,3.5698301445975526e-08,3.810730808897119e-08,4.0834792064691315e-08,4.1821260414705185e-08,4.346232836932877e-08,4.7267210205497714e-08,5.018177993411236e-08,5.2990232849776905e-08,5.6486196564974056e-08,5.979992947098613e-08,6.771604108573528e-08,6.823016656364175e-08,7.282748470008736e-08,7.824569506690506e-08,8.331289075275435e-08,9.449841356690782e-08,9.278533508563779e-08,1.0187413541831278e-07,1.0647595321064945e-07,1.0965918178870227e-07,1.1265454962277481e-07,1.1994225185799036e-07,1.3055747807400443e-07,1.2369877000469292e-07,1.387412190394415e-07,1.5798630991806863e-07,1.4377398565471496e-07,1.6112114655248818e-07,1.6443551850813147e-07,1.841678552576632e-07,1.838806930637254e-07,1.7684603167126562e-07,1.3458993204766856e-07,4.176399912897816e-08,1.2959600725530122e-08,1.0727217455046827e-13,7.034931541375353e-20,4.6135227043338807e-26,3.0255577723693356e-32,1.9841670804649205e-38,4.778103127133681e-39,1.6068104055859932e-41,4.572543370922406e-43,1.3012209039137193e-44,5.596243708624017e-57,2.406812239608264e-69,1.2782076368051547e-78,2.919484717698962e-100,3.541361121379482e-131,9.988232088317204e-150,4.295702864185726e-162,5.210726256247676e-193,6.320657937978654e-224,7.667015132974733e-255,9.300158607281678e-286,1.836659e-316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
