,#packages per GWe.y,Area per package (m2),Total area (m2),Required st (y)
3.0,73.68378552971576,22.967606590909096,1692.340198175432,1.0
5.0,73.68378552971576,22.967606590909096,1692.340198175432,1.0
10.0,73.68378552971576,22.967606590909096,1692.340198175432,1.0
20.0,73.68378552971576,22.967606590909096,1692.340198175432,1.0
50.0,73.68378552971576,22.967606590909096,1692.340198175432,1.0
100.0,73.68378552971576,22.967606590909096,1692.340198175432,1.0
