,#packages per GWe.y,Area per package (m2),Total area (m2),Required st (y)
3.0,17.003950506857485,0.0,0.0,4.0
5.0,17.003950506857485,125.99393112799869,2142.3945690649007,4.0
10.0,17.003950506857485,106.24677761397314,1806.6149480610932,4.0
20.0,17.003950506857485,81.72724542601354,1389.686036285729,4.0
50.0,17.003950506857485,48.638682922467176,827.0497571323663,4.0
100.0,17.003950506857485,36.38951607854019,618.765530367992,4.0
