,#packages per GWe.y,Area per package (m2),Total area (m2),Required st (y)
3.0,15.789382613510522,0.0,0.0,10.0
5.0,15.789382613510522,0.0,0.0,10.0
10.0,15.789382613510522,214.5156573836551,3387.069791019264,10.0
20.0,15.789382613510522,127.48111931148053,2012.848168807551,10.0
50.0,15.789382613510522,59.399097464332876,937.8750767615544,10.0
100.0,15.789382613510522,43.738897658816015,690.6101902282256,10.0
