,#packages per GWe.y,Area per package (m2),Total area (m2),Required st (y)
3.0,11.634281925744595,0.0,0.0,10.0
5.0,11.634281925744595,0.0,0.0,10.0
10.0,11.634281925744595,371.56232454332076,4322.860836722004,10.0
20.0,11.634281925744595,175.31661568329378,2039.6829331268561,10.0
50.0,11.634281925744595,80.31408117846746,934.3966630374282,10.0
100.0,11.634281925744595,56.10714987651401,652.76639971337,10.0
