isotope,ST1-DF-charged (g),ST1-DF-discharged (g),ST1-BB-charged (g),ST1-BB-discharged (g),ST2-charged (g),ST2-discharged (g)
XE130,0.000E+00,3.399E+01,0.000E+00,2.445E+00,0.000E+00,3.253E+01
XE131,0.000E+00,1.620E+03,0.000E+00,2.356E+02,0.000E+00,6.062E+02
XE131M,0.000E+00,1.118E-01,0.000E+00,2.561E-02,0.000E+00,1.270E-01
XE132,0.000E+00,2.302E+03,0.000E+00,3.284E+02,0.000E+00,1.838E+03
XE133,0.000E+00,3.479E-01,0.000E+00,7.986E-02,0.000E+00,9.637E+00
XE133M,0.000E+00,1.380E-05,0.000E+00,3.202E-06,0.000E+00,1.297E-01
XE134,0.000E+00,3.142E+03,0.000E+00,4.518E+02,0.000E+00,2.143E+03
XE134M,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,5.964E-08
XE135,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.913E-01
XE135M,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,4.224E-03
XE136,0.000E+00,3.016E+03,0.000E+00,4.253E+02,0.000E+00,3.525E+03
XE137,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,4.386E-03
XE138,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.427E-02
XE139,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,5.085E-04
XE140,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.064E-04
XE141,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,4.929E-06
XE142,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.147E-06
XE143,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,5.320E-08
XE144,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,3.102E-08
XE145,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,3.422E-09
XE146,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,2.138E-10
XE147,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,5.309E-12
CS132,0.000E+00,1.163E-04,0.000E+00,9.999E-06,0.000E+00,2.314E-03
CS133,0.000E+00,2.763E+03,0.000E+00,4.105E+02,0.000E+00,1.551E+03
CS134,0.000E+00,1.436E+02,0.000E+00,1.024E+01,0.000E+00,2.070E+02
CS134M,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,7.506E-03
CS135,0.000E+00,3.162E+03,0.000E+00,4.434E+02,0.000E+00,6.012E+02
CS135M,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.543E-03
CS136,0.000E+00,3.851E-01,0.000E+00,5.716E-02,0.000E+00,9.888E-01
CS137,0.000E+00,2.691E+03,0.000E+00,3.827E+02,0.000E+00,1.799E+03
CS138,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,3.664E-02
CS138M,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.797E-04
CS139,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.021E-02
CS140,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.039E-03
CS141,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,2.940E-04
CS142,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.165E-05
CS143,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,5.197E-06
CS144,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.107E-06
CS145,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.504E-07
CS146,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,7.689E-09
CS147,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,3.625E-09
CS148,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,8.641E-11
CS150,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,5.108E-14
BA132,0.000E+00,4.112E-03,0.000E+00,2.748E-04,0.000E+00,3.751E-03
BA134,0.000E+00,5.126E+01,0.000E+00,3.084E+00,0.000E+00,1.091E+02
BA135,0.000E+00,4.252E-01,0.000E+00,1.321E-02,0.000E+00,1.038E+00
BA135M,0.000E+00,3.280E-13,0.000E+00,1.206E-14,0.000E+00,2.762E-04
BA136,0.000E+00,8.187E+01,0.000E+00,8.166E+00,0.000E+00,4.945E+01
BA136M,0.000E+00,1.726E-08,0.000E+00,2.563E-09,0.000E+00,4.434E-08
BA137,0.000E+00,9.131E+01,0.000E+00,1.023E+01,0.000E+00,8.609E+01
BA137M,0.000E+00,4.118E-04,0.000E+00,5.853E-05,0.000E+00,2.757E-04
BA138,0.000E+00,2.795E+03,0.000E+00,3.957E+02,0.000E+00,1.738E+03
BA139,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,9.381E-02
BA140,0.000E+00,7.845E+00,0.000E+00,1.796E+00,0.000E+00,2.014E+01
BA141,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.869E-02
BA142,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.019E-02
BA143,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.831E-04
BA144,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.067E-04
BA145,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,3.292E-05
BA146,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,4.495E-06
BA147,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.073E-06
BA148,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,5.197E-07
BA149,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,9.509E-09
BA150,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.406E-09
BA152,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.545E-12
LA138,0.000E+00,4.605E-03,0.000E+00,5.209E-04,0.000E+00,1.192E-01
LA139,0.000E+00,2.599E+03,0.000E+00,3.757E+02,0.000E+00,1.675E+03
LA140,0.000E+00,1.183E+00,0.000E+00,2.709E-01,0.000E+00,2.750E+00
LA141,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,2.426E-01
LA142,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,9.078E-02
LA143,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.260E-02
LA144,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,5.208E-04
LA145,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,2.860E-04
LA146,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,5.562E-05
LA147,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,3.385E-05
LA148,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.719E-06
LA149,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.001E-06
LA150,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,4.541E-08
LA151,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,8.632E-09
LA152,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,3.033E-10
LA153,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,4.246E-11
LA154,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,7.842E-13
CE140,0.000E+00,2.538E+03,0.000E+00,3.632E+02,0.000E+00,1.685E+03
CE141,0.000E+00,6.214E+01,0.000E+00,1.387E+01,0.000E+00,4.863E+01
CE142,0.000E+00,2.228E+03,0.000E+00,3.234E+02,0.000E+00,1.489E+03
CE143,0.000E+00,2.258E-07,0.000E+00,5.223E-08,0.000E+00,1.794E+00
CE144,0.000E+00,6.150E+02,0.000E+00,1.119E+02,0.000E+00,3.212E+02
CE145,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.924E-03
CE146,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,7.638E-03
CE147,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,5.028E-04
CE148,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,2.378E-04
CE149,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,3.246E-06
CE150,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.637E-06
CE151,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,5.130E-07
CE152,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.595E-06
CE153,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,3.340E-08
CE154,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,7.919E-09
CE155,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.711E-10
CE156,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,2.590E-11
CE157,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,6.014E-13
PR140,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,7.561E-08
PR141,0.000E+00,2.399E+03,0.000E+00,3.383E+02,0.000E+00,1.470E+03
PR142,0.000E+00,3.224E-14,0.000E+00,2.616E-15,0.000E+00,7.801E-02
PR142M,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.991E-04
PR143,0.000E+00,8.488E+00,0.000E+00,1.946E+00,0.000E+00,1.761E+01
PR144,0.000E+00,2.597E-02,0.000E+00,4.725E-03,0.000E+00,1.365E-02
PR144M,0.000E+00,1.298E-04,0.000E+00,2.363E-05,0.000E+00,6.786E-05
PR145,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,2.303E-01
PR146,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.308E-02
PR147,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,5.329E-03
PR148,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,8.552E-04
PR149,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,6.368E-04
PR150,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,4.208E-05
PR151,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,7.938E-06
PR152,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,7.666E-06
PR153,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,2.346E-06
PR154,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.007E-07
PR155,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,2.896E-08
PR156,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.472E-09
PR157,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,2.746E-10
PR158,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,7.250E-12
PR159,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,3.207E-13
ND142,0.000E+00,4.755E+01,0.000E+00,3.020E+00,0.000E+00,4.655E+01
ND143,0.000E+00,1.983E+03,0.000E+00,2.929E+02,0.000E+00,8.760E+02
ND144,0.000E+00,1.202E+03,0.000E+00,1.531E+02,0.000E+00,1.350E+03
ND145,0.000E+00,1.427E+03,0.000E+00,2.184E+02,0.000E+00,8.294E+02
ND146,0.000E+00,1.285E+03,0.000E+00,1.927E+02,0.000E+00,9.564E+02
ND147,0.000E+00,2.250E+00,0.000E+00,5.092E-01,0.000E+00,7.106E+00
ND148,0.000E+00,8.308E+02,0.000E+00,1.264E+02,0.000E+00,5.553E+02
ND149,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,3.061E-02
ND150,0.000E+00,5.009E+02,0.000E+00,7.653E+01,0.000E+00,3.337E+02
ND151,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,2.225E-03
ND152,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.500E-03
ND153,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,8.993E-05
ND154,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,3.040E-05
ND155,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,8.038E-06
ND156,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,7.003E-06
ND157,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.417E-07
ND158,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,4.112E-08
ND159,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,6.873E-10
ND160,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,6.537E-11
ND161,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.049E-12
PM146,0.000E+00,1.509E-01,0.000E+00,1.205E-02,0.000E+00,1.048E-02
PM147,0.000E+00,5.412E+02,0.000E+00,1.001E+02,0.000E+00,1.396E+02
PM148,0.000E+00,8.037E-02,0.000E+00,8.549E-03,0.000E+00,1.502E+00
PM148M,0.000E+00,8.245E+00,0.000E+00,8.727E-01,0.000E+00,1.415E+00
PM149,0.000E+00,7.474E-05,0.000E+00,1.666E-05,0.000E+00,1.376E+00
PM150,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,7.273E-04
PM151,0.000E+00,2.697E-09,0.000E+00,5.985E-10,0.000E+00,3.063E-01
PM152,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,5.489E-04
PM152M,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.938E-05
PM153,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,4.913E-04
PM154,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.572E-04
PM154M,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.730E-05
PM155,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,2.270E-05
PM156,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,4.897E-06
PM157,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.297E-05
PM158,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,2.467E-07
PM159,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,6.421E-08
PM160,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,2.314E-09
PM161,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,3.047E-10
PM162,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,3.952E-12
SM146,0.000E+00,9.802E-02,0.000E+00,6.612E-03,0.000E+00,1.146E-02
SM147,0.000E+00,2.260E+02,0.000E+00,3.195E+01,0.000E+00,8.692E+01
SM148,0.000E+00,2.455E+02,0.000E+00,1.946E+01,0.000E+00,2.814E+02
SM149,0.000E+00,5.879E+02,0.000E+00,9.371E+01,0.000E+00,2.762E+00
SM150,0.000E+00,1.129E+02,0.000E+00,8.428E+00,0.000E+00,4.696E+02
SM151,0.000E+00,3.246E+02,0.000E+00,5.280E+01,0.000E+00,2.140E+01
SM152,0.000E+00,3.978E+02,0.000E+00,5.068E+01,0.000E+00,2.091E+02
SM153,0.000E+00,5.506E-06,0.000E+00,1.087E-06,0.000E+00,1.477E+00
SM154,0.000E+00,1.494E+02,0.000E+00,2.055E+01,0.000E+00,9.911E+01
SM155,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.008E-03
SM156,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.668E-02
SM157,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.638E-04
SM158,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,5.151E-04
SM159,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.554E-05
SM160,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.191E-05
SM161,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.193E-07
SM162,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,2.123E-08
SM163,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,2.830E-10
SM164,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,3.598E-11
SM165,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,4.447E-13
EU150,0.000E+00,1.910E-04,0.000E+00,1.370E-05,0.000E+00,5.877E-07
EU151,0.000E+00,2.534E+00,0.000E+00,3.876E-01,0.000E+00,1.840E-02
EU152,0.000E+00,6.104E-01,0.000E+00,5.075E-02,0.000E+00,6.707E-02
EU152M,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,6.727E-05
EU153,0.000E+00,1.768E+02,0.000E+00,2.721E+01,0.000E+00,2.296E+02
EU154,0.000E+00,4.076E+01,0.000E+00,3.190E+00,0.000E+00,9.548E+01
EU155,0.000E+00,7.562E+01,0.000E+00,1.097E+01,0.000E+00,3.636E+01
EU156,0.000E+00,6.294E-01,0.000E+00,1.013E-01,0.000E+00,7.506E+00
EU157,0.000E+00,7.548E-18,0.000E+00,1.652E-18,0.000E+00,3.150E-02
EU158,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,5.738E-04
EU159,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.253E-04
EU160,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,2.663E-06
EU161,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,9.514E-07
EU162,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.666E-06
EU163,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,2.047E-08
EU164,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,5.500E-10
EU165,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,9.244E-11
GD152,0.000E+00,2.469E-01,0.000E+00,2.072E-02,0.000E+00,2.185E-02
GD153,0.000E+00,5.567E-02,0.000E+00,2.432E-03,0.000E+00,2.515E-02
GD154,0.000E+00,3.292E+00,0.000E+00,2.205E-01,0.000E+00,1.096E+01
GD155,0.000E+00,1.422E+01,0.000E+00,1.674E+00,0.000E+00,2.985E-01
GD155M,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,9.482E-13
GD156,0.000E+00,9.526E+01,0.000E+00,1.075E+01,0.000E+00,2.344E+02
GD157,0.000E+00,3.927E+01,0.000E+00,5.776E+00,0.000E+00,2.266E-01
GD158,0.000E+00,4.817E+01,0.000E+00,4.977E+00,0.000E+00,6.745E+01
GD159,0.000E+00,3.248E-15,0.000E+00,5.998E-16,0.000E+00,1.194E-02
GD160,0.000E+00,1.124E+01,0.000E+00,1.367E+00,0.000E+00,4.660E+00
GD161,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,5.932E-06
GD162,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,6.736E-06
GD163,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,4.082E-07
GD164,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,2.174E-06
GD165,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,5.352E-08
TB159,0.000E+00,1.763E+01,0.000E+00,2.205E+00,0.000E+00,9.443E+00
TB160,0.000E+00,4.541E-01,0.000E+00,3.111E-02,0.000E+00,3.070E-01
TB161,0.000E+00,2.174E-03,0.000E+00,4.195E-04,0.000E+00,2.123E-02
TB162,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,4.980E-06
TB162M,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,2.700E-06
TB163,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,5.555E-06
TB164,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,3.753E-07
TB165,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,2.926E-08
DY160,0.000E+00,2.313E+00,0.000E+00,1.299E-01,0.000E+00,1.191E+00
DY161,0.000E+00,4.777E+00,0.000E+00,6.049E-01,0.000E+00,1.443E+00
DY162,0.000E+00,3.799E+00,0.000E+00,4.293E-01,0.000E+00,1.247E+00
DY163,0.000E+00,1.564E+00,0.000E+00,1.873E-01,0.000E+00,1.293E+00
DY164,0.000E+00,8.969E-01,0.000E+00,1.125E-01,0.000E+00,2.029E-01
DY165,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,2.248E-04
DY165M,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,8.296E-07
DY166,0.000E+00,1.691E-06,0.000E+00,3.666E-07,0.000E+00,2.077E-04
HO165,0.000E+00,4.272E-01,0.000E+00,5.786E-02,0.000E+00,7.545E-01
HO166,0.000E+00,8.316E-07,0.000E+00,1.804E-07,0.000E+00,8.730E-04
HO166M,0.000E+00,4.171E-03,0.000E+00,2.854E-04,0.000E+00,1.103E-02
ER166,0.000E+00,3.640E-01,0.000E+00,4.259E-02,0.000E+00,2.732E-01
ER167,0.000E+00,1.296E-01,0.000E+00,1.702E-02,0.000E+00,1.134E-02
ER167M,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,5.672E-10
ER168,0.000E+00,2.363E-02,0.000E+00,1.410E-03,0.000E+00,3.885E-02
ER169,0.000E+00,5.156E-07,0.000E+00,1.776E-08,0.000E+00,1.418E-05
ER170,0.000E+00,2.098E-08,0.000E+00,3.267E-10,0.000E+00,1.581E-07
ER171,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.640E-12
ER172,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,2.748E-15
TM169,0.000E+00,1.129E-04,0.000E+00,3.636E-06,0.000E+00,3.260E-04
TM170,0.000E+00,9.339E-06,0.000E+00,1.629E-07,0.000E+00,5.471E-05
TM170M,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.978E-18
TM171,0.000E+00,5.026E-07,0.000E+00,4.512E-09,0.000E+00,6.869E-06
TM172,0.000E+00,2.397E-14,0.000E+00,1.219E-16,0.000E+00,2.233E-09
YB170,0.000E+00,1.400E-05,0.000E+00,2.206E-07,0.000E+00,1.025E-04
YB171,0.000E+00,4.625E-07,0.000E+00,3.780E-09,0.000E+00,7.823E-06
YB172,0.000E+00,1.933E-08,0.000E+00,8.448E-11,0.000E+00,7.392E-07
TL207,0.000E+00,1.011E-15,0.000E+00,8.073E-18,0.000E+00,2.449E-16
TL208,0.000E+00,6.476E-11,0.000E+00,1.073E-15,0.000E+00,1.266E-13
TL209,0.000E+00,1.424E-16,0.000E+00,0.000E+00,0.000E+00,1.116E-18
PB206,0.000E+00,1.621E-10,0.000E+00,1.846E-15,0.000E+00,3.388E-14
PB207,0.000E+00,1.202E-10,0.000E+00,5.502E-13,0.000E+00,1.909E-11
PB208,0.000E+00,2.743E-05,0.000E+00,2.689E-10,0.000E+00,3.278E-08
PB209,0.000E+00,5.933E-13,0.000E+00,2.761E-16,0.000E+00,4.658E-15
PB210,0.000E+00,8.059E-09,0.000E+00,1.719E-13,0.000E+00,2.526E-12
PB211,0.000E+00,7.817E-15,0.000E+00,6.247E-17,0.000E+00,1.895E-15
PB212,0.000E+00,3.819E-08,0.000E+00,6.331E-13,0.000E+00,7.469E-11
PB214,0.000E+00,1.795E-15,0.000E+00,8.885E-18,0.000E+00,7.712E-17
BI208,0.000E+00,2.725E-14,0.000E+00,6.444E-18,0.000E+00,2.458E-17
BI209,0.000E+00,1.117E-09,0.000E+00,4.623E-13,0.000E+00,6.432E-12
BI210,0.000E+00,4.939E-12,0.000E+00,1.040E-16,0.000E+00,1.560E-15
BI210M,0.000E+00,8.762E-15,0.000E+00,2.072E-18,0.000E+00,1.248E-16
BI211,0.000E+00,4.613E-16,0.000E+00,3.686E-18,0.000E+00,1.118E-16
BI212,0.000E+00,3.622E-09,0.000E+00,6.005E-14,0.000E+00,7.086E-12
BI213,0.000E+00,1.394E-13,0.000E+00,6.487E-17,0.000E+00,1.093E-15
BI214,0.000E+00,1.333E-15,0.000E+00,6.595E-18,0.000E+00,5.727E-17
PO210,0.000E+00,1.009E-10,0.000E+00,1.708E-15,0.000E+00,2.606E-14
PO212,0.000E+00,1.917E-19,0.000E+00,0.000E+00,0.000E+00,0.000E+00
PO216,0.000E+00,1.525E-13,0.000E+00,2.526E-18,0.000E+00,2.981E-16
PO218,0.000E+00,2.082E-16,0.000E+00,1.030E-18,0.000E+00,8.943E-18
AT217,0.000E+00,1.675E-18,0.000E+00,0.000E+00,0.000E+00,0.000E+00
RN218,0.000E+00,2.482E-18,0.000E+00,0.000E+00,0.000E+00,0.000E+00
RN219,0.000E+00,1.483E-17,0.000E+00,1.185E-19,0.000E+00,3.595E-18
RN220,0.000E+00,5.755E-11,0.000E+00,9.536E-16,0.000E+00,1.125E-13
RN222,0.000E+00,3.825E-13,0.000E+00,1.893E-15,0.000E+00,1.644E-14
FR221,0.000E+00,1.521E-14,0.000E+00,7.079E-18,0.000E+00,1.192E-16
FR223,0.000E+00,4.679E-17,0.000E+00,5.991E-19,0.000E+00,1.777E-17
RA222,0.000E+00,2.745E-15,0.000E+00,0.000E+00,0.000E+00,3.020E-18
RA223,0.000E+00,3.769E-12,0.000E+00,3.010E-14,0.000E+00,9.135E-13
RA224,0.000E+00,3.332E-07,0.000E+00,5.522E-12,0.000E+00,6.515E-10
RA225,0.000E+00,6.602E-11,0.000E+00,3.244E-14,0.000E+00,5.382E-13
RA226,0.000E+00,6.019E-08,0.000E+00,2.978E-10,0.000E+00,2.556E-09
RA228,0.000E+00,2.194E-15,0.000E+00,1.417E-15,0.000E+00,3.189E-17
AC225,0.000E+00,4.645E-11,0.000E+00,2.161E-14,0.000E+00,3.641E-13
AC227,0.000E+00,1.813E-09,0.000E+00,2.321E-11,0.000E+00,6.887E-10
AC228,0.000E+00,2.290E-19,0.000E+00,1.480E-19,0.000E+00,2.652E-13
TH226,0.000E+00,1.368E-13,0.000E+00,2.287E-18,0.000E+00,1.504E-16
TH227,0.000E+00,5.374E-12,0.000E+00,5.109E-14,0.000E+00,1.499E-12
TH228,0.000E+00,6.518E-05,0.000E+00,1.088E-09,0.000E+00,1.260E-07
TH229,0.000E+00,1.168E-05,0.000E+00,6.052E-09,0.000E+00,3.621E-08
TH230,0.000E+00,5.013E-03,0.000E+00,2.462E-05,0.000E+00,1.999E-04
TH231,0.000E+00,1.145E-09,0.000E+00,9.102E-10,0.000E+00,1.859E-07
TH232,0.000E+00,3.573E-05,0.000E+00,2.326E-05,0.000E+00,5.423E-07
TH233,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,9.141E-13
TH234,0.000E+00,1.078E-05,0.000E+00,1.374E-05,0.000E+00,1.261E-05
PA231,0.000E+00,8.845E-05,0.000E+00,8.425E-07,0.000E+00,3.826E-05
PA232,0.000E+00,3.326E-15,0.000E+00,1.602E-17,0.000E+00,1.205E-07
PA233,0.000E+00,4.585E-05,0.000E+00,5.018E-06,0.000E+00,4.968E-06
PA234,0.000E+00,1.623E-10,0.000E+00,2.068E-10,0.000E+00,8.194E-10
PA234M,0.000E+00,3.634E-10,0.000E+00,4.633E-10,0.000E+00,4.269E-10
