isotope,ST1-DF-charged (g),ST1-DF-discharged (g),ST1-BB-charged (g),ST1-BB-discharged (g),ST2-charged (g),ST2-discharged (g)
TC98,0.000E+00,1.064E-01,0.000E+00,7.217E-03,0.000E+00,1.286E-02
TC99,0.000E+00,1.808E+03,0.000E+00,2.696E+02,0.000E+00,1.076E+03
TC99M,0.000E+00,1.639E-04,0.000E+00,3.757E-05,0.000E+00,2.689E-01
TC100,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,7.195E-05
TC101,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.223E-02
TC102,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,7.821E-05
TC102M,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,5.578E-06
TC103,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,7.997E-04
TC104,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.653E-02
TC105,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,6.405E-03
TC106,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,3.874E-04
TC107,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.854E-04
TC108,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.893E-05
TC109,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,7.958E-05
TC110,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,2.974E-07
TC111,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.306E-07
TC112,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.017E-08
TC113,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,3.351E-09
TC114,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,2.748E-10
TC115,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,7.412E-11
TC116,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,2.199E-12
TC117,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.186E-13
RU99,0.000E+00,8.185E-03,0.000E+00,9.867E-04,0.000E+00,7.159E-03
RU100,0.000E+00,1.160E+02,0.000E+00,7.939E+00,0.000E+00,2.032E+02
RU101,0.000E+00,1.999E+03,0.000E+00,2.970E+02,0.000E+00,1.230E+03
RU102,0.000E+00,2.264E+03,0.000E+00,3.185E+02,0.000E+00,1.406E+03
RU103,0.000E+00,7.757E+01,0.000E+00,1.658E+01,0.000E+00,5.530E+01
RU104,0.000E+00,2.114E+03,0.000E+00,2.916E+02,0.000E+00,1.366E+03
RU105,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,2.179E-01
RU106,0.000E+00,6.400E+02,0.000E+00,1.007E+02,0.000E+00,3.522E+02
RU107,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,2.332E-03
RU108,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.784E-03
RU109,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.415E-04
RU110,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,2.821E-05
RU111,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.118E-05
RU112,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.927E-07
RU113,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,3.609E-07
RU114,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,2.611E-07
RU115,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.665E-08
RU116,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,7.109E-09
RU117,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,2.208E-10
RU118,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,3.038E-09
RU120,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,3.111E-13
RH102,0.000E+00,3.292E-02,0.000E+00,2.139E-03,0.000E+00,2.721E-03
RH103,0.000E+00,1.965E+03,0.000E+00,2.803E+02,0.000E+00,7.572E+02
RH103M,0.000E+00,6.937E-02,0.000E+00,1.483E-02,0.000E+00,4.943E-02
RH104,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,5.512E-04
RH104M,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,2.371E-04
RH105,0.000E+00,7.202E-07,0.000E+00,1.590E-07,0.000E+00,1.614E+00
RH105M,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.718E-04
RH106,0.000E+00,6.015E-04,0.000E+00,9.469E-05,0.000E+00,3.511E-04
RH106M,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,2.405E-03
RH107,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.211E-02
RH108,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.120E-04
RH108M,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,2.112E-05
RH109,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,3.806E-04
RH109M,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.057E-04
RH110,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,5.535E-05
RH110M,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,4.363E-07
RH111,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,6.446E-05
RH112,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,2.232E-06
RH113,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,2.784E-07
RH114,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,2.691E-07
RH115,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,6.453E-07
RH116,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,4.059E-08
RH117,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,2.305E-08
RH118,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.150E-08
RH119,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.668E-09
RH120,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,8.011E-11
RH121,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.726E-11
RH122,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,9.978E-13
RH123,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.078E-13
PD104,0.000E+00,2.040E+02,0.000E+00,1.302E+01,0.000E+00,6.512E+02
PD105,0.000E+00,1.550E+03,0.000E+00,2.216E+02,0.000E+00,1.070E+03
PD106,0.000E+00,1.023E+03,0.000E+00,1.032E+02,0.000E+00,8.406E+02
PD107,0.000E+00,9.870E+02,0.000E+00,1.251E+02,0.000E+00,7.780E+02
PD107M,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,5.519E-08
PD108,0.000E+00,8.133E+02,0.000E+00,9.469E+01,0.000E+00,5.521E+02
PD109,0.000E+00,7.013E-19,0.000E+00,1.425E-19,0.000E+00,2.912E-01
PD109M,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,6.030E-04
PD110,0.000E+00,2.419E+02,0.000E+00,3.277E+01,0.000E+00,1.780E+02
PD111,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.404E-03
PD111M,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,3.605E-04
PD112,0.000E+00,1.242E-13,0.000E+00,2.983E-14,0.000E+00,3.712E-02
PD113,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,3.451E-05
PD114,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,3.502E-05
PD115,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,8.187E-06
PD116,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,2.170E-06
PD117,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,6.375E-07
PD118,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,3.321E-07
PD119,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.487E-07
PD120,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.233E-07
PD121,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,7.033E-09
PD122,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,4.367E-09
PD123,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,2.392E-10
PD124,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,8.500E-11
PD126,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,7.415E-13
AG106,0.000E+00,1.074E-11,0.000E+00,6.042E-13,0.000E+00,2.298E-11
AG107,0.000E+00,1.443E-04,0.000E+00,1.418E-05,0.000E+00,1.568E-04
AG108,0.000E+00,3.010E-14,0.000E+00,3.424E-15,0.000E+00,7.220E-09
AG108M,0.000E+00,9.534E-06,0.000E+00,1.084E-06,0.000E+00,4.468E-06
AG109,0.000E+00,5.336E+02,0.000E+00,6.696E+01,0.000E+00,2.369E+02
AG109M,0.000E+00,3.527E-10,0.000E+00,9.824E-12,0.000E+00,2.380E-04
AG110,0.000E+00,5.725E-08,0.000E+00,3.551E-09,0.000E+00,1.030E-04
AG110M,0.000E+00,3.779E+00,0.000E+00,2.344E-01,0.000E+00,3.351E+00
AG111,0.000E+00,8.079E-02,0.000E+00,1.754E-02,0.000E+00,7.001E-01
AG111M,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,6.960E-05
AG112,0.000E+00,2.290E-14,0.000E+00,5.502E-15,0.000E+00,5.795E-03
AG113,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,6.597E-03
AG113M,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,2.570E-06
AG114,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.117E-06
AG115,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.946E-04
AG115M,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.072E-06
AG116,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.418E-05
AG116M,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,9.171E-07
AG117,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,6.193E-06
AG117M,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,4.484E-07
AG118,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,4.112E-07
AG118M,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,2.207E-07
AG119,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,9.735E-07
AG120,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.231E-07
AG121,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,2.160E-07
AG122,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,4.397E-09
AG123,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.955E-08
AG124,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,2.887E-09
AG125,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.379E-09
AG126,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.836E-10
AG128,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,6.033E-12
CD108,0.000E+00,2.504E-02,0.000E+00,1.380E-03,0.000E+00,2.380E-03
CD109,0.000E+00,3.571E-04,0.000E+00,9.945E-06,0.000E+00,3.760E-06
CD110,0.000E+00,4.066E+01,0.000E+00,2.218E+00,0.000E+00,2.020E+02
CD111,0.000E+00,1.435E+02,0.000E+00,2.157E+01,0.000E+00,9.116E+01
CD111M,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,4.068E-06
CD112,0.000E+00,9.442E+01,0.000E+00,1.573E+01,0.000E+00,4.840E+01
CD113,0.000E+00,6.510E+01,0.000E+00,1.245E+01,0.000E+00,2.565E-01
CD113M,0.000E+00,1.270E+00,0.000E+00,2.161E-01,0.000E+00,7.481E-01
CD114,0.000E+00,5.116E+01,0.000E+00,1.008E+01,0.000E+00,5.352E+01
CD115,0.000E+00,5.360E-06,0.000E+00,1.391E-06,0.000E+00,4.256E-02
CD115M,0.000E+00,1.849E-01,0.000E+00,4.877E-02,0.000E+00,8.289E-02
CD116,0.000E+00,3.769E+01,0.000E+00,8.515E+00,0.000E+00,1.553E+01
CD117,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.058E-03
CD117M,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,7.531E-04
CD118,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,5.226E-04
CD119,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,4.954E-05
CD119M,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.687E-05
CD120,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,8.742E-06
CD121,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,2.170E-06
CD122,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,8.785E-07
CD123,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.270E-06
CD124,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,2.360E-06
CD125,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.737E-07
CD126,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,3.001E-07
CD127,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,3.541E-08
CD128,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,2.663E-08
CD129,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,2.723E-09
CD130,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,2.830E-09
CD131,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.047E-10
CD132,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.123E-11
IN113,0.000E+00,7.596E-02,0.000E+00,1.241E-02,0.000E+00,5.535E-02
IN113M,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,3.509E-13
IN114,0.000E+00,4.060E-09,0.000E+00,3.676E-10,0.000E+00,2.001E-08
IN114M,0.000E+00,2.524E-04,0.000E+00,2.284E-05,0.000E+00,4.795E-04
IN115,0.000E+00,2.864E+01,0.000E+00,7.945E+00,0.000E+00,3.182E+00
IN115M,0.000E+00,5.210E-07,0.000E+00,1.354E-07,0.000E+00,3.426E-03
IN116,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.868E-06
IN116M,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,3.372E-04
IN117,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,2.759E-04
IN117M,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,9.235E-04
IN118,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,8.662E-07
IN118M,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,2.428E-08
IN119,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,7.586E-06
IN119M,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.424E-04
IN120,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,3.915E-06
IN120M,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,2.716E-07
IN121,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,4.064E-06
IN121M,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,7.202E-06
IN122,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.738E-06
IN122M,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,2.121E-08
IN123,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,8.616E-07
IN123M,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,3.011E-06
IN124,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,7.431E-07
IN125,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,3.783E-07
IN125M,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.440E-06
IN126,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,5.352E-07
IN127,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,4.584E-07
IN127M,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,8.342E-07
IN128,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.313E-06
IN129,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,2.520E-07
IN130,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.463E-07
IN131,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,2.992E-08
IN132,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,2.661E-09
IN133,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,3.127E-10
IN134,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.282E-11
SN114,0.000E+00,5.729E-03,0.000E+00,4.954E-04,0.000E+00,7.323E-03
SN115,0.000E+00,1.725E+00,0.000E+00,3.760E-01,0.000E+00,6.323E-01
SN116,0.000E+00,2.088E+01,0.000E+00,2.812E+00,0.000E+00,1.626E+01
SN117,0.000E+00,3.817E+01,0.000E+00,8.798E+00,0.000E+00,1.533E+01
SN117M,0.000E+00,4.531E-04,0.000E+00,3.454E-05,0.000E+00,2.371E-03
SN118,0.000E+00,3.915E+01,0.000E+00,8.657E+00,0.000E+00,1.537E+01
SN119,0.000E+00,3.915E+01,0.000E+00,8.626E+00,0.000E+00,1.548E+01
SN119M,0.000E+00,2.009E-01,0.000E+00,4.562E-02,0.000E+00,7.166E-02
SN120,0.000E+00,3.925E+01,0.000E+00,8.758E+00,0.000E+00,1.565E+01
SN121,0.000E+00,7.508E-11,0.000E+00,2.075E-11,0.000E+00,1.757E-02
SN121M,0.000E+00,4.366E-02,0.000E+00,5.115E-03,0.000E+00,9.014E-03
SN122,0.000E+00,4.288E+01,0.000E+00,9.714E+00,0.000E+00,1.689E+01
SN123,0.000E+00,1.650E+00,0.000E+00,4.000E-01,0.000E+00,4.779E-01
SN123M,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,4.132E-04
SN124,0.000E+00,6.027E+01,0.000E+00,1.281E+01,0.000E+00,2.257E+01
SN125,0.000E+00,4.094E-02,0.000E+00,1.101E-02,0.000E+00,1.313E-01
SN125M,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.521E-04
SN126,0.000E+00,1.239E+02,0.000E+00,2.205E+01,0.000E+00,5.601E+01
SN127,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,6.592E-03
SN127M,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.016E-04
SN128,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,6.563E-03
SN129,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,6.037E-04
SN129M,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,2.022E-04
SN130,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,8.845E-04
SN131,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,2.062E-04
SN132,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,6.341E-05
SN133,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,6.716E-07
SN134,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,6.236E-08
SN135,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,2.200E-09
SN136,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,2.832E-10
SB121,0.000E+00,3.853E+01,0.000E+00,8.865E+00,0.000E+00,1.453E+01
SB122,0.000E+00,4.248E-06,0.000E+00,5.529E-07,0.000E+00,8.548E-03
SB122M,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,7.673E-08
SB123,0.000E+00,4.679E+01,0.000E+00,1.040E+01,0.000E+00,1.749E+01
SB124,0.000E+00,1.990E-01,0.000E+00,2.489E-02,0.000E+00,1.341E-01
SB125,0.000E+00,6.428E+01,0.000E+00,1.305E+01,0.000E+00,2.410E+01
SB126,0.000E+00,2.080E-02,0.000E+00,3.106E-03,0.000E+00,1.689E-02
SB126M,0.000E+00,4.475E-08,0.000E+00,7.966E-09,0.000E+00,7.648E-06
SB127,0.000E+00,3.555E-03,0.000E+00,8.657E-04,0.000E+00,4.566E-01
SB128,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,6.371E-03
SB128M,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.279E-03
SB129,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,6.014E-02
SB130,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,3.129E-03
SB130M,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.991E-03
SB131,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.230E-02
SB132,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,8.433E-04
SB132M,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,8.655E-04
SB133,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,7.668E-04
SB134,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.185E-05
SB134M,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.074E-05
SB135,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,8.098E-07
SB136,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,2.253E-08
SB137,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,4.434E-09
SB138,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,2.547E-10
SB139,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,2.494E-11
TE122,0.000E+00,2.471E+00,0.000E+00,2.954E-01,0.000E+00,1.494E+00
TE123,0.000E+00,9.017E-02,0.000E+00,5.833E-03,0.000E+00,2.103E-02
TE123M,0.000E+00,4.076E-03,0.000E+00,2.679E-04,0.000E+00,4.580E-03
TE124,0.000E+00,1.489E+00,0.000E+00,1.703E-01,0.000E+00,1.069E+00
TE125,0.000E+00,2.443E+01,0.000E+00,4.239E+00,0.000E+00,1.400E+01
TE125M,0.000E+00,8.205E-01,0.000E+00,1.623E-01,0.000E+00,3.079E-01
TE126,0.000E+00,6.638E+00,0.000E+00,7.784E-01,0.000E+00,1.862E+00
TE127,0.000E+00,1.616E-02,0.000E+00,3.578E-03,0.000E+00,4.614E-02
TE127M,0.000E+00,4.519E+00,0.000E+00,9.978E-01,0.000E+00,1.806E+00
TE128,0.000E+00,3.561E+02,0.000E+00,5.766E+01,0.000E+00,2.127E+02
TE129,0.000E+00,2.134E-03,0.000E+00,4.850E-04,0.000E+00,1.591E-02
TE129M,0.000E+00,2.278E+00,0.000E+00,5.179E-01,0.000E+00,1.661E+00
TE130,0.000E+00,9.971E+02,0.000E+00,1.478E+02,0.000E+00,6.400E+02
TE131,0.000E+00,1.462E-11,0.000E+00,3.360E-12,0.000E+00,1.460E-02
TE131M,0.000E+00,4.677E-09,0.000E+00,1.074E-09,0.000E+00,1.808E-01
TE132,0.000E+00,9.287E-03,0.000E+00,2.154E-03,0.000E+00,4.340E+00
TE133,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,9.473E-03
TE133M,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,2.230E-02
TE134,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,3.904E-02
TE135,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.694E-04
TE136,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,8.952E-05
TE137,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,4.527E-06
TE138,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,5.030E-07
TE139,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,2.524E-08
TE140,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,5.450E-09
TE141,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,7.979E-11
TE142,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.912E-11
I127,0.000E+00,2.220E+02,0.000E+00,3.689E+01,0.000E+00,1.152E+02
I128,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,3.803E-04
I129,0.000E+00,5.808E+02,0.000E+00,8.882E+01,0.000E+00,3.408E+02
I130,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,3.040E-02
I130M,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,1.460E-04
I131,0.000E+00,1.199E+00,0.000E+00,2.764E-01,0.000E+00,7.684E+00
I132,0.000E+00,2.815E-04,0.000E+00,6.531E-05,0.000E+00,1.304E-01
I133,0.000E+00,1.066E-11,0.000E+00,2.480E-12,0.000E+00,1.586E+00
I133M,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,7.056E-06
I134,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,7.326E-02
I134M,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,6.307E-04
I135,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,4.863E-01
I136,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,8.061E-04
I136M,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,2.513E-04
I137,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,2.181E-04
I138,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,2.689E-05
I139,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,4.205E-06
I140,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,3.792E-07
I141,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,2.963E-08
I142,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,2.462E-09
I143,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,2.956E-10
I144,0.000E+00,0.000E+00,0.000E+00,0.000E+00,0.000E+00,9.756E-12
XE127,0.000E+00,4.132E-05,0.000E+00,1.824E-06,0.000E+00,6.455E-06
XE128,0.000E+00,1.466E+01,0.000E+00,1.151E+00,0.000E+00,1.036E+01
XE129,0.000E+00,2.443E-01,0.000E+00,9.955E-03,0.000E+00,8.093E-02
XE129M,0.000E+00,3.986E-06,0.000E+00,1.804E-07,0.000E+00,1.382E-04
