isotope,ST1-DF-charged (g),ST1-DF-discharged (g),ST1-BB-charged (g),ST1-BB-discharged (g)
I138,0.00E+00,2.71E-05,0.00E+00,7.24E-06
I139,0.00E+00,4.41E-06,0.00E+00,1.52E-06
I140,0.00E+00,4.40E-07,0.00E+00,6.21E-08
XE127,0.00E+00,2.16E-06,0.00E+00,2.67E-06
XE128,0.00E+00,5.36E+00,0.00E+00,6.39E+00
XE129,0.00E+00,3.13E-02,0.00E+00,3.82E-02
XE129M,0.00E+00,5.21E-05,0.00E+00,5.28E-05
XE130,0.00E+00,1.79E+01,0.00E+00,1.65E+01
XE131,0.00E+00,6.20E+02,0.00E+00,3.75E+02
XE131M,0.00E+00,1.02E-01,0.00E+00,6.10E-02
XE132,0.00E+00,1.70E+03,0.00E+00,9.14E+02
XE133,0.00E+00,8.45E+00,0.00E+00,4.25E+00
XE133M,0.00E+00,1.09E-01,0.00E+00,6.17E-02
XE134,0.00E+00,2.30E+03,0.00E+00,9.92E+02
XE134M,0.00E+00,0.00E+00,0.00E+00,5.39E-08
XE135,0.00E+00,2.17E-01,0.00E+00,1.11E-01
XE135M,0.00E+00,3.37E-03,0.00E+00,2.18E-03
XE136,0.00E+00,3.26E+03,0.00E+00,1.78E+03
XE137,0.00E+00,3.87E-03,0.00E+00,2.21E-03
XE138,0.00E+00,1.36E-02,0.00E+00,6.28E-03
XE139,0.00E+00,4.99E-04,0.00E+00,2.13E-04
XE140,0.00E+00,1.13E-04,0.00E+00,3.52E-05
XE141,0.00E+00,5.11E-06,0.00E+00,1.30E-06
XE142,0.00E+00,1.23E-06,0.00E+00,2.32E-07
CS132,0.00E+00,1.52E-03,0.00E+00,7.57E-04
CS133,0.00E+00,1.70E+03,0.00E+00,8.13E+02
CS134,0.00E+00,1.86E+02,0.00E+00,7.57E+01
CS134M,0.00E+00,6.13E-03,0.00E+00,2.29E-03
CS135,0.00E+00,8.58E+02,0.00E+00,3.48E+02
CS135M,0.00E+00,9.91E-04,0.00E+00,4.00E-04
CS136,0.00E+00,9.66E-01,0.00E+00,4.35E-01
CS137,0.00E+00,1.82E+03,0.00E+00,1.03E+03
CS138,0.00E+00,3.41E-02,0.00E+00,1.78E-02
CS138M,0.00E+00,1.40E-04,0.00E+00,1.95E-04
CS139,0.00E+00,9.47E-03,0.00E+00,5.39E-03
CS140,0.00E+00,9.72E-04,0.00E+00,5.07E-04
CS141,0.00E+00,2.83E-04,0.00E+00,1.33E-04
CS142,0.00E+00,1.19E-05,0.00E+00,4.42E-06
CS143,0.00E+00,5.86E-06,0.00E+00,1.44E-06
CS144,0.00E+00,1.03E-06,0.00E+00,2.32E-07
CS145,0.00E+00,1.38E-07,0.00E+00,0.00E+00
BA132,0.00E+00,2.49E-03,0.00E+00,1.47E-03
BA134,0.00E+00,9.85E+01,0.00E+00,4.75E+01
BA135,0.00E+00,7.36E-01,0.00E+00,3.36E-01
BA135M,0.00E+00,1.84E-04,0.00E+00,7.17E-05
BA136,0.00E+00,4.33E+01,0.00E+00,2.78E+01
BA137,0.00E+00,9.98E+01,0.00E+00,5.82E+01
BA137M,0.00E+00,2.80E-04,0.00E+00,1.59E-04
BA138,0.00E+00,1.99E+03,0.00E+00,9.85E+02
BA139,0.00E+00,8.58E-02,0.00E+00,5.14E-02
BA140,0.00E+00,1.85E+01,0.00E+00,1.16E+01
BA141,0.00E+00,1.72E-02,0.00E+00,1.16E-02
BA142,0.00E+00,9.66E-03,0.00E+00,6.31E-03
BA143,0.00E+00,1.81E-04,0.00E+00,9.88E-05
BA144,0.00E+00,1.11E-04,0.00E+00,4.60E-05
BA145,0.00E+00,3.24E-05,0.00E+00,8.13E-06
BA146,0.00E+00,4.33E-06,0.00E+00,7.10E-07
BA147,0.00E+00,9.91E-07,0.00E+00,1.21E-07
BA148,0.00E+00,4.43E-07,0.00E+00,4.07E-08
LA138,0.00E+00,8.25E-03,0.00E+00,8.60E-02
LA139,0.00E+00,1.90E+03,0.00E+00,1.05E+03
LA140,0.00E+00,2.52E+00,0.00E+00,1.56E+00
LA141,0.00E+00,2.23E-01,0.00E+00,1.54E-01
LA142,0.00E+00,8.58E-02,0.00E+00,5.99E-02
LA143,0.00E+00,1.24E-02,0.00E+00,8.10E-03
LA144,0.00E+00,5.25E-04,0.00E+00,2.93E-04
LA145,0.00E+00,2.78E-04,0.00E+00,1.25E-04
LA146,0.00E+00,5.27E-05,0.00E+00,1.69E-05
LA147,0.00E+00,3.14E-05,0.00E+00,6.85E-06
LA148,0.00E+00,1.54E-06,0.00E+00,2.40E-07
LA149,0.00E+00,8.45E-07,0.00E+00,8.60E-08
CE140,0.00E+00,1.88E+03,0.00E+00,1.08E+03
CE141,0.00E+00,4.43E+01,0.00E+00,3.06E+01
CE142,0.00E+00,1.73E+03,0.00E+00,1.11E+03
CE143,0.00E+00,1.76E+00,0.00E+00,1.17E+00
CE144,0.00E+00,3.52E+02,0.00E+00,1.94E+02
CE145,0.00E+00,1.85E-03,0.00E+00,1.04E-03
CE146,0.00E+00,7.10E-03,0.00E+00,3.68E-03
CE147,0.00E+00,4.55E-04,0.00E+00,1.97E-04
CE148,0.00E+00,2.07E-04,0.00E+00,7.03E-05
CE149,0.00E+00,2.73E-06,0.00E+00,6.39E-07
CE150,0.00E+00,1.29E-06,0.00E+00,1.84E-07
CE151,0.00E+00,3.91E-07,0.00E+00,3.10E-08
CE152,0.00E+00,1.21E-06,0.00E+00,5.46E-08
PR140,0.00E+00,0.00E+00,0.00E+00,3.41E-08
PR141,0.00E+00,1.68E+03,0.00E+00,1.06E+03
PR142,0.00E+00,6.59E-02,0.00E+00,3.48E-02
PR142M,0.00E+00,1.64E-04,0.00E+00,8.99E-05
PR143,0.00E+00,1.73E+01,0.00E+00,1.15E+01
PR144,0.00E+00,1.49E-02,0.00E+00,8.24E-03
PR144M,0.00E+00,7.42E-05,0.00E+00,4.14E-05
PR145,0.00E+00,2.21E-01,0.00E+00,1.25E-01
PR146,0.00E+00,1.21E-02,0.00E+00,6.46E-03
PR147,0.00E+00,4.81E-03,0.00E+00,2.28E-03
PR148,0.00E+00,7.42E-04,0.00E+00,3.10E-04
PR149,0.00E+00,5.24E-04,0.00E+00,1.73E-04
PR150,0.00E+00,3.21E-05,0.00E+00,8.10E-06
PR151,0.00E+00,5.87E-06,0.00E+00,9.96E-07
PR152,0.00E+00,5.56E-06,0.00E+00,6.10E-07
PR153,0.00E+00,1.68E-06,0.00E+00,1.02E-07
PR154,0.00E+00,6.91E-08,0.00E+00,0.00E+00
ND142,0.00E+00,4.06E+01,0.00E+00,2.55E+01
ND143,0.00E+00,1.22E+03,0.00E+00,7.10E+02
ND144,0.00E+00,1.63E+03,0.00E+00,9.06E+02
ND145,0.00E+00,1.02E+03,0.00E+00,5.32E+02
ND146,0.00E+00,1.07E+03,0.00E+00,5.21E+02
ND147,0.00E+00,6.40E+00,0.00E+00,3.05E+00
ND148,0.00E+00,5.77E+02,0.00E+00,2.34E+02
ND149,0.00E+00,2.52E-02,0.00E+00,8.88E-03
ND150,0.00E+00,2.85E+02,0.00E+00,8.99E+01
ND151,0.00E+00,1.61E-03,0.00E+00,4.25E-04
ND152,0.00E+00,1.05E-03,0.00E+00,2.28E-04
ND153,0.00E+00,6.25E-05,0.00E+00,9.31E-06
ND154,0.00E+00,1.98E-05,0.00E+00,1.45E-06
ND155,0.00E+00,5.15E-06,0.00E+00,2.06E-07
ND156,0.00E+00,4.29E-06,0.00E+00,7.85E-08
ND157,0.00E+00,8.70E-08,0.00E+00,0.00E+00
PM146,0.00E+00,7.87E-03,0.00E+00,4.35E-03
PM147,0.00E+00,1.71E+02,0.00E+00,8.38E+01
PM148,0.00E+00,1.44E+00,0.00E+00,5.89E-01
PM148M,0.00E+00,1.64E+00,0.00E+00,6.92E-01
PM149,0.00E+00,1.13E+00,0.00E+00,3.96E-01
PM150,0.00E+00,4.24E-04,0.00E+00,1.66E-04
PM151,0.00E+00,2.21E-01,0.00E+00,6.03E-02
PM152,0.00E+00,3.81E-04,0.00E+00,8.71E-05
PM152M,0.00E+00,1.21E-05,0.00E+00,9.67E-06
PM153,0.00E+00,3.38E-04,0.00E+00,6.31E-05
PM154,0.00E+00,1.01E-04,0.00E+00,9.85E-06
PM154M,0.00E+00,1.05E-05,0.00E+00,2.20E-06
PM155,0.00E+00,1.41E-05,0.00E+00,1.10E-06
PM156,0.00E+00,2.93E-06,0.00E+00,1.37E-07
PM157,0.00E+00,7.74E-06,0.00E+00,2.17E-07
PM158,0.00E+00,1.47E-07,0.00E+00,0.00E+00
SM146,0.00E+00,1.16E-02,0.00E+00,5.64E-03
SM147,0.00E+00,1.37E+02,0.00E+00,6.07E+01
SM148,0.00E+00,3.05E+02,0.00E+00,1.29E+02
SM149,0.00E+00,3.37E+00,0.00E+00,1.23E+00
SM150,0.00E+00,4.57E+02,0.00E+00,1.65E+02
SM151,0.00E+00,2.37E+01,0.00E+00,6.78E+00
SM152,0.00E+00,1.94E+02,0.00E+00,5.60E+01
SM153,0.00E+00,1.01E+00,0.00E+00,2.37E-01
SM154,0.00E+00,6.46E+01,0.00E+00,8.96E+00
SM155,0.00E+00,6.13E-04,0.00E+00,6.17E-05
SM156,0.00E+00,9.85E-03,0.00E+00,7.89E-04
SM157,0.00E+00,9.60E-05,0.00E+00,6.35E-06
SM158,0.00E+00,3.01E-04,0.00E+00,1.21E-05
SM159,0.00E+00,8.96E-06,0.00E+00,1.56E-07
SM160,0.00E+00,6.85E-06,0.00E+00,5.78E-08
SM161,0.00E+00,6.78E-08,0.00E+00,0.00E+00
EU150,0.00E+00,6.85E-07,0.00E+00,1.89E-07
EU151,0.00E+00,2.85E-02,0.00E+00,9.24E-03
EU152,0.00E+00,1.04E-01,0.00E+00,3.03E-02
EU152M,0.00E+00,7.49E-05,0.00E+00,2.15E-05
EU153,0.00E+00,2.01E+02,0.00E+00,5.00E+01
EU154,0.00E+00,6.16E+01,0.00E+00,1.72E+01
EU155,0.00E+00,2.36E+01,0.00E+00,5.39E+00
EU156,0.00E+00,3.36E+00,0.00E+00,6.57E-01
EU157,0.00E+00,1.53E-02,0.00E+00,1.47E-03
EU158,0.00E+00,3.34E-04,0.00E+00,1.42E-05
EU159,0.00E+00,7.23E-05,0.00E+00,2.16E-06
EU160,0.00E+00,1.52E-06,0.00E+00,0.00E+00
EU161,0.00E+00,5.36E-07,0.00E+00,0.00E+00
EU162,0.00E+00,9.60E-07,0.00E+00,0.00E+00
GD152,0.00E+00,1.16E-01,0.00E+00,1.04E-02
GD153,0.00E+00,7.74E-03,0.00E+00,6.99E-03
GD154,0.00E+00,6.72E+00,0.00E+00,2.18E+00
GD155,0.00E+00,2.82E-01,0.00E+00,6.39E-02
GD156,0.00E+00,1.06E+02,0.00E+00,2.16E+01
GD157,0.00E+00,1.57E-01,0.00E+00,1.75E-02
GD158,0.00E+00,3.42E+01,0.00E+00,3.20E+00
GD159,0.00E+00,6.11E-03,0.00E+00,2.58E-04
GD160,0.00E+00,2.58E+00,0.00E+00,7.53E-02
GD161,0.00E+00,3.32E-06,0.00E+00,8.56E-08
GD162,0.00E+00,3.76E-06,0.00E+00,4.35E-08
GD163,0.00E+00,2.29E-07,0.00E+00,0.00E+00
GD164,0.00E+00,1.23E-06,0.00E+00,0.00E+00
TB159,0.00E+00,5.37E+00,0.00E+00,2.44E-01
TB160,0.00E+00,1.45E-01,0.00E+00,5.03E-03
TB161,0.00E+00,1.08E-02,0.00E+00,2.88E-04
TB162,0.00E+00,2.78E-06,0.00E+00,3.26E-08
TB162M,0.00E+00,1.47E-06,0.00E+00,0.00E+00
TB163,0.00E+00,3.10E-06,0.00E+00,3.68E-08
TB164,0.00E+00,2.09E-07,0.00E+00,0.00E+00
DY160,0.00E+00,6.04E-01,0.00E+00,2.65E-02
DY161,0.00E+00,8.32E-01,0.00E+00,2.77E-02
DY162,0.00E+00,6.66E-01,0.00E+00,1.87E-02
DY163,0.00E+00,5.84E-01,0.00E+00,1.45E-02
DY164,0.00E+00,1.39E-01,0.00E+00,1.81E-03
DY165,0.00E+00,7.30E-05,0.00E+00,1.28E-06
DY165M,0.00E+00,4.07E-07,0.00E+00,0.00E+00
DY166,0.00E+00,1.08E-04,0.00E+00,1.04E-06
HO165,0.00E+00,2.59E-01,0.00E+00,5.14E-03
HO166,0.00E+00,2.04E-04,0.00E+00,3.64E-06
HO166M,0.00E+00,2.61E-03,0.00E+00,5.21E-05
ER166,0.00E+00,7.23E-02,0.00E+00,1.38E-03
ER167,0.00E+00,5.47E-03,0.00E+00,5.03E-05
ER168,0.00E+00,9.85E-03,0.00E+00,1.12E-04
ER169,0.00E+00,2.68E-06,0.00E+00,0.00E+00
TM169,0.00E+00,6.98E-05,0.00E+00,7.07E-07
TM170,0.00E+00,8.70E-06,0.00E+00,7.21E-08
TM171,0.00E+00,7.49E-07,0.00E+00,0.00E+00
YB170,0.00E+00,1.54E-05,0.00E+00,1.63E-07
YB171,0.00E+00,8.13E-07,0.00E+00,0.00E+00
TL208,0.00E+00,0.00E+00,0.00E+00,1.25E-06
PB206,0.00E+00,0.00E+00,0.00E+00,9.17E-07
PB207,0.00E+00,0.00E+00,0.00E+00,1.42E-04
PB208,0.00E+00,6.53E-06,0.00E+00,1.25E+00
PB210,0.00E+00,0.00E+00,0.00E+00,1.65E-05
PB212,0.00E+00,0.00E+00,0.00E+00,7.39E-04
BI209,0.00E+00,0.00E+00,0.00E+00,2.50E-04
BI212,0.00E+00,0.00E+00,0.00E+00,6.99E-05
RN220,0.00E+00,0.00E+00,0.00E+00,1.11E-06
RA223,0.00E+00,0.00E+00,0.00E+00,3.41E-06
RA224,0.00E+00,0.00E+00,0.00E+00,6.46E-03
RA225,0.00E+00,0.00E+00,0.00E+00,5.96E-06
RA226,0.00E+00,0.00E+00,0.00E+00,1.58E-05
RA228,0.00E+00,0.00E+00,0.00E+00,1.66E-04
AC225,0.00E+00,0.00E+00,0.00E+00,4.03E-06
AC227,0.00E+00,0.00E+00,0.00E+00,2.41E-03
TH227,0.00E+00,0.00E+00,0.00E+00,5.64E-06
TH228,0.00E+00,1.35E-05,0.00E+00,1.25E+00
TH229,0.00E+00,3.29E-06,0.00E+00,6.99E-01
TH230,0.00E+00,1.89E-04,0.00E+00,8.10E-01
TH231,0.00E+00,0.00E+00,0.00E+00,1.08E-01
TH232,0.00E+00,4.40E-04,9.77E+05,9.46E+05
TH233,0.00E+00,0.00E+00,0.00E+00,3.71E-01
TH234,0.00E+00,1.32E-05,0.00E+00,2.37E-02
PA231,0.00E+00,8.19E-05,0.00E+00,5.89E+01
PA232,0.00E+00,0.00E+00,0.00E+00,1.11E-01
PA233,0.00E+00,3.72E-05,0.00E+00,6.46E+02
PA234,0.00E+00,0.00E+00,0.00E+00,4.53E-02
PA234M,0.00E+00,0.00E+00,0.00E+00,1.33E-04
U231,0.00E+00,0.00E+00,0.00E+00,1.99E-05
U232,0.00E+00,1.49E-03,7.72E+01,8.74E+01
U233,0.00E+00,1.12E-03,1.68E+04,1.78E+04
U234,0.00E+00,3.42E+01,4.70E+03,5.96E+03
U235,4.81E+04,1.33E+04,1.22E+03,1.41E+03
U236,0.00E+00,5.80E+03,4.00E+02,6.42E+02
U237,0.00E+00,1.10E+01,0.00E+00,7.78E-01
U238,9.35E+05,9.09E+05,0.00E+00,6.99E-01
U239,0.00E+00,3.95E-01,0.00E+00,0.00E+00
U240,0.00E+00,1.07E-05,0.00E+00,0.00E+00
NP235,0.00E+00,1.01E-05,0.00E+00,0.00E+00
NP236,0.00E+00,1.14E-03,0.00E+00,9.17E-05
NP236M,0.00E+00,1.79E-05,0.00E+00,1.36E-06
NP237,8.39E+02,1.07E+03,0.00E+00,7.85E+01
NP238,0.00E+00,2.11E+00,0.00E+00,1.17E-01
NP239,0.00E+00,5.68E+01,0.00E+00,1.52E-04
NP240,0.00E+00,8.13E-04,0.00E+00,0.00E+00
NP240M,0.00E+00,1.91E-05,0.00E+00,0.00E+00
PU236,0.00E+00,3.24E-03,0.00E+00,2.37E-04
PU237,0.00E+00,1.45E-03,0.00E+00,2.40E-05
PU238,1.05E+03,1.32E+03,0.00E+00,2.52E+01
PU239,5.67E+03,6.78E+03,0.00E+00,3.60E+00
PU240,3.62E+03,3.17E+03,0.00E+00,8.71E-01
PU241,1.38E+03,1.87E+03,0.00E+00,5.03E-01
PU242,2.08E+03,2.16E+03,0.00E+00,1.04E-01
PU243,0.00E+00,4.06E-01,0.00E+00,1.55E-05
PU244,0.00E+00,6.37E-01,0.00E+00,2.08E-06
PU245,0.00E+00,9.41E-06,0.00E+00,0.00E+00
AM240,0.00E+00,4.47E-06,0.00E+00,0.00E+00
AM241,7.24E+02,2.11E+02,0.00E+00,1.68E-02
AM242,0.00E+00,2.76E-01,0.00E+00,2.47E-05
AM242M,3.85E+00,1.09E+01,0.00E+00,3.12E-04
AM243,6.86E+02,1.21E+03,0.00E+00,1.43E-02
AM244,0.00E+00,3.85E-02,0.00E+00,0.00E+00
AM244M,0.00E+00,3.14E-02,0.00E+00,0.00E+00
AM245,0.00E+00,1.83E-06,0.00E+00,0.00E+00
CM241,0.00E+00,4.05E-06,0.00E+00,0.00E+00
CM242,1.04E-02,6.34E+01,0.00E+00,3.09E-03
CM243,2.35E+00,5.16E+00,0.00E+00,6.31E-05
CM244,4.04E+02,1.33E+03,0.00E+00,2.62E-03
CM245,4.24E+01,9.53E+01,0.00E+00,8.56E-05
CM246,1.44E+01,4.68E+01,0.00E+00,7.57E-06
CM247,0.00E+00,1.60E+00,0.00E+00,0.00E+00
CM248,0.00E+00,3.65E-01,0.00E+00,0.00E+00
CM249,0.00E+00,3.07E-06,0.00E+00,0.00E+00
BK249,0.00E+00,5.66E-03,0.00E+00,0.00E+00
BK250,0.00E+00,4.60E-06,0.00E+00,0.00E+00
CF249,0.00E+00,2.38E-03,0.00E+00,0.00E+00
CF250,0.00E+00,1.59E-03,0.00E+00,0.00E+00
CF251,0.00E+00,9.41E-04,0.00E+00,0.00E+00
CF252,0.00E+00,1.26E-03,0.00E+00,0.00E+00
CF253,0.00E+00,1.62E-06,0.00E+00,0.00E+00
ES253,0.00E+00,1.66E-06,0.00E+00,0.00E+00
