isotope,ST1-charged (g),ST1-discharged (g),ST2-charged (g),ST2-discharged (g)
H3,0.000E+00,9.106E-02,0.000E+00,9.837E-02
HE4,0.000E+00,4.864E-01,0.000E+00,9.566E-01
LI6,0.000E+00,2.710E-04,0.000E+00,2.979E-04
LI7,0.000E+00,1.853E-05,0.000E+00,1.821E-05
BE9,0.000E+00,3.567E-05,0.000E+00,3.497E-05
BE10,0.000E+00,2.386E-04,0.000E+00,2.346E-04
C14,0.000E+00,4.818E-05,0.000E+00,4.738E-05
ZN66,0.000E+00,1.684E-07,0.000E+00,2.368E-07
ZN72,0.000E+00,1.867E-04,0.000E+00,1.803E-04
ZN74,0.000E+00,3.868E-07,0.000E+00,3.609E-07
ZN75,0.000E+00,8.706E-08,0.000E+00,7.964E-08
ZN76,0.000E+00,7.250E-08,0.000E+00,6.476E-08
GA71,0.000E+00,1.802E-05,0.000E+00,3.564E-05
GA72,0.000E+00,5.698E-05,0.000E+00,5.482E-05
GA73,0.000E+00,3.405E-05,0.000E+00,3.271E-05
GA74,0.000E+00,2.145E-06,0.000E+00,2.009E-06
GA75,0.000E+00,1.390E-06,0.000E+00,1.277E-06
GA76,0.000E+00,6.162E-07,0.000E+00,5.573E-07
GA77,0.000E+00,4.031E-07,0.000E+00,3.633E-07
GA78,0.000E+00,2.595E-07,0.000E+00,2.280E-07
GA79,0.000E+00,1.584E-07,0.000E+00,1.415E-07
GA80,0.000E+00,7.690E-08,0.000E+00,6.497E-08
GE72,0.000E+00,5.977E-02,0.000E+00,1.045E-01
GE73,0.000E+00,1.105E-01,0.000E+00,1.711E-01
GE74,0.000E+00,2.756E-01,0.000E+00,4.196E-01
GE75,0.000E+00,6.116E-05,0.000E+00,5.641E-05
GE76,0.000E+00,1.555E+00,0.000E+00,2.191E+00
GE77,0.000E+00,5.861E-04,0.000E+00,5.415E-04
GE77M,0.000E+00,1.665E-06,0.000E+00,1.516E-06
GE78,0.000E+00,4.726E-04,0.000E+00,4.377E-04
GE79,0.000E+00,8.243E-06,0.000E+00,7.626E-06
GE80,0.000E+00,7.621E-06,0.000E+00,6.813E-06
GE81,0.000E+00,3.243E-06,0.000E+00,2.820E-06
GE82,0.000E+00,1.373E-06,0.000E+00,1.142E-06
GE83,0.000E+00,3.637E-07,0.000E+00,2.910E-07
GE84,0.000E+00,7.181E-08,0.000E+00,0.000E+00
AS75,0.000E+00,6.972E-01,0.000E+00,1.094E+00
AS76,0.000E+00,7.783E-05,0.000E+00,1.040E-04
AS77,0.000E+00,5.421E-03,0.000E+00,4.964E-03
AS78,0.000E+00,5.003E-04,0.000E+00,4.669E-04
AS79,0.000E+00,1.156E-04,0.000E+00,1.067E-04
AS80,0.000E+00,6.602E-06,0.000E+00,6.069E-06
AS81,0.000E+00,1.726E-05,0.000E+00,1.575E-05
AS82,0.000E+00,1.163E-05,0.000E+00,1.002E-05
AS82M,0.000E+00,3.312E-06,0.000E+00,2.979E-06
AS83,0.000E+00,1.371E-05,0.000E+00,1.155E-05
AS84,0.000E+00,4.610E-06,0.000E+00,3.858E-06
AS85,0.000E+00,8.063E-07,0.000E+00,6.430E-07
AS86,0.000E+00,1.606E-07,0.000E+00,1.214E-07
SE76,0.000E+00,2.386E-02,0.000E+00,4.174E-02
SE77,0.000E+00,2.617E+00,0.000E+00,3.295E+00
SE78,0.000E+00,6.532E+00,0.000E+00,8.551E+00
SE79,0.000E+00,1.519E+01,0.000E+00,1.938E+01
SE79M,0.000E+00,5.003E-05,0.000E+00,4.624E-05
SE80,0.000E+00,3.151E+01,0.000E+00,3.654E+01
SE81,0.000E+00,6.417E-04,0.000E+00,5.910E-04
SE81M,0.000E+00,7.112E-05,0.000E+00,6.407E-05
SE82,0.000E+00,8.063E+01,0.000E+00,8.777E+01
SE83,0.000E+00,9.059E-04,0.000E+00,8.145E-04
SE83M,0.000E+00,7.227E-05,0.000E+00,6.362E-05
SE84,0.000E+00,5.606E-04,0.000E+00,4.873E-04
SE85,0.000E+00,6.208E-05,0.000E+00,5.280E-05
SE85M,0.000E+00,2.409E-05,0.000E+00,2.075E-05
SE86,0.000E+00,4.633E-05,0.000E+00,3.813E-05
SE87,0.000E+00,1.096E-05,0.000E+00,9.160E-06
SE88,0.000E+00,8.455E-07,0.000E+00,6.723E-07
BR79,0.000E+00,2.850E-04,0.000E+00,4.174E-04
BR80M,0.000E+00,8.196E-08,0.000E+00,9.362E-08
BR81,0.000E+00,4.587E+01,0.000E+00,4.873E+01
BR82,0.000E+00,9.820E-03,0.000E+00,9.003E-03
BR82M,0.000E+00,1.184E-05,0.000E+00,1.074E-05
BR83,0.000E+00,1.494E-02,0.000E+00,1.329E-02
BR84,0.000E+00,5.629E-03,0.000E+00,4.919E-03
BR84M,0.000E+00,4.146E-05,0.000E+00,4.039E-05
BR85,0.000E+00,6.393E-04,0.000E+00,5.573E-04
BR86,0.000E+00,1.366E-04,0.000E+00,1.173E-04
BR86M,0.000E+00,1.121E-05,0.000E+00,9.611E-06
BR87,0.000E+00,2.780E-04,0.000E+00,2.368E-04
BR88,0.000E+00,8.824E-05,0.000E+00,7.377E-05
BR89,0.000E+00,1.460E-05,0.000E+00,1.157E-05
BR90,0.000E+00,3.220E-06,0.000E+00,2.482E-06
BR91,0.000E+00,2.850E-07,0.000E+00,2.132E-07
KR80,0.000E+00,7.250E-04,0.000E+00,1.295E-03
KR81,0.000E+00,5.282E-05,0.000E+00,1.031E-04
KR82,0.000E+00,2.641E+00,0.000E+00,2.708E+00
KR83,0.000E+00,9.891E+01,0.000E+00,1.117E+02
KR83M,0.000E+00,1.147E-02,0.000E+00,1.020E-02
KR84,0.000E+00,2.896E+02,0.000E+00,3.114E+02
KR85,0.000E+00,5.953E+01,0.000E+00,6.385E+01
KR85M,0.000E+00,6.046E-02,0.000E+00,5.280E-02
KR86,0.000E+00,4.702E+02,0.000E+00,4.783E+02
KR87,0.000E+00,3.336E-02,0.000E+00,2.888E-02
KR88,0.000E+00,1.010E-01,0.000E+00,8.708E-02
KR89,0.000E+00,2.089E-03,0.000E+00,1.776E-03
KR90,0.000E+00,3.266E-04,0.000E+00,2.753E-04
KR91,0.000E+00,5.443E-05,0.000E+00,4.536E-05
KR92,0.000E+00,5.050E-06,0.000E+00,4.310E-06
KR93,0.000E+00,1.096E-06,0.000E+00,9.362E-07
RB85,0.000E+00,2.502E+02,0.000E+00,2.684E+02
RB86,0.000E+00,6.972E-02,0.000E+00,6.407E-02
RB86M,0.000E+00,5.953E-07,0.000E+00,5.437E-07
RB87,0.000E+00,6.185E+02,0.000E+00,6.452E+02
RB88,0.000E+00,1.084E-02,0.000E+00,9.362E-03
RB89,0.000E+00,1.115E-02,0.000E+00,9.566E-03
RB90,0.000E+00,1.665E-03,0.000E+00,1.419E-03
RB90M,0.000E+00,7.598E-04,0.000E+00,6.747E-04
RB91,0.000E+00,7.459E-04,0.000E+00,6.452E-04
RB92,0.000E+00,4.748E-05,0.000E+00,4.129E-05
RB93,0.000E+00,4.007E-05,0.000E+00,3.497E-05
RB94,0.000E+00,9.036E-06,0.000E+00,7.988E-06
RB95,0.000E+00,4.517E-07,0.000E+00,3.858E-07
RB96,0.000E+00,7.227E-08,0.000E+00,6.678E-08
SR86,0.000E+00,1.617E+00,0.000E+00,1.957E+00
SR87,0.000E+00,1.411E-02,0.000E+00,1.999E-02
SR87M,0.000E+00,1.689E-06,0.000E+00,1.739E-06
SR88,0.000E+00,8.683E+02,0.000E+00,8.934E+02
SR89,0.000E+00,5.421E+01,0.000E+00,4.715E+01
SR90,0.000E+00,1.220E+03,0.000E+00,1.162E+03
SR91,0.000E+00,4.864E-01,0.000E+00,4.265E-01
SR92,0.000E+00,1.453E-01,0.000E+00,1.293E-01
SR93,0.000E+00,7.273E-03,0.000E+00,6.588E-03
SR94,0.000E+00,1.091E-03,0.000E+00,1.002E-03
SR95,0.000E+00,3.011E-04,0.000E+00,2.753E-04
SR96,0.000E+00,3.011E-05,0.000E+00,2.775E-05
SR97,0.000E+00,7.019E-07,0.000E+00,6.497E-07
SR98,0.000E+00,9.938E-07,0.000E+00,9.317E-07
SR99,0.000E+00,1.519E-07,0.000E+00,1.503E-07
Y89,0.000E+00,1.038E+03,0.000E+00,1.027E+03
Y90,0.000E+00,3.220E-01,0.000E+00,3.045E-01
Y90M,0.000E+00,3.057E-06,0.000E+00,3.069E-06
Y91,0.000E+00,7.343E+01,0.000E+00,6.452E+01
Y91M,0.000E+00,2.479E-02,0.000E+00,2.154E-02
