isotope,ST1-charged (g),ST1-discharged (g),ST2-charged (g),ST2-discharged (g)
H3,0.000E+00,1.169E-02,0.000E+00,8.800E-02
HE4,0.000E+00,6.212E-01,0.000E+00,1.202E+01
LI6,0.000E+00,7.110E-13,0.000E+00,3.484E-10
LI7,0.000E+00,9.773E-14,0.000E+00,2.986E-11
BE9,0.000E+00,8.037E-08,0.000E+00,2.693E-06
BE10,0.000E+00,1.075E-06,0.000E+00,1.482E-04
C14,0.000E+00,3.185E-05,0.000E+00,4.063E-04
CO72,0.000E+00,2.930E-14,0.000E+00,4.868E-14
CO73,0.000E+00,7.805E-15,0.000E+00,1.278E-14
CO74,0.000E+00,9.266E-16,0.000E+00,1.540E-15
CO75,0.000E+00,1.534E-16,0.000E+00,2.568E-16
NI66,0.000E+00,2.446E-07,0.000E+00,4.281E-07
NI72,0.000E+00,3.475E-11,0.000E+00,4.907E-11
NI73,0.000E+00,1.411E-11,0.000E+00,1.921E-11
NI74,0.000E+00,5.519E-12,0.000E+00,6.875E-12
NI75,0.000E+00,1.636E-12,0.000E+00,2.053E-12
NI76,0.000E+00,1.742E-13,0.000E+00,1.993E-13
NI77,0.000E+00,8.268E-15,0.000E+00,1.116E-14
NI78,0.000E+00,2.529E-15,0.000E+00,3.794E-15
CU66,0.000E+00,3.835E-10,0.000E+00,6.701E-10
CU67,0.000E+00,8.135E-07,0.000E+00,1.380E-06
CU72,0.000E+00,6.615E-10,0.000E+00,9.510E-10
CU73,0.000E+00,6.467E-10,0.000E+00,8.573E-10
CU74,0.000E+00,2.675E-10,0.000E+00,3.314E-10
CU75,0.000E+00,1.768E-10,0.000E+00,1.881E-10
CU76,0.000E+00,5.877E-11,0.000E+00,5.420E-11
CU77,0.000E+00,2.265E-11,0.000E+00,2.046E-11
CU78,0.000E+00,5.729E-12,0.000E+00,6.599E-12
CU79,0.000E+00,7.076E-13,0.000E+00,1.193E-12
CU80,0.000E+00,7.016E-14,0.000E+00,1.107E-13
ZN66,0.000E+00,1.502E-05,0.000E+00,1.599E-04
ZN67,0.000E+00,4.535E-05,0.000E+00,4.463E-04
ZN68,0.000E+00,8.760E-05,0.000E+00,8.933E-04
ZN69,0.000E+00,4.903E-08,0.000E+00,7.973E-08
ZN69M,0.000E+00,3.971E-09,0.000E+00,5.965E-09
ZN70,0.000E+00,3.841E-04,0.000E+00,4.368E-03
ZN71,0.000E+00,8.432E-09,0.000E+00,1.493E-08
ZN71M,0.000E+00,1.091E-07,0.000E+00,1.828E-07
ZN72,0.000E+00,2.765E-05,0.000E+00,3.880E-05
ZN73,0.000E+00,8.605E-09,0.000E+00,1.108E-08
ZN74,0.000E+00,7.581E-08,0.000E+00,8.849E-08
ZN75,0.000E+00,1.397E-08,0.000E+00,1.420E-08
ZN76,0.000E+00,1.237E-08,0.000E+00,1.063E-08
ZN77,0.000E+00,5.669E-09,0.000E+00,3.643E-09
ZN78,0.000E+00,4.185E-09,0.000E+00,2.515E-09
ZN79,0.000E+00,1.427E-09,0.000E+00,9.701E-10
ZN80,0.000E+00,1.624E-10,0.000E+00,1.563E-10
ZN81,0.000E+00,1.425E-11,0.000E+00,2.411E-11
ZN82,0.000E+00,8.596E-13,0.000E+00,9.324E-13
ZN83,0.000E+00,4.677E-14,0.000E+00,7.570E-14
GA69,0.000E+00,1.695E-04,0.000E+00,1.793E-03
GA70,0.000E+00,9.667E-11,0.000E+00,7.392E-10
GA71,0.000E+00,7.057E-04,0.000E+00,8.471E-03
GA72,0.000E+00,8.536E-06,0.000E+00,1.219E-05
GA73,0.000E+00,6.823E-06,0.000E+00,8.853E-06
GA74,0.000E+00,4.464E-07,0.000E+00,5.267E-07
GA75,0.000E+00,2.657E-07,0.000E+00,2.852E-07
GA76,0.000E+00,1.460E-07,0.000E+00,1.429E-07
GA77,0.000E+00,1.230E-07,0.000E+00,1.086E-07
GA78,0.000E+00,8.033E-08,0.000E+00,7.207E-08
GA79,0.000E+00,5.536E-08,0.000E+00,4.383E-08
GA80,0.000E+00,2.177E-08,0.000E+00,1.781E-08
GA81,0.000E+00,1.003E-08,0.000E+00,7.752E-09
GA82,0.000E+00,3.035E-09,0.000E+00,1.736E-09
GA83,0.000E+00,1.798E-10,0.000E+00,2.515E-10
GA84,0.000E+00,5.470E-10,0.000E+00,4.082E-11
GA85,0.000E+00,5.370E-13,0.000E+00,8.713E-13
