isotope,ST1-charged (g),ST1-discharged (g)
EU156,0.000E+00,2.608E+01
GD152,0.000E+00,7.107E-02
GD154,0.000E+00,7.167E+01
GD155,0.000E+00,6.787E-01
GD156,0.000E+00,4.798E+03
GD157,0.000E+00,2.799E+00
GD158,0.000E+00,4.698E+03
TB159,0.000E+00,6.537E+02
TB160,0.000E+00,3.088E+01
DY160,0.000E+00,1.619E+02
DY161,0.000E+00,1.359E+02
DY162,0.000E+00,1.160E+02
DY163,0.000E+00,1.859E+02
DY164,0.000E+00,5.208E+01
HO165,0.000E+00,3.398E+02
ER166,0.000E+00,7.646E+02
ER167,0.000E+00,1.289E+01
ER168,0.000E+00,3.209E+02
PB208,0.000E+00,2.039E+02
TH228,0.000E+00,2.729E+00
TH229,0.000E+00,2.099E+00
TH230,0.000E+00,2.778E+01
TH232,1.000E+06,2.139E+05
PA231,0.000E+00,7.657E+01
PA232,0.000E+00,4.887E-01
PA233,0.000E+00,1.019E+03
U232,0.000E+00,2.669E+02
U233,0.000E+00,8.767E+03
U234,0.000E+00,5.747E+03
U235,0.000E+00,2.569E+03
U236,0.000E+00,4.838E+03
U237,0.000E+00,2.049E+01
U238,0.000E+00,6.317E+01
NP237,0.000E+00,1.279E+03
NP238,0.000E+00,7.297E+00
NP239,0.000E+00,1.389E-01
PU237,0.000E+00,3.258E-02
PU238,0.000E+00,2.039E+03
PU239,0.000E+00,2.789E+02
PU240,0.000E+00,1.189E+02
PU241,0.000E+00,1.489E+02
PU242,0.000E+00,2.559E+02
PU243,0.000E+00,1.219E-01
AM241,0.000E+00,2.819E+00
AM242,0.000E+00,1.070E-01
AM243,0.000E+00,1.589E+02
CM242,0.000E+00,3.498E+00
CM243,0.000E+00,1.949E-01
CM244,0.000E+00,3.468E+02
CM245,0.000E+00,5.138E+01
CM246,0.000E+00,9.979E+01
CM247,0.000E+00,5.728E+00
CM248,0.000E+00,6.108E+00
BK249,0.000E+00,9.306E-02
CF250,0.000E+00,9.332E-02
CF251,0.000E+00,5.807E-02
