Years,Waste
id,snf
n_wf,114
name,uox
pkg_diameter,2.1068
pkg_length,4.8875
0.0,234381.83835247534
0.0027397260273972603,170256.24577122685
0.021917808219178082,96467.68314356281
0.10410958904109589,44099.41799148818
0.1863013698630137,29654.652047621956
1.0082191780821912,5643.901610581615
2.008219178082193,3531.090247076631
3.008219178082193,2872.245358955858
4.008219178082193,2493.6706861178436
5.008219178082193,2241.557507172365
5.108219178082193,2220.8857686019037
5.508219178082193,2144.6178614536775
5.758219178082193,2101.6173143791702
6.008219178082193,2061.7714824626205
8.008219178082191,1826.3183224486029
10.008219178082191,1682.1076916702568
11.508219178082191,1606.0090345621002
15.008219178082191,1481.3248703330405
20.008219178082193,1357.0292347005918
23.008219178082193,1294.817744712375
25.008219178082193,1256.3048791058973
30.008219178082197,1167.7820562896873
35.0082191780822,1088.3564485498598
40.0082191780822,1016.7001475196591
45.008219178082214,951.9433134979774
50.008219178082214,893.3841242967477
60.00821917808219,792.4865175893243
70.00821917808219,709.8534123277664
80.00821917808219,642.0883005169749
90.00821917808219,586.3923937125672
100.00821917808219,540.4647455623339
125.00821917808219,456.8848831852635
150.00821917808221,402.61564239708514
175.00821917808221,365.46638186929704
200.00821917808224,338.4534059295241
225.00821917808224,317.5938065277391
250.00821917808227,300.6064045521813
300.0082191780823,273.4999571197379
350.0082191780823,251.74655619413357
400.00821917808213,233.25787533615525
450.00821917808213,217.07692553486368
500.00821917808213,202.67898269473645
600.0082191780821,178.00328172717653
700.0082191780821,157.559245889166
800.0082191780818,140.3811346168155
900.0082191780818,125.83302114010763
1000.0082191780821,113.45631625925535
1250.0082191780823,89.86417448675762
1500.0082191780818,73.86235784890472
1750.0082191780818,62.928120417093915
2000.0082191780823,55.39073613975698
2250.0082191780825,50.13353852530048
2500.008219178083,46.40863125144047
3000.0082191780816,41.71616076776432
4000.008219178082,37.14270574255641
5000.008219178082,34.55188020118348
6000.008219178082,32.49442617677429
7000.008219178082,30.66566925373325
8000.008219178082,28.992966379685758
9000.00821917808,27.45156469158471
10000.008219178078,26.0273505434887
20000.008219178082,16.305046990631936
50000.00821917806,6.0029377023898185
100000.00821917808,1.695996659300771
200000.0082191781,0.49538946562474157
500000.00821917807,0.42137441871153486
1000000.0082191777,0.35746961781420944
