,0.0,0.125,0.25,0.375,0.5,0.6666666666666666,0.8333333333333334,1.0,1.25,1.5,1.75,2.0,2.5,3.0,4.0,7.0,14.0,21.0,28.0,42.0,56.0,70.0,84.0,98.0,112.0,140.0,168.0,196.0,224.0,252.0,280.0,308.0,336.0,365.0,396.0,427.0,458.0,488.0,519.0,549.0,580.0,611.0,641.0,672.0,731.0,792.0,853.0,915.0,976.0,1037.0,1097.0,1158.0,1219.0,1273.8903518600782,1273.9303518600782,1274.9303518600782,1281.9303518600782,1311.9303518600782,1341.9303518600782,1641.9303518600782,2006.9303518600782,2371.930351860078,2736.930351860078,3101.930351860078,3138.430351860078,3284.430351860078,3375.680351860078,3466.930351860078,4196.930351860078,4926.930351860078,5474.430351860078,6751.930351860079,8576.93035186008,9671.93035186008,10401.93035186008,12226.93035186008,14051.93035186008,15876.93035186008,17701.93035186008,19526.93035186008,23176.93035186008,26826.930351860083,30476.930351860083,34126.93035186008,37776.93035186008,46901.93035186008,56026.93035186008,65151.93035186008,74276.93035186008,83401.93035186008,92526.93035186008,110776.93035186008,129026.93035186008,147276.9303518601,165526.9303518601,183776.9303518601,220276.9303518601,256776.9303518601,293276.93035186006,329776.93035186006,366276.93035186006,457526.93035186006,548776.9303518601,640026.9303518601,731276.9303518601,822526.9303518601,913776.9303518601,1096276.9303518601,1461276.9303518601,1826276.93035186,2191276.93035186,2556276.93035186,2921276.93035186,3286276.93035186,3651276.93035186,7301276.930351859,18251276.93035186,36501276.93035185,73001276.93035185,182501276.93035185,365001276.93035185
Ac225,8.171145412615527e-10,1.434859370087779e-16,1.3074793925612858e-16,1.2197396498931102e-16,1.1380351783314153e-16,1.0643328783565771e-16,1.0036736897864235e-16,9.510799068490672e-17,8.916940319740468e-17,8.442167715210859e-17,7.993841034518859e-17,7.656359520983806e-17,7.07093298524267e-17,6.611357792187983e-17,5.906934991191887e-17,4.684163812561343e-17,3.277141221440589e-17,2.4198494175899446e-17,1.8022103716671044e-17,1.011567919432224e-17,6.149318107712382e-18,4.582281504798889e-18,4.638152036023069e-18,5.687239011258684e-18,7.524827649102447e-18,1.3380187403779697e-17,2.1929540684816853e-17,3.352590945278171e-17,4.8557742035216596e-17,6.782686387266854e-17,9.221024044004614e-17,1.2152225624631078e-16,1.570795521127519e-16,2.0173351352371432e-16,2.5897201378505e-16,3.2736952187376023e-16,4.08209370352971e-16,4.986080921352684e-16,6.076677358891616e-16,7.285954761779551e-16,8.730535112348301e-16,1.0335648771024436e-15,1.2080155751823117e-15,1.406827492300954e-15,1.8637635084278956e-15,2.421495491836695e-15,3.0837456422215795e-15,3.876451545890386e-15,4.7577548338779696e-15,5.7683779799394475e-15,6.867803765281253e-15,8.120886688908807e-15,9.467425895424076e-15,1.077642316653221e-14,1.4133139219945577e-14,1.92471821472366e-14,4.1421020689757945e-14,4.994726372162597e-14,4.204363715506951e-14,1.0692842300460318e-13,1.7505995847734903e-13,2.40535930438397e-13,3.0177100539348236e-13,3.5637973010870764e-13,3.6148809411818263e-13,3.8135566921909994e-13,3.933500429265901e-13,4.0505388946544364e-13,4.91391775005989e-13,5.718541120749327e-13,6.321501657092711e-13,7.811844134522864e-13,1.03205370254676e-12,1.2125655951079356e-12,1.3481031564290542e-12,1.7495012892076351e-12,2.2574601155523013e-12,2.896060258307429e-12,3.693238728279307e-12,4.6815082362713295e-12,7.388121521883727e-12,1.1391930956390281e-11,1.718298781716885e-11,2.5384021138389044e-11,3.676422971181878e-11,8.550181957876933e-11,1.7774437426518038e-10,3.317512606703068e-10,5.600851237837861e-10,8.663379251702242e-10,1.2480845280010767e-09,2.2297185625759432e-09,3.5207913056682917e-09,5.177307950650165e-09,7.27012032227285e-09,9.87368505453136e-09,1.692198441735044e-08,2.6972209014611975e-08,4.0731810477257746e-08,5.895605598880862e-08,8.242461186763159e-08,1.6903402543291395e-07,3.037950315611465e-07,4.93863256177299e-07,7.422699698789688e-07,1.0488074143115872e-06,1.4116075771392982e-06,2.2980064496005703e-06,4.696720578286715e-06,7.974770261787433e-06,1.2222500313535825e-05,1.7527304461990192e-05,2.3967698403506562e-05,3.161619582877383e-05,4.054107569936048e-05,0.00021240017611902942,0.0018734159947274493,0.009384485021196286,0.029633111937341024,0.06409680161398731,0.09303551324701363
Ac226,6.677136190084189e-09,1.0951425246989492e-15,9.321121634414563e-16,8.122511022056954e-16,7.079239025279401e-16,6.046154354301939e-16,5.207104487932984e-16,4.50665082837004e-16,3.688591071556939e-16,3.0491349614169366e-16,2.52132526777898e-16,2.1092134988570686e-16,1.486830169552797e-16,1.0619582445012598e-16,5.552852971178707e-17,9.234946923362689e-18,6.057483995488976e-19,3.6028594341107343e-19,2.8512555926023177e-19,2.0740782074029817e-19,1.9669576867870235e-19,2.3086166693962316e-19,3.0270578174503295e-19,3.898035411740989e-19,5.084840536400724e-19,8.144947395869877e-19,1.200378078466208e-18,1.686741937214092e-18,2.2803654833885847e-18,3.058439347147551e-18,3.88037918361364e-18,4.842608542592959e-18,5.931533645607662e-18,7.360921782303773e-18,9.02264253501161e-18,1.1023392618610486e-17,1.3244799598525302e-17,1.5452707237077803e-17,1.8442007272297678e-17,2.176792684984595e-17,2.567135638154948e-17,2.9114705001500164e-17,3.35399397811813e-17,3.8264144113833605e-17,4.880102381037977e-17,6.167011083284819e-17,7.66842647189616e-17,9.459939081258799e-17,1.149189758946116e-16,1.3689158085406438e-16,1.6231782816344002e-16,1.9189020858563165e-16,2.216427284358153e-16,2.5319192148785387e-16,3.249930932874401e-16,2.6144916121498896e-16,5.489697414514449e-17,2.917264804425955e-17,1.2145775808563058e-17,2.689414432477842e-22,2.0938384637830196e-28,1.3673571163242901e-34,8.148839797820722e-41,4.569139147780733e-47,1.0805741835997533e-47,3.368434998181657e-50,9.119007124375825e-52,2.464563059755741e-53,6.725661171732602e-66,1.758164047041182e-78,6.33661272954439e-88,5.7173268136306e-110,1.7907625489127455e-141,2.2263300518420804e-160,5.536821449520311e-173,1.701128407010456e-204,5.204199338156652e-236,1.5864996929923428e-267,4.821205935452847e-299,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ac227,1.027529663407933e-12,1.8094038720402792e-19,1.6537615041940113e-19,1.5480715788868797e-19,1.4501518528330194e-19,1.3650501039983592e-19,1.2977188044578848e-19,1.2420785932693594e-19,1.1869547210124092e-19,1.1516184060739378e-19,1.1239756112503661e-19,1.1161951039773496e-19,1.127552080223031e-19,1.1772808525302065e-19,1.3716456094627284e-19,2.636492426545824e-19,9.210641141130164e-19,2.0932319528453582e-18,3.810933815347213e-18,8.97834850662061e-18,1.6683345644407518e-17,2.7078763753056425e-17,4.067662120881699e-17,5.730686806544245e-17,7.737416673438018e-17,1.288242004986235e-16,1.960547580737193e-16,2.8031786248110444e-16,3.824032592317657e-16,5.026781805421299e-16,6.429308428524714e-16,8.010732871267725e-16,9.778930123834827e-16,1.1816445938854097e-15,1.4205006793566853e-15,1.6837813454420685e-15,1.9659338202160214e-15,2.2552852107471366e-15,2.5780161387447838e-15,2.902262127150822e-15,3.262482636508042e-15,3.622391977659325e-15,3.987635662054635e-15,4.363218998431804e-15,5.154709307531454e-15,5.955479813391401e-15,6.755262540086314e-15,7.57404114688696e-15,8.313291838328808e-15,9.049058532237996e-15,9.700593902711635e-15,1.0339698158921338e-14,1.08914798702994e-14,1.1335042870044022e-14,1.4865597063581976e-14,2.025910559613557e-14,4.644230951418365e-14,1.0827560073600961e-13,1.6065903343930918e-13,9.495469616123572e-13,2.289649968330352e-12,4.094117003460507e-12,6.250156341773415e-12,8.609746161834234e-12,8.853044123693902e-12,9.836590402426479e-12,1.0458942941626427e-11,1.1086622521128493e-11,1.6275840607512594e-11,2.1751163734165143e-11,2.6055349931076302e-11,3.682810679649986e-11,5.428583429418134e-11,6.612998291403034e-11,7.46673795611525e-11,9.849248557238591e-11,1.262691607645279e-10,1.5852683416165357e-10,1.958376636736534e-10,2.3882790766690005e-10,3.4465645324886697e-10,4.822769072730313e-10,6.589845829122811e-10,8.830156236860112e-10,1.1633133458669834e-09,2.169969853019608e-09,3.7055821140514426e-09,5.80390486783525e-09,8.371888009217908e-09,1.1231335098139921e-08,1.4210506942390496e-08,2.0182217539966518e-08,2.614094215344411e-08,3.2294252914852664e-08,3.882222121816996e-08,4.583008749544402e-08,6.150614256126806e-08,7.961768474216467e-08,1.0035936281083004e-07,1.2387232695954966e-07,1.5023819931946113e-07,2.2856323716267159e-07,3.2308201798858593e-07,4.303230526940125e-07,5.460997969705766e-07,6.666660390491537e-07,7.893561071426245e-07,1.036056786352874e-06,1.5347276147793604e-06,2.063024439042963e-06,2.6409739126249714e-06,3.2779286920541693e-06,3.978639724356378e-06,4.746265519122706e-06,5.583361817687536e-06,1.816960052705495e-05,0.00010656922117385792,0.0004121683679918366,0.0009302700998081864,0.0014140628330289973,0.0021138232967129944
Ag107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ag109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ag110_m1,3.2715995064241386e-11,3.988578404597717e-14,2.881712298347322e-13,8.923795483340654e-13,1.9325968890364984e-12,4.123212211130612e-12,7.31910188825264e-12,1.1581219971384302e-11,2.0136448319244537e-11,3.129212943504107e-11,4.4752426047813823e-11,6.127741500566464e-11,1.016183355850874e-10,1.5128160971775331e-10,2.7841802724862256e-10,8.846576080890896e-10,3.6198122626271396e-09,8.398716858930595e-09,1.5433462683342386e-08,3.704413510751695e-08,6.987786887668091e-08,1.1576784808408164e-07,1.75863580095723e-07,2.498068276680215e-07,3.404651075456727e-07,5.76894313956109e-07,8.834039110015219e-07,1.2735002741688098e-06,1.7488404597417277e-06,2.313427635387661e-06,2.9697441849432973e-06,3.7183033343388937e-06,4.559873825451775e-06,5.53807438677002e-06,6.698600351455797e-06,7.990722814245311e-06,9.391925524207489e-06,1.0836401161475225e-05,1.2501612169401878e-05,1.4184578252991726e-05,1.6112342658210526e-05,1.8060114501854345e-05,2.0074558437220184e-05,2.2218266051050893e-05,2.692277604481289e-05,3.190253216709895e-05,3.735076201501274e-05,4.324606452217843e-05,4.905383262354321e-05,5.555797363006625e-05,6.19183375370336e-05,6.896613400609611e-05,7.619998612014113e-05,8.283916691891296e-05,0.0001086145155467386,0.00014718052502666563,0.00032429307846157943,0.0006408006721701213,0.0008110194987407093,0.001210188227400595,0.000706190451460203,0.00034565599822095446,0.00015439790286467703,6.488786373047873e-05,5.935564477888671e-05,4.1414173694210355e-05,3.2988627980072616e-05,2.6233274386279076e-05,4.021744728188186e-06,5.906168885249163e-07,1.3812708422633405e-07,4.543147728021532e-09,3.366039580266336e-11,1.7620620117244362e-12,2.461835943026843e-13,1.7891759887747802e-15,1.2947540000889811e-17,9.336641962475587e-20,6.711564518304252e-22,4.8104730572944715e-24,2.4512728759113518e-28,1.2365948828844222e-32,6.179377808120392e-37,3.059526924083611e-41,1.5009036054794043e-45,2.425445624728527e-56,3.67098874482223e-67,5.17519095447924e-78,6.796332207402943e-89,8.376113956868935e-100,9.808177254337296e-111,1.2144487908327747e-132,1.3970646482339171e-154,1.5549882871946347e-176,1.7035157964919535e-198,1.849798949680636e-220,2.1428911597459135e-264,2.449078362336103e-308,,,,,,,,,,,,,,,,,,,,,,,
Ag111,1.0967980419618157e-09,3.878740517611865e-06,7.91017166873588e-06,1.1444002408652017e-05,1.4452466011573173e-05,1.819641464075246e-05,2.1543393545387434e-05,2.454064338211235e-05,2.8768993077445465e-05,3.264168430394653e-05,3.5979886037748036e-05,3.92789957239879e-05,4.507459619124592e-05,5.026675074411411e-05,5.918723175507757e-05,8.008301366170448e-05,0.00011189262838936208,0.0001317862242645214,0.0001458193278675803,0.0001655452012744177,0.00018152426335165935,0.00019571538177454024,0.00021044986263675657,0.00022354467650376438,0.00023662548616415344,0.0002628152914796592,0.00028721049002785237,0.0003111089177258367,0.00033442028242942906,0.00035659889224619887,0.0003788980957454535,0.00040031116424651253,0.0004207137486932896,0.0004420459466021854,0.00046385089703413737,0.00048636737314137167,0.0005077450472487896,0.0005265562953469799,0.0005477847448495005,0.0005667640875072739,0.0005873289319000241,0.0006048373594978708,0.0006231171886404826,0.0006400696088599634,0.0006747498907384147,0.000707440772538329,0.0007387513849652153,0.0007703003559922501,0.0007971023080585831,0.0008258715380244954,0.0008511527445309392,0.0008779498566658624,0.000901343665871955,0.0009219763985601455,0.0012067542530591964,0.001494812263800909,0.001750916308976617,0.00023067878778997546,1.9465832902358422e-05,5.042716494724532e-17,1.4461396111829281e-31,3.4786379527917333e-46,7.636305291490014e-61,1.5771830976713586e-75,5.3496865951122564e-77,7.056770842344467e-83,1.4882999096166386e-86,3.1336312670741813e-90,1.1602815753851657e-119,4.115364061605904e-149,3.3158614220076426e-171,3.857954547627566e-218,1.0999126615717406e-265,6.8119227716655e-310,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Al27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Am240,3.860383659503399e-09,6.52195774657503e-16,5.717931510968596e-16,5.132401839854782e-16,4.607573739390271e-16,4.0935394034544886e-16,3.6672679156072874e-16,3.3015697449717205e-16,2.866818779485113e-16,2.5141727470745774e-16,2.205755307195632e-16,1.9580901372862254e-16,1.5562498859587356e-16,1.258334323995339e-16,8.720445251428183e-17,9.314282151120882e-17,1.6002229382568245e-15,9.49347336322418e-15,3.330980118614741e-14,1.781880311117456e-13,5.797015091767689e-13,1.4148410853157741e-12,2.955602211530386e-12,5.117245443093383e-12,8.648183150163939e-12,1.9871804380866737e-11,3.80047266555634e-11,6.514739395822212e-11,1.0266916079608245e-10,1.5790423615264438e-10,2.1684060663659238e-10,2.9018833844359284e-10,3.744327826812006e-10,4.913635424389887e-10,6.20197871551631e-10,7.798749310655864e-10,9.478107510867345e-10,1.0912025027846238e-09,1.321421252166733e-09,1.572126290898408e-09,1.857809016232733e-09,2.00422788754259e-09,2.3118307428232827e-09,2.5588494666994865e-09,3.1110845204956163e-09,3.6922194465976264e-09,4.282318041606613e-09,4.905240565988435e-09,5.520359308643963e-09,5.996012001216483e-09,6.551333813297388e-09,7.234355623238738e-09,7.557850243408724e-09,8.055880224384951e-09,1.042616521290793e-08,1.0211121940040854e-08,2.31774400218245e-09,2.6942770555047085e-13,2.0080745903780547e-17,1.5008268426469835e-20,1.7623007105294563e-20,2.868635174210422e-20,,4.630340255119118e-20,7.470204777882961e-20,2.905183276698353e-21,1.0353780231250091e-19,1.3046572574053545e-20,,8.215070111075626e-21,1.7696698243571637e-20,,2.6820019593695028e-20,,4.1435862402059124e-21,3.912627945236768e-20,3.028548933877741e-20,3.415929150633054e-20,3.0652182926828296e-20,3.65455698649759e-20,,,,,,1.0635379050235676e-22,5.039768165119119e-22,2.064531710006147e-22,1.2754452245832888e-22,3.914874256074669e-23,3.211644583506426e-23,,,,,,2.2034996572485873e-29,9.521496777785632e-31,2.605769943603668e-32,1.9659191839739108e-34,1.4223561538461966e-35,6.284656017374449e-40,8.311896964160033e-44,3.624697062801304e-48,3.672821640480722e-52,2.842193642195465e-56,1.7025569445869897e-60,6.752772056670956e-69,,,,,,,,8.272290421368196e-21,2.3131011514599487e-22,3.942759452231635e-24,5.743268677294102e-27,,4.402206779338831e-28
