,0
name,uox
id,snf
pkg_diameter,1.29
pkg_length,5.0
n_wf,12
-0.15038452564404994,1413828.629744965
0.0,1433474.150318148
0.00010958904109579074,1144681.7770224384
0.002849315068493051,812738.233660493
0.022027397260273873,426928.83280215575
0.10421917808219168,188429.13912902214
0.1864109589041095,126868.63594355724
1.0083287671232877,28205.342790652227
2.008328767123288,17993.039271137135
3.0083287671232877,14257.379355300574
4.008328767123287,12003.422650089336
5.008328767123287,10472.238345360505
5.108328767123288,10346.14687338156
5.508328767123287,9880.799853276743
5.758328767123287,9618.546230175696
6.008328767123287,9375.77635772892
8.008328767123288,7955.338875634536
10.008328767123288,7113.58904334972
11.508328767123288,6686.91375469884
15.00832876712329,6027.830693868432
20.00832876712329,5424.689712049343
23.00832876712329,5138.328083515224
25.00832876712329,4964.795976840336
30.00832876712329,4574.666365431672
35.00832876712329,4233.455027399135
40.00832876712329,3931.883935222488
45.00832876712329,3663.9573872724
50.00832876712329,3425.0825618862236
60.00832876712329,3020.114667428856
70.0083287671233,2693.524460600328
80.0083287671233,2428.068694736448
90.00832876712329,2210.684416935768
100.00832876712329,2031.308198901912
125.00832876712329,1701.8955089539202
150.0083287671233,1482.8443430790958
175.0083287671233,1328.611989076224
200.00832876712332,1213.813719794256
225.00832876712332,1124.0384252361362
250.00832876712332,1050.90357237228
300.0083287671233,936.353983699512
350.0083287671233,848.319773641968
400.0083287671233,777.0527419450079
450.0083287671233,717.411689294736
500.0083287671233,666.311041734768
600.0083287671233,582.317391419184
700.0083287671233,515.291032450316
800.0083287671232,460.1513400210737
900.0083287671232,413.97887846280673
1000.0083287671232,374.9203102650387
1250.0083287671232,300.68381416432686
1500.0083287671234,250.27073311898667
1750.0083287671234,215.67397680340255
2000.0083287671234,191.67094408944982
2250.008328767123,174.781905204048
2500.008328767123,162.67756693816045
3000.0083287671227,147.09387820413497
4000.0083287671227,131.05715684672427
5000.008328767123,121.37642825312201
6000.008328767123,113.52098847762457
7000.008328767123,106.52572834135299
8000.008328767123,100.14964456959866
9000.008328767124,94.30230844508522
10000.008328767124,88.9277818612391
20000.008328767122,53.27020300359892
50000.00832876712,19.002852181374788
100000.0083287671,5.971003563291487
200000.0083287671,2.343802044173024
500000.0083287671,1.7919040719213883
1000000.0083287674,1.3039751223055103
