,keff,burnup,Power (W/cm),Activity (Bq/g),Activity (Ci/GWe.y),Decay heat (W/g),Decay heat (W/GWe.y),Radiotoxicity (Sv/g),Radiotoxicity (Sv/GWe.y),I129 (atom/cm3),I129 (atom/GWe.y),Efficiency,Volume Model (cm3),SNF mass (t/GWe.y),SNF volume (m3/(GWe.y)),discharge step,discharge time,volume_Ueq,mass U
1219.0,0.8905452175843473,47.845562160454776,236.4566929133858,2824996497948.274,1687293362.8654695,0.256128374953798,5665870.11261432,3672.3244694881514,81236268567.46516,9.29279663364113e+18,2.366653269353802e+25,0.33,0.441,22.12121212121212,9.755454545454546,52,1219.0,0.6636889619319588,6.024397993167556
1273.8903518600782,0.0,0.0,0.0,2866288687339.938,1711956061.4384904,0.25968734607212834,5744598.867656173,3733.5071448712283,82589703507.75749,9.77422490085058e+18,2.489261546223426e+25,0.33,0.441,22.12121212121212,9.755454545454546,52,1219.0,0.6636889619319588,6.024397993167556
1273.9303518600782,0.0,0.0,0.0,2185844608385.798,1305545370.6449723,0.20736988714174615,4587273.261014385,3698.7960072315827,81821851069.0623,9.774609264945844e+18,2.48935943457486e+25,0.33,0.441,22.12121212121212,9.755454545454546,52,1219.0,0.6636889619319588,6.024397993167556
1274.9303518600782,0.0,0.0,0.0,1608607029390.0105,960777107.553852,0.14723518725733575,3257020.8090259125,3285.827546616085,72686488152.41643,9.778364116840362e+18,2.490315705637538e+25,0.33,0.441,22.12121212121212,9.755454545454546,52,1219.0,0.6636889619319588,6.024397993167556
1281.9303518600782,0.0,0.0,0.0,716019322977.8744,427658813.81496686,0.07734217985546304,1710902.7664996372,2113.559992438869,46754508923.64771,9.787031667452383e+18,2.4925231236842185e+25,0.33,0.441,22.12121212121212,9.755454545454546,52,1219.0,0.6636889619319588,6.024397993167556
1311.9303518600782,0.0,0.0,0.0,333411849842.64557,199137804.86056194,0.034135713610330194,755123.361683062,1229.1661839585443,27190645887.5678,9.81260117733646e+18,2.4990350669181692e+25,0.33,0.441,22.12121212121212,9.755454545454546,52,1219.0,0.6636889619319588,6.024397993167556
1341.9303518600782,0.0,0.0,0.0,242389818482.60358,144772827.948246,0.022983448540499565,508421.74044135405,1052.3353222418398,23278932885.955853,9.82637153125091e+18,2.502542047044455e+25,0.33,0.441,22.12121212121212,9.755454545454546,52,1219.0,0.6636889619319588,6.024397993167556
1641.9303518600782,0.0,0.0,0.0,70649589934.8096,42197073.26106356,0.00510966354903122,113031.95123614518,651.8501899179157,14419716322.426622,9.842409141256124e+18,2.5066264431254e+25,0.33,0.441,22.12121212121212,9.755454545454546,52,1219.0,0.6636889619319588,6.024397993167556
2006.9303518600782,0.0,0.0,0.0,43965759003.72135,26259548.786768116,0.0032596085636118137,72106.4924677765,491.26722099573766,10867426403.845108,9.842441671056695e+18,2.5066347276883687e+25,0.33,0.441,22.12121212121212,9.755454545454546,52,1219.0,0.6636889619319588,6.024397993167556
2371.930351860078,0.0,0.0,0.0,32618662644.216347,19482237.59750013,0.0025828585788588414,57135.962502028924,407.8271174897985,9021630174.774332,9.842441254512347e+18,2.5066346216044765e+25,0.33,0.441,22.12121212121212,9.755454545454546,52,1219.0,0.6636889619319588,6.024397993167556
