,Area per package (m2),Total area (km2),Required st (y),#packages per GWe.y
3.0,0.0,0.0,6.0,48.089591567852445
5.0,0.0,0.0,6.0,48.089591567852445
10.0,54.611074077976234,0.002626224247491611,6.0,48.089591567852445
20.0,37.31646162331688,0.001794533398222749,6.0,48.089591567852445
50.0,23.714545454545455,0.0011404228051263626,6.0,48.089591567852445
100.0,23.912307692307692,0.0011499331103678931,6.0,48.089591567852445
