,Area per package (m2),Total area (km2),Required st (y),#packages per GWe.y
3.0,0.0,0.0,62.0,12.022397891963111
5.0,0.0,0.0,62.0,12.022397891963111
10.0,0.0,0.0,62.0,12.022397891963111
20.0,0.0,0.0,62.0,12.022397891963111
50.0,0.0,0.0,62.0,12.022397891963111
100.0,99.82214657936686,0.0012001015646070127,62.0,12.022397891963111
