,0
name,uox
id,snf
pkg_diameter,1.6
pkg_length,5.0
n_wf,21
-0.15038452564404994,2474200.1020536884
0.0,2508579.7630567593
0.00010958904109579074,2003193.1097892672
0.002849315068493051,1422291.9089058628
0.022027397260273873,747125.4574037726
0.10421917808219168,329750.99347578874
0.1864109589041095,222020.11290122516
1.0083287671232877,49359.34988364139
2.008328767123288,31487.818724489985
3.0083287671232877,24950.413871776007
4.008328767123287,21005.989637656337
5.008328767123287,18326.417104380882
5.108328767123288,18105.75702841773
5.508328767123287,17291.399743234302
5.758328767123287,16832.45590280747
6.008328767123287,16407.60862602561
8.008328767123288,13921.843032360437
10.008328767123288,12448.78082586201
11.508328767123288,11702.09907072297
15.00832876712329,10548.703714269755
20.00832876712329,9493.206996086352
23.00832876712329,8992.07414615164
25.00832876712329,8688.392959470588
30.00832876712329,8005.666139505426
35.00832876712329,7408.546297948487
40.00832876712329,6880.796886639354
45.00832876712329,6411.9254277267
50.00832876712329,5993.894483300892
60.00832876712329,5285.200668000498
70.0083287671233,4713.667806050574
80.0083287671233,4249.120215788784
90.00832876712329,3868.697729637594
100.00832876712329,3554.789348078346
125.00832876712329,2978.31714066936
150.0083287671233,2594.9776003884176
175.0083287671233,2325.070980883392
200.00832876712332,2124.174009639948
225.00832876712332,1967.067244163238
250.00832876712332,1839.08125165149
300.0083287671233,1638.619471474146
350.0083287671233,1484.559603873444
400.0083287671233,1359.8422984037638
450.0083287671233,1255.470456265788
500.0083287671233,1166.044323035844
600.0083287671233,1019.055434983572
700.0083287671233,901.7593067880531
800.0083287671232,805.2648450368789
900.0083287671232,724.4630373099118
1000.0083287671232,656.1105429638178
1250.0083287671232,526.1966747875721
1500.0083287671234,437.97378295822665
1750.0083287671234,377.42945940595445
2000.0083287671234,335.42415215653716
2250.008328767123,305.86833410708397
2500.008328767123,284.6857421417808
3000.0083287671227,257.4142868572362
4000.0083287671227,229.3500244817675
5000.008328767123,212.40874944296354
6000.008328767123,198.66172983584298
7000.008328767123,186.42002459736773
8000.008328767123,175.26187799679766
9000.008328767124,165.02903977889912
10000.008328767124,155.62361825716843
20000.008328767122,93.2228552562981
50000.00832876712,33.254991317405874
100000.0083287671,10.449256235760101
200000.0083287671,4.101653577302792
500000.0083287671,3.1358321258624295
1000000.0083287674,2.281956464034643
