,keff,burnup,Power (W/cm),Activity (Bq/g),Activity (Ci/GWe.y),Decay heat (W/g),Decay heat (W/GWe.y),Radiotoxicity (Sv/g),Radiotoxicity (Sv/GWe.y),I129 (atom/cm3),I129 (atom/GWe.y),Efficiency,Volume Model (cm3),SNF mass (t/GWe.y),SNF volume (m3/(GWe.y)),discharge step,discharge time,volume_Ueq,mass U
0.0,1.3325358736821298,0.0,236.4566929133858,95343.03351507435,56.94579365400349,7.303974651095998e-08,1.6157277258485088,0.004622721519227215,102260.20330411718,1000.0,2546761069.5215364,0.33,0.441,22.12121212121212,9.755454545454546,52,1219.0,0.6636889619319588,6.024397993167556
0.125,1.32883246619042,0.004906230738356724,236.4566929133858,541490512891.62616,323417515.42708945,0.044957483972880095,994514.039400075,60.57688350939513,1340034089.7532864,46491147900188.164,1.1840184554956716e+20,0.33,0.441,22.12121212121212,9.755454545454546,52,1219.0,0.6636889619319588,6.024397993167556
0.25,1.323453937086095,0.009812461476713448,236.4566929133858,592623470978.8732,353957836.7573816,0.05239536471848312,1159048.977105839,108.1198874274589,2391742964.3043942,251148090541353.88,6.396141796753901e+20,0.33,0.441,22.12121212121212,9.755454545454546,52,1219.0,0.6636889619319588,6.024397993167556
0.375,1.3155428677864813,0.014718692215070172,236.4566929133858,633499147280.7375,378371763.4213133,0.05806124087215756,1284385.0253537886,151.0018514154123,3340343985.8560905,594198007527149.6,1.51328035315741e+21,0.33,0.441,22.12121212121212,9.755454545454546,52,1219.0,0.6636889619319588,6.024397993167556
0.5,1.3092473363325354,0.019624922953426896,236.4566929133858,677085150627.5753,404404494.5111973,0.0631916195239541,1397875.2197723181,190.6609994079618,4217652411.1458225,1030292481934362.4,2.623908783211155e+21,0.33,0.441,22.12121212121212,9.755454545454546,52,1219.0,0.6636889619319588,6.024397993167556
0.6666666666666666,1.3049828199553288,0.026166563937902527,236.4566929133858,721244047719.7122,430779399.4107736,0.06820430262686741,1508761.8459882792,239.09634656001768,5289100999.660998,1699903257441131.8,4.329247438003921e+21,0.33,0.441,22.12121212121212,9.755454545454546,52,1219.0,0.6636889619319588,6.024397993167556
0.8333333333333334,1.2997797196704999,0.032708204922378165,236.4566929133858,761913106679.3585,455069919.1712169,0.07234510982525515,1600361.5203768564,283.89024379210673,6279996302.067817,2427083990275068.5,6.181203018891532e+21,0.33,0.441,22.12121212121212,9.755454545454546,52,1219.0,0.6636889619319588,6.024397993167556
1.0,1.2975358846371028,0.03924984590685379,236.4566929133858,800935710826.6359,478377056.3755452,0.07596608793734341,1680461.9452806273,325.98414936597345,7211164516.2775955,3185260826735881.5,8.112098269802927e+21,0.33,0.441,22.12121212121212,9.755454545454546,52,1219.0,0.6636889619319588,6.024397993167556
1.25,1.2958127736198264,0.04906230738356725,236.4566929133858,849249882444.7484,507233793.42381793,0.08019457472565839,1774001.198476686,384.83471221658806,8513010300.548768,4351536411475623.0,1.1082323525351569e+22,0.33,0.441,22.12121212121212,9.755454545454546,52,1219.0,0.6636889619319588,6.024397993167556
1.5,1.294416316561537,0.05887476886028069,236.4566929133858,891641627725.8671,532553226.7417226,0.08368363298610906,1851183.3963593824,439.62407749018644,9725017471.752611,5534019938923582.0,1.4093826538406532e+22,0.33,0.441,22.12121212121212,9.755454545454546,52,1219.0,0.6636889619319588,6.024397993167556
1.75,1.29073896236366,0.06868723033699414,236.4566929133858,935922551324.872,559001014.7458553,0.08715569017940553,1927989.510029274,491.52430410496265,10873113393.837055,6723596061736767.0,1.712339269721952e+22,0.33,0.441,22.12121212121212,9.755454545454546,52,1219.0,0.6636889619319588,6.024397993167556
2.0,1.29122440372123,0.07849969181370758,236.4566929133858,971146690178.5756,580039432.2248402,0.08988523846615434,1988370.4266755357,540.4024344918643,11954356884.213968,7916697123999129.0,2.0161936034594097e+22,0.33,0.441,22.12121212121212,9.755454545454546,52,1219.0,0.6636889619319588,6.024397993167556
2.5,1.2900694518683389,0.0981246147671345,236.4566929133858,1038347580852.5366,620176691.4728333,0.09502099801317893,2101979.6530188066,631.112348130187,13960970125.304138,1.0308920287172976e+16,2.625435685617292e+22,0.33,0.441,22.12121212121212,9.755454545454546,52,1219.0,0.6636889619319588,6.024397993167556
3.0,1.2881997439807824,0.11774953772056138,236.4566929133858,1096235989640.6476,654751859.2671869,0.0994584794415289,2200142.120979276,713.4495869425837,15782369650.548065,1.2707163545287722e+16,3.2362109421182043e+22,0.33,0.441,22.12121212121212,9.755454545454546,52,1219.0,0.6636889619319588,6.024397993167556
4.0,1.2876420634753332,0.15699938362741517,236.4566929133858,1194574053128.7803,713486502.6414624,0.1071207961899129,2369641.8551101945,857.7653029545545,18974808216.87348,1.7520295298329678e+16,4.462000599230724e+22,0.33,0.441,22.12121212121212,9.755454545454546,52,1219.0,0.6636889619319588,6.024397993167556
7.0,1.2873526849983612,0.27474892134797657,236.4566929133858,1382442586909.3955,825695254.1813391,0.12279681231602192,2716414.3330513947,1174.668122696712,25985082714.199997,3.2090445375123224e+16,8.172669698497128e+22,0.33,0.441,22.12121212121212,9.755454545454546,52,1219.0,0.6636889619319588,6.024397993167556
14.0,1.2805996743288373,0.5494978426959531,236.4566929133858,1579343814395.1594,943298987.325109,0.14234044572143867,3148743.1932318257,1586.1858202864273,35088352994.21491,6.685149632979021e+16,1.702547882919716e+23,0.33,0.441,22.12121212121212,9.755454545454546,52,1219.0,0.6636889619319588,6.024397993167556
21.0,1.2771241191776426,0.8242467640439296,236.4566929133858,1671215492999.675,998171435.3643515,0.15329710590663528,3391117.7973285993,1809.7888956758952,40034724055.86072,1.0260150256352691e+17,2.6130151240320447e+23,0.33,0.441,22.12121212121212,9.755454545454546,52,1219.0,0.6636889619319588,6.024397993167556
28.0,1.2724397821638387,1.0989956853919063,236.4566929133858,1728793775495.1719,1032561373.1821164,0.16066800375625062,3554170.9921837263,1951.252427937241,43164068860.42988,1.3924040379418674e+17,3.546120396874937e+23,0.33,0.441,22.12121212121212,9.755454545454546,52,1219.0,0.6636889619319588,6.024397993167556
42.0,1.2668568270173903,1.6484935280878592,236.4566929133858,1810703253759.996,1081483670.6548343,0.17065535511620641,3775103.310146385,2121.979049826764,46940748677.98599,2.148462861717223e+17,5.471621575534256e+23,0.33,0.441,22.12121212121212,9.755454545454546,52,1219.0,0.6636889619319588,6.024397993167556
56.0,1.2623143886457613,2.1979913707838126,236.4566929133858,1867011426039.5796,1115115006.2800035,0.17701035029391038,3915683.506501654,2222.872923497443,49172643459.18587,2.930784488396224e+17,7.464007838205098e+23,0.33,0.441,22.12121212121212,9.755454545454546,52,1219.0,0.6636889619319588,6.024397993167556
70.0,1.257421814179696,2.7474892134797653,236.4566929133858,1916692963517.1418,1144788433.6643293,0.1819847240623337,4025722.68380314,2296.2160275037554,50795081820.53763,3.735213934448142e+17,9.512697434586898e+23,0.33,0.441,22.12121212121212,9.755454545454546,52,1219.0,0.6636889619319588,6.024397993167556
