,Area per package (m2),Total area (km2),Required st (y),#packages per GWe.y
3.0,0.0,0.0,16.0,24.044795783926222
5.0,0.0,0.0,16.0,24.044795783926222
10.0,0.0,0.0,16.0,24.044795783926222
20.0,139.05979182566676,0.0033436642962034503,16.0,24.044795783926222
50.0,51.26910989146439,0.0012327552773639331,16.0,24.044795783926222
100.0,32.607249967861975,0.0007840346665526761,16.0,24.044795783926222
