,#packages per GWe.y,Area per package (m2),Total area (km2),Required st (y)
3.0,11.034124162615786,0.0,0.0,17.0
5.0,11.034124162615786,0.0,0.0,17.0
10.0,11.034124162615786,0.0,0.0,17.0
20.0,11.034124162615786,240.5331312878825,0.0026540724358532592,17.0
50.0,11.034124162615786,114.53944226270738,0.0012638424274434754,17.0
100.0,11.034124162615786,94.63143451595944,0.0010441749981355416,17.0
