,#packages per GWe.y,Area per package (m2),Total area (km2),Required st (y)
3.0,4.065203638858447,0.0,0.0,212.0
5.0,4.065203638858447,0.0,0.0,212.0
10.0,4.065203638858447,0.0,0.0,212.0
20.0,4.065203638858447,0.0,0.0,212.0
50.0,4.065203638858447,0.0,0.0,212.0
100.0,4.065203638858447,0.0,0.0,212.0
