Years,Waste
id,snf
n_wf,78
name,uox
pkg_diameter,2.1068
pkg_length,4.8875
0.0,153396.6043002163
0.0027397260273972603,111635.97717108697
0.021917808219178082,63647.40715746819
0.10410958904109589,29219.245752081482
0.1863013698630137,19670.912840146368
1.0082191780821912,3769.95271037691
2.00821917808219,2400.1091030020834
3.00821917808219,1967.7732524263142
4.00821917808219,1715.3763157773676
5.00821917808219,1546.0567866452857
5.10821917808219,1532.141076180738
5.50821917808219,1480.7625663731183
5.758219178082189,1451.7704726550985
6.008219178082189,1424.8899179187858
8.008219178082191,1265.7237187556007
10.008219178082191,1167.8598202574362
11.508219178082191,1116.02948925465
15.008219178082188,1030.7076725132147
20.008219178082193,945.1562067825307
23.008219178082186,902.2158940502069
25.008219178082186,875.609600453894
30.008219178082186,814.4072743774742
35.008219178082186,759.4497655443803
40.008219178082186,709.8344165966496
45.0082191780822,664.9681223817856
50.0082191780822,624.371607536623
60.00821917808219,554.3658056630129
70.00821917808219,496.9729312885528
80.00821917808219,449.86207058929455
90.00821917808217,411.10820962849266
100.00821917808217,379.1255935881078
125.00821917808216,320.8527770683413
150.00821917808216,282.95566074410067
175.0082191780822,256.9801712848886
200.0082191780822,238.07414267846548
225.0082191780822,223.46651388032376
250.00821917808224,211.5678697313217
300.00821917808224,192.5850973494519
350.00821917808224,177.36192444018315
400.0082191780822,164.43444220461342
450.0082191780822,153.12942646400867
500.00821917808213,143.07678672341848
600.0082191780821,125.86111864092483
700.0082191780821,111.60774946822397
800.0082191780818,99.63669248239937
900.0082191780818,89.50146094363754
1000.0082191780822,80.88084476897033
1250.0082191780823,64.4530373606366
1500.0082191780823,53.31488113773549
1750.0082191780823,45.70746659687005
2000.0082191780825,40.46639378130082
2250.008219178082,36.81351537200202
2500.0082191780816,34.22769062503536
3000.0082191780816,30.97542282312716
4000.0082191780816,27.81619793932582
5000.008219178081,26.029578712061124
6000.008219178084,24.606753510685945
7000.008219178084,23.336373101011464
8000.008219178082,22.16867578485035
9000.008219178082,21.087176124561946
10000.008219178082,20.08272666575748
20000.00821917808,13.041135169895435
50000.00821917808,4.964626958084436
100000.00821917808,1.3705351317266476
200000.0082191781,0.3600193479179221
500000.00821917807,0.3029237005232146
1000000.0082191781,0.2608175903640272
