Years,Waste
id,snf
n_wf,2
name,uox
pkg_diameter,0.82
pkg_length,5.0
0.0,190780.29617040657
0.0027397260273972603,135456.37227674885
0.021917808219178082,71154.80546702599
0.10410958904109589,31404.856521503796
0.1863013698630137,21144.772657259597
1.0082191780821919,4700.890465108724
2.0082191780821925,2998.839878522869
3.0082191780821916,2376.2298925501354
4.008219178082192,2000.5704416815684
5.008219178082192,1745.3730575601312
5.108219178082192,1724.3578122302724
5.508219178082192,1646.7999755461287
5.758219178082192,1603.0910383626726
6.008219178082192,1562.6293929548692
8.008219178082191,1325.8898126058318
10.008219178082191,1185.598173891693
11.508219178082191,1114.4856257831877
15.008219178082195,1004.6384489781175
20.008219178082193,904.1149520082512
23.008219178082193,856.3880139192644
25.008219178082193,827.4659961400652
30.0082191780822,762.4443942386852
35.0082191780822,705.5758378999138
40.0082191780822,655.3139892037535
45.00821917808219,610.6595645454913
50.00821917808219,570.847093647746
60.0082191780822,503.3524445715613
70.0082191780822,448.9207434334283
80.0082191780822,404.67811578944514
90.00821917808221,368.44740282264763
100.00821917808221,338.5513664836913
125.00821917808219,283.6492514924057
150.0082191780822,247.1407238465226
175.0082191780822,221.43533151270745
200.0082191780822,202.30228663240587
225.0082191780822,187.33973753939543
250.0082191780822,175.15059539544305
300.0082191780822,156.05899728332693
350.0082191780822,141.38662894041212
400.0082191780823,129.5087903242057
450.0082191780823,119.56861488251292
500.00821917808236,111.05184028913106
600.0082191780823,97.0528985699317
700.0082191780823,85.88183874171935
800.0082191780823,76.69189000351224
900.0082191780823,68.9964797438011
1000.0082191780822,62.486718377506435
1250.0082191780823,50.11396902738781
1500.0082191780823,41.71178885316448
1750.0082191780823,35.94566280056708
2000.0082191780823,31.94515734824163
2250.008219178082,29.130317534007993
2500.008219178082,27.112927823026745
3000.0082191780816,24.515646367355828
4000.0082191780816,21.84285947445405
5000.008219178081,20.229404708853668
6000.008219178082,18.920164746270757
7000.008219178082,17.754288056892165
8000.008219178082,16.691607428266447
9000.008219178082,15.717051407514203
10000.008219178082,14.821296976873183
20000.00821917808,8.878367167266486
50000.00821917808,3.1671420302291318
100000.00821917807,0.9951672605485807
200000.0082191781,0.3906336740288375
500000.00821917807,0.2986506786535647
1000000.0082191783,0.2173291870509184
