,Area per package (m2),Total area (km2),Required st (y),#packages per GWe.y
3.0,0.0,0.0,11.0,14.102159909993446
5.0,0.0,0.0,11.0,14.102159909993446
10.0,0.0,0.0,11.0,14.102159909993446
20.0,184.44447680666997,0.002601065506442737,11.0,14.102159909993446
50.0,89.31122377160081,0.0012594811593843226,11.0,14.102159909993446
100.0,58.29520855395271,0.0008220883530142589,11.0,14.102159909993446
