,0
name,uox
id,snf
pkg_diameter,2.1068
pkg_length,4.8875
n_wf,78
-0.3717941597506674,182371.57405682927
0.0,184955.90474728306
0.00010958904109579074,153396.6043002163
0.002849315068493051,111635.97717108694
0.022027397260273873,63647.40715746817
0.10421917808219168,29219.245752081428
0.1864109589041095,19670.912840146346
1.0083287671232863,3769.952710376889
2.008328767123287,2400.1091030020666
3.008328767123287,1967.7732524262854
4.008328767123287,1715.3763157773012
5.008328767123287,1546.0567866452484
5.108328767123287,1532.141076180677
5.5083287671232855,1480.7625663731005
5.7583287671232855,1451.7704726550792
6.0083287671232855,1424.889917918724
8.008328767123288,1265.7237187555866
10.008328767123288,1167.8598202574315
11.508328767123288,1116.0294892546333
15.008328767123285,1030.7076725131915
20.008328767123288,945.1562067825291
23.00832876712328,902.2158940501902
25.00832876712328,875.6096004538662
30.00832876712328,814.4072743774564
35.00832876712328,759.4497655443238
40.00832876712328,709.8344165965963
45.0083287671233,664.9681223817404
50.0083287671233,624.3716075365953
60.0083287671233,554.3658056629992
70.00832876712327,496.9729312885225
80.00832876712327,449.8620705892856
90.00832876712327,411.10820962845816
100.00832876712327,379.12559358804936
125.00832876712327,320.852777068292
150.00832876712326,282.9556607440758
175.00832876712326,256.98017128483593
200.00832876712326,238.07414267841048
225.00832876712326,223.46651388029125
250.00832876712332,211.5678697312752
300.0083287671233,192.58509734942868
350.0083287671233,177.36192444013838
400.0083287671233,164.434442204565
450.0083287671233,153.12942646394484
500.0083287671233,143.07678672336192
600.0083287671232,125.8611186409044
700.0083287671232,111.6077494681656
800.0083287671232,99.63669248235925
900.0083287671232,89.5014609436272
1000.0083287671232,80.8808447689554
1250.0083287671232,64.45303736063661
1500.0083287671234,53.3148811377355
1750.0083287671234,45.70746659687004
2000.0083287671234,40.46639378130084
2250.008328767123,36.813515372002016
2500.0083287671227,34.227690625035365
3000.0083287671227,30.975422823127168
4000.0083287671227,27.816197939325807
5000.008328767123,26.029578712061113
6000.008328767122,24.60675351068595
7000.008328767122,23.336373101011457
8000.008328767122,22.168675784850358
9000.008328767122,21.08717612456195
10000.008328767122,20.082726665757473
20000.008328767122,13.041135169895433
50000.00832876712,4.964626958084436
100000.00832876712,1.3705351317266479
200000.00832876714,0.3600193479179219
500000.0083287671,0.3029237005232145
1000000.008328767,0.2608175903640271
