,Area per package (m2),Total area (km2),Required st (y),#packages per GWe.y
3.0,22.967606590909096,0.002051321452333857,1.0,89.3136794299585
5.0,22.967606590909096,0.002051321452333857,1.0,89.3136794299585
10.0,22.967606590909096,0.002051321452333857,1.0,89.3136794299585
20.0,22.967606590909096,0.002051321452333857,1.0,89.3136794299585
50.0,22.967606590909096,0.002051321452333857,1.0,89.3136794299585
100.0,22.967606590909096,0.002051321452333857,1.0,89.3136794299585
