isotope,ST1-charged (g),ST1-discharged (g)
H3,0.000E+00,8.546E-02
HE4,0.000E+00,9.175E-01
LI6,0.000E+00,2.419E-04
LI7,0.000E+00,1.549E-05
BE9,0.000E+00,2.978E-05
BE10,0.000E+00,1.989E-04
C14,0.000E+00,4.018E-05
CO72,0.000E+00,1.179E-12
CO73,0.000E+00,3.658E-13
CO74,0.000E+00,6.607E-14
CO75,0.000E+00,6.588E-15
NI72,0.000E+00,4.478E-10
NI73,0.000E+00,6.146E-11
NI74,0.000E+00,6.027E-11
NI75,0.000E+00,6.817E-12
NI76,0.000E+00,2.629E-12
NI77,0.000E+00,1.749E-13
NI78,0.000E+00,2.759E-14
CU66,0.000E+00,1.149E-13
CU67,0.000E+00,1.210E-16
CU72,0.000E+00,2.199E-09
CU73,0.000E+00,1.889E-09
CU74,0.000E+00,3.598E-10
CU75,0.000E+00,4.759E-10
CU76,0.000E+00,1.019E-10
CU77,0.000E+00,6.338E-11
CU78,0.000E+00,9.353E-12
CU79,0.000E+00,3.548E-12
CU80,0.000E+00,2.319E-13
CU81,0.000E+00,1.429E-14
ZN66,0.000E+00,5.347E-08
ZN67,0.000E+00,2.229E-09
ZN68,0.000E+00,2.129E-03
ZN69,0.000E+00,5.128E-10
ZN69M,0.000E+00,4.987E-10
ZN70,0.000E+00,7.579E-03
ZN71,0.000E+00,3.158E-12
ZN71M,0.000E+00,3.249E-11
ZN72,0.000E+00,7.268E-05
ZN73,0.000E+00,1.879E-08
ZN74,0.000E+00,1.419E-07
ZN75,0.000E+00,2.459E-08
ZN76,0.000E+00,2.439E-08
ZN77,0.000E+00,6.958E-09
ZN78,0.000E+00,1.159E-08
ZN79,0.000E+00,1.279E-09
ZN80,0.000E+00,8.418E-10
ZN81,0.000E+00,3.628E-11
ZN82,0.000E+00,5.119E-12
ZN83,0.000E+00,3.019E-13
GA69,0.000E+00,5.658E-06
GA70,0.000E+00,1.669E-12
GA71,0.000E+00,2.259E-06
GA72,0.000E+00,2.209E-05
GA73,0.000E+00,1.489E-05
GA74,0.000E+00,7.807E-07
GA75,0.000E+00,3.788E-07
GA76,0.000E+00,1.889E-07
GA77,0.000E+00,1.619E-07
GA78,0.000E+00,1.049E-07
GA79,0.000E+00,7.186E-08
GA80,0.000E+00,4.078E-08
GA81,0.000E+00,1.010E-08
GA82,0.000E+00,8.418E-10
GA83,0.000E+00,2.279E-10
GA84,0.000E+00,2.119E-11
GE70,0.000E+00,3.308E-08
GE72,0.000E+00,3.288E-02
GE73,0.000E+00,6.657E-02
GE73M,0.000E+00,4.488E-10
GE74,0.000E+00,1.469E-01
GE75,0.000E+00,1.679E-05
GE75M,0.000E+00,7.588E-09
GE76,0.000E+00,7.478E-01
GE77,0.000E+00,2.369E-04
GE77M,0.000E+00,6.807E-07
GE78,0.000E+00,1.899E-04
GE79,0.000E+00,3.278E-06
GE80,0.000E+00,3.469E-06
GE81,0.000E+00,1.709E-06
GE82,0.000E+00,6.639E-07
GE83,0.000E+00,1.969E-07
GE84,0.000E+00,4.358E-08
GE85,0.000E+00,2.029E-09
GE86,0.000E+00,4.308E-10
GE87,0.000E+00,2.829E-11
GE88,0.000E+00,1.440E-12
AS75,0.000E+00,2.978E-01
AS76,0.000E+00,3.139E-05
AS77,0.000E+00,2.209E-03
AS78,0.000E+00,2.039E-04
AS79,0.000E+00,4.809E-05
AS80,0.000E+00,3.178E-06
AS81,0.000E+00,9.636E-06
AS82,0.000E+00,5.297E-06
AS82M,0.000E+00,1.399E-06
AS83,0.000E+00,5.959E-06
AS84,0.000E+00,2.129E-06
AS85,0.000E+00,4.238E-07
AS86,0.000E+00,9.947E-08
AS87,0.000E+00,1.569E-08
AS88,0.000E+00,6.447E-10
AS89,0.000E+00,7.026E-11
SE76,0.000E+00,1.220E-02
SE77,0.000E+00,1.509E+00
SE77M,0.000E+00,8.455E-10
SE78,0.000E+00,3.688E+00
SE79,0.000E+00,8.865E+00
SE79M,0.000E+00,2.089E-05
SE80,0.000E+00,2.019E+01
SE81,0.000E+00,3.618E-04
SE81M,0.000E+00,2.948E-05
SE82,0.000E+00,5.037E+01
SE83,0.000E+00,3.938E-04
SE83M,0.000E+00,2.958E-05
SE84,0.000E+00,2.359E-04
SE85,0.000E+00,2.639E-05
SE85M,0.000E+00,9.595E-06
SE86,0.000E+00,2.169E-05
SE87,0.000E+00,6.119E-06
SE88,0.000E+00,6.237E-07
SE89,0.000E+00,5.037E-08
SE90,0.000E+00,1.999E-08
SE91,0.000E+00,1.059E-09
SE92,0.000E+00,8.655E-11
BR79,0.000E+00,1.989E-04
BR79M,0.000E+00,6.616E-13
BR80,0.000E+00,6.798E-09
BR80M,0.000E+00,6.607E-08
BR81,0.000E+00,3.198E+01
BR82,0.000E+00,6.657E-03
BR82M,0.000E+00,7.446E-06
BR83,0.000E+00,6.306E-03
BR84,0.000E+00,2.369E-03
BR84M,0.000E+00,1.899E-05
BR85,0.000E+00,2.569E-04
BR86,0.000E+00,5.826E-05
BR86M,0.000E+00,4.786E-06
BR87,0.000E+00,1.359E-04
BR88,0.000E+00,4.128E-05
BR89,0.000E+00,7.697E-06
BR90,0.000E+00,1.709E-06
BR91,0.000E+00,2.309E-07
BR92,0.000E+00,1.529E-08
BR93,0.000E+00,1.759E-09
BR94,0.000E+00,8.377E-11
BR95,0.000E+00,7.756E-12
BR96,0.000E+00,2.958E-13
KR79,0.000E+00,1.019E-12
KR80,0.000E+00,3.598E-04
KR81,0.000E+00,4.238E-05
KR81M,0.000E+00,3.888E-12
KR82,0.000E+00,2.009E+00
KR83,0.000E+00,5.785E+01
KR83M,0.000E+00,4.846E-03
KR84,0.000E+00,1.729E+02
KR85,0.000E+00,3.408E+01
KR85M,0.000E+00,2.449E-02
KR86,0.000E+00,2.819E+02
KR87,0.000E+00,1.330E-02
KR88,0.000E+00,4.208E-02
KR89,0.000E+00,9.436E-04
KR90,0.000E+00,1.599E-04
KR91,0.000E+00,3.239E-05
KR92,0.000E+00,3.568E-06
KR93,0.000E+00,9.394E-07
KR94,0.000E+00,5.147E-08
KR95,0.000E+00,1.959E-08
KR96,0.000E+00,2.639E-09
KR97,0.000E+00,5.617E-11
KR98,0.000E+00,9.714E-12
RB85,0.000E+00,1.469E+02
RB86,0.000E+00,3.418E-02
RB86M,0.000E+00,1.299E-07
RB87,0.000E+00,3.618E+02
RB88,0.000E+00,4.488E-03
RB89,0.000E+00,4.919E-03
RB90,0.000E+00,8.007E-04
RB90M,0.000E+00,3.359E-04
RB91,0.000E+00,3.938E-04
RB92,0.000E+00,2.728E-05
RB93,0.000E+00,2.749E-05
RB94,0.000E+00,6.908E-06
RB95,0.000E+00,4.567E-07
RB96,0.000E+00,8.108E-08
RB97,0.000E+00,1.309E-08
RB98,0.000E+00,2.459E-09
RB99,0.000E+00,1.369E-10
RB100,0.000E+00,1.619E-11
SR86,0.000E+00,8.897E-01
SR87,0.000E+00,7.638E-03
SR87M,0.000E+00,8.094E-07
SR88,0.000E+00,5.188E+02
SR89,0.000E+00,2.469E+01
SR90,0.000E+00,7.775E+02
