isotope,ST1-charged (g),ST1-discharged (g)
KR89,0.000E+00,9.894E-04
KR90,0.000E+00,1.631E-04
KR91,0.000E+00,3.144E-05
KR92,0.000E+00,4.081E-06
KR93,0.000E+00,1.230E-06
KR94,0.000E+00,5.761E-08
KR95,0.000E+00,3.321E-08
KR96,0.000E+00,5.550E-09
KR97,0.000E+00,6.451E-11
KR98,0.000E+00,3.080E-11
RB85,0.000E+00,1.435E+02
RB86,0.000E+00,1.797E-01
RB86M,0.000E+00,8.208E-08
RB87,0.000E+00,3.339E+02
RB88,0.000E+00,5.276E-03
RB89,0.000E+00,5.979E-03
RB90,0.000E+00,8.983E-04
RB90M,0.000E+00,5.171E-04
RB91,0.000E+00,4.541E-04
RB92,0.000E+00,3.158E-05
RB93,0.000E+00,3.116E-05
RB94,0.000E+00,7.971E-06
RB95,0.000E+00,4.621E-07
RB96,0.000E+00,1.090E-07
RB97,0.000E+00,9.614E-09
RB98,0.000E+00,5.391E-09
RB99,0.000E+00,3.301E-10
RB100,0.000E+00,5.391E-11
SR86,0.000E+00,4.797E+00
SR87,0.000E+00,8.807E-02
SR87M,0.000E+00,5.371E-07
SR88,0.000E+00,4.382E+02
SR89,0.000E+00,2.879E+01
SR90,0.000E+00,6.463E+02
SR91,0.000E+00,3.126E-01
SR92,0.000E+00,1.050E-01
SR93,0.000E+00,5.820E-03
SR94,0.000E+00,9.734E-04
SR95,0.000E+00,3.009E-04
SR96,0.000E+00,2.975E-05
SR97,0.000E+00,7.501E-07
SR98,0.000E+00,1.500E-06
SR99,0.000E+00,3.720E-07
SR100,0.000E+00,1.740E-07
SR101,0.000E+00,7.001E-09
SR102,0.000E+00,1.150E-09
SR103,0.000E+00,1.290E-11
SR104,0.000E+00,7.771E-13
Y89,0.000E+00,5.466E+02
Y89M,0.000E+00,2.070E-10
Y90,0.000E+00,1.987E-01
Y90M,0.000E+00,4.300E-06
Y91,0.000E+00,4.618E+01
Y91M,0.000E+00,1.572E-02
Y92,0.000E+00,1.383E-01
Y93,0.000E+00,4.981E-01
Y94,0.000E+00,1.700E-02
Y95,0.000E+00,1.045E-02
Y96,0.000E+00,9.670E-05
Y97,0.000E+00,4.929E-05
Y98,0.000E+00,5.781E-06
Y99,0.000E+00,4.331E-06
Y100,0.000E+00,1.970E-06
Y101,0.000E+00,9.015E-07
Y102,0.000E+00,7.361E-08
Y103,0.000E+00,1.710E-08
Y104,0.000E+00,6.151E-10
Y105,0.000E+00,3.711E-11
Y107,0.000E+00,9.351E-15
ZR90,0.000E+00,3.907E+01
ZR90M,0.000E+00,1.400E-12
ZR91,0.000E+00,7.494E+02
ZR92,0.000E+00,9.622E+02
ZR93,0.000E+00,1.176E+03
ZR94,0.000E+00,1.343E+03
ZR95,0.000E+00,9.478E+01
ZR96,0.000E+00,1.556E+03
ZR97,0.000E+00,1.156E+00
ZR98,0.000E+00,6.075E-04
ZR99,0.000E+00,4.670E-05
ZR100,0.000E+00,1.248E-04
ZR101,0.000E+00,3.502E-05
ZR102,0.000E+00,1.921E-04
ZR103,0.000E+00,4.545E-06
ZR104,0.000E+00,2.370E-06
ZR105,0.000E+00,4.631E-08
ZR106,0.000E+00,6.151E-09
ZR107,0.000E+00,7.251E-11
ZR108,0.000E+00,5.431E-11
ZR109,0.000E+00,1.801E-12
NB93,0.000E+00,2.161E-04
NB93M,0.000E+00,1.089E-03
NB94,0.000E+00,6.004E-03
NB94M,0.000E+00,1.330E-08
NB95,0.000E+00,5.161E+01
NB95M,0.000E+00,6.517E-02
NB96,0.000E+00,7.202E-03
NB97,0.000E+00,8.535E-02
NB97M,0.000E+00,8.943E-04
NB98,0.000E+00,5.586E-05
NB98M,0.000E+00,1.085E-03
NB99,0.000E+00,2.887E-04
NB99M,0.000E+00,1.759E-04
NB100,0.000E+00,2.828E-05
NB100M,0.000E+00,2.840E-05
NB101,0.000E+00,1.437E-04
NB102,0.000E+00,5.817E-05
NB103,0.000E+00,2.051E-04
NB104,0.000E+00,6.541E-06
NB105,0.000E+00,3.381E-06
NB106,0.000E+00,2.280E-07
NB107,0.000E+00,2.991E-08
NB108,0.000E+00,3.600E-09
NB109,0.000E+00,1.100E-09
NB110,0.000E+00,1.550E-11
NB111,0.000E+00,1.801E-12
MO95,0.000E+00,1.321E+03
MO96,0.000E+00,3.902E+01
MO97,0.000E+00,1.637E+03
MO98,0.000E+00,1.823E+03
MO99,0.000E+00,5.269E+00
MO100,0.000E+00,2.091E+03
MO101,0.000E+00,2.199E-02
MO102,0.000E+00,1.680E-02
MO103,0.000E+00,1.497E-03
MO104,0.000E+00,2.132E-03
MO105,0.000E+00,7.667E-04
MO106,0.000E+00,7.241E-05
MO107,0.000E+00,1.502E-05
MO108,0.000E+00,8.855E-07
MO109,0.000E+00,3.100E-07
MO110,0.000E+00,3.840E-08
MO111,0.000E+00,1.040E-09
MO112,0.000E+00,1.390E-10
MO113,0.000E+00,5.621E-12
MO114,0.000E+00,5.120E-13
MO115,0.000E+00,1.070E-14
TC99,0.000E+00,1.861E+03
TC99M,0.000E+00,4.145E-01
TC100,0.000E+00,2.680E-05
TC101,0.000E+00,2.139E-02
TC102,0.000E+00,1.339E-04
TC102M,0.000E+00,1.280E-05
TC103,0.000E+00,1.276E-03
TC104,0.000E+00,2.651E-02
TC105,0.000E+00,9.031E-03
TC106,0.000E+00,5.707E-04
TC107,0.000E+00,2.374E-04
TC108,0.000E+00,1.920E-05
TC109,0.000E+00,1.249E-04
TC110,0.000E+00,3.051E-07
TC111,0.000E+00,1.020E-07
TC112,0.000E+00,4.280E-09
TC113,0.000E+00,1.420E-09
TC114,0.000E+00,7.501E-11
TC115,0.000E+00,1.650E-11
TC116,0.000E+00,6.250E-13
TC117,0.000E+00,3.890E-14
RU99,0.000E+00,1.203E-02
RU100,0.000E+00,7.223E+01
RU101,0.000E+00,1.992E+03
RU102,0.000E+00,2.373E+03
RU103,0.000E+00,9.119E+01
RU104,0.000E+00,2.145E+03
RU105,0.000E+00,3.167E-01
RU106,0.000E+00,4.974E+02
RU107,0.000E+00,2.802E-03
RU108,0.000E+00,2.099E-03
RU109,0.000E+00,2.000E-04
RU110,0.000E+00,3.257E-05
RU111,0.000E+00,1.363E-05
RU112,0.000E+00,1.790E-07
RU113,0.000E+00,2.661E-07
RU114,0.000E+00,1.360E-07
RU115,0.000E+00,5.381E-09
RU116,0.000E+00,2.271E-09
RU117,0.000E+00,7.321E-11
RU118,0.000E+00,9.510E-10
RU120,0.000E+00,1.260E-13
RH103,0.000E+00,2.197E+03
RH103M,0.000E+00,8.959E-02
RH104,0.000E+00,7.371E-09
RH104M,0.000E+00,2.840E-09
RH105,0.000E+00,2.532E+00
RH105M,0.000E+00,1.892E-04
RH106,0.000E+00,4.667E-04
RH106M,0.000E+00,5.188E-05
RH107,0.000E+00,1.454E-02
RH108,0.000E+00,1.339E-04
RH108M,0.000E+00,3.798E-05
RH109,0.000E+00,5.310E-04
RH109M,0.000E+00,1.490E-04
RH110,0.000E+00,6.445E-05
RH110M,0.000E+00,5.631E-07
RH111,0.000E+00,8.176E-05
RH112,0.000E+00,3.140E-06
RH113,0.000E+00,3.120E-07
RH114,0.000E+00,2.911E-07
RH115,0.000E+00,4.690E-07
RH116,0.000E+00,2.280E-08
RH117,0.000E+00,1.090E-08
RH118,0.000E+00,3.611E-09
RH119,0.000E+00,2.610E-09
RH120,0.000E+00,2.831E-11
RH121,0.000E+00,7.111E-12
RH122,0.000E+00,5.151E-13
RH123,0.000E+00,8.599E-14
PD104,0.000E+00,1.371E-02
PD105,0.000E+00,1.582E+03
PD106,0.000E+00,1.091E+03
PD107,0.000E+00,9.199E+02
PD107M,0.000E+00,9.391E-10
PD108,0.000E+00,7.603E+02
PD109,0.000E+00,3.031E-01
PD109M,0.000E+00,8.320E-04
PD110,0.000E+00,2.088E+02
PD111,0.000E+00,1.849E-03
PD111M,0.000E+00,7.135E-04
PD112,0.000E+00,5.300E-02
PD113,0.000E+00,4.446E-05
PD114,0.000E+00,5.166E-05
PD115,0.000E+00,1.070E-05
PD116,0.000E+00,2.650E-06
PD117,0.000E+00,6.691E-07
PD118,0.000E+00,2.461E-07
PD119,0.000E+00,2.280E-07
PD120,0.000E+00,5.231E-08
PD121,0.000E+00,2.780E-09
PD122,0.000E+00,1.830E-09
PD123,0.000E+00,1.320E-10
PD124,0.000E+00,6.591E-11
PD126,0.000E+00,1.230E-12
AG107,0.000E+00,2.004E-04
AG108,0.000E+00,5.570E-11
AG108M,0.000E+00,1.001E-05
AG109,0.000E+00,4.907E+02
AG109M,0.000E+00,2.477E-04
AG110,0.000E+00,2.213E-05
AG110M,0.000E+00,4.491E-01
AG111,0.000E+00,9.127E-01
AG111M,0.000E+00,9.087E-05
AG112,0.000E+00,8.288E-03
AG113,0.000E+00,8.511E-03
AG113M,0.000E+00,3.341E-06
AG114,0.000E+00,1.700E-06
AG115,0.000E+00,2.784E-04
AG115M,0.000E+00,1.560E-06
AG116,0.000E+00,2.016E-05
AG116M,0.000E+00,1.070E-06
AG117,0.000E+00,8.599E-06
AG117M,0.000E+00,6.231E-07
AG118,0.000E+00,2.991E-08
AG118M,0.000E+00,4.101E-07
AG119,0.000E+00,1.431E-06
AG120,0.000E+00,1.177E-07
AG121,0.000E+00,1.560E-07
AG122,0.000E+00,2.641E-09
AG123,0.000E+00,1.190E-08
AG124,0.000E+00,1.790E-09
AG125,0.000E+00,1.180E-09
AG126,0.000E+00,1.630E-10
AG128,0.000E+00,1.610E-11
CD108,0.000E+00,1.757E-05
CD109,0.000E+00,1.880E-07
CD110,0.000E+00,3.958E+01
CD111,0.000E+00,1.087E+02
CD111M,0.000E+00,2.220E-06
CD112,0.000E+00,7.409E+01
CD113,0.000E+00,3.933E+01
CD113M,0.000E+00,2.232E+00
CD114,0.000E+00,3.550E+01
CD115,0.000E+00,5.415E-02
CD115M,0.000E+00,1.736E-01
CD116,0.000E+00,2.178E+01
CD117,0.000E+00,1.526E-03
CD117M,0.000E+00,1.100E-03
CD118,0.000E+00,7.621E-04
CD119,0.000E+00,2.036E-05
CD119M,0.000E+00,1.666E-05
CD120,0.000E+00,1.224E-05
CD121,0.000E+00,3.201E-06
CD122,0.000E+00,1.150E-06
CD123,0.000E+00,1.610E-06
CD124,0.000E+00,2.710E-06
CD125,0.000E+00,2.151E-07
CD126,0.000E+00,2.730E-07
CD127,0.000E+00,2.851E-08
CD128,0.000E+00,4.271E-08
CD129,0.000E+00,3.571E-09
CD130,0.000E+00,1.130E-08
CD131,0.000E+00,5.131E-10
CD132,0.000E+00,6.131E-11
IN113,0.000E+00,1.662E-01
IN113M,0.000E+00,7.651E-13
IN114,0.000E+00,2.171E-08
IN114M,0.000E+00,8.400E-04
IN115,0.000E+00,2.534E+01
IN115M,0.000E+00,4.555E-03
IN116,0.000E+00,1.170E-07
IN116M,0.000E+00,9.486E-05
IN117,0.000E+00,4.003E-04
IN117M,0.000E+00,1.335E-03
IN118,0.000E+00,6.674E-05
IN118M,0.000E+00,1.570E-09
IN119,0.000E+00,1.001E-05
IN119M,0.000E+00,2.044E-04
IN120,0.000E+00,6.231E-06
IN120M,0.000E+00,3.691E-07
IN121,0.000E+00,4.901E-06
IN121M,0.000E+00,1.399E-05
IN122,0.000E+00,2.710E-06
IN122M,0.000E+00,5.811E-08
IN123,0.000E+00,1.320E-06
IN123M,0.000E+00,5.570E-06
IN124,0.000E+00,1.240E-06
IN125,0.000E+00,6.851E-07
IN125M,0.000E+00,2.891E-06
IN126,0.000E+00,8.024E-07
IN127,0.000E+00,5.461E-07
IN127M,0.000E+00,9.934E-07
IN128,0.000E+00,1.710E-06
IN129,0.000E+00,3.090E-07
IN130,0.000E+00,2.871E-07
IN131,0.000E+00,8.384E-08
IN132,0.000E+00,9.950E-09
IN133,0.000E+00,1.460E-09
IN134,0.000E+00,6.941E-11
SN114,0.000E+00,7.417E-03
SN115,0.000E+00,8.511E-01
SN116,0.000E+00,1.668E+00
SN117,0.000E+00,2.143E+01
SN117M,0.000E+00,3.704E-04
SN118,0.000E+00,2.279E+01
SN119,0.000E+00,2.172E+01
SN119M,0.000E+00,1.344E-01
SN120,0.000E+00,2.268E+01
SN121,0.000E+00,2.693E-02
SN121M,0.000E+00,4.738E-02
SN122,0.000E+00,2.551E+01
SN123,0.000E+00,1.989E+00
SN123M,0.000E+00,4.308E-04
SN124,0.000E+00,4.037E+01
SN125,0.000E+00,1.948E-01
SN125M,0.000E+00,3.158E-04
SN126,0.000E+00,9.830E+01
SN127,0.000E+00,1.004E-02
SN127M,0.000E+00,1.904E-04
SN128,0.000E+00,1.004E-02
SN129,0.000E+00,9.319E-04
SN129M,0.000E+00,3.129E-04
SN130,0.000E+00,1.394E-03
SN131,0.000E+00,3.665E-04
SN132,0.000E+00,1.242E-04
SN133,0.000E+00,1.710E-06
SN134,0.000E+00,2.231E-07
SN135,0.000E+00,1.020E-08
SN136,0.000E+00,1.500E-09
SB121,0.000E+00,2.333E+01
SB122,0.000E+00,4.526E-03
SB122M,0.000E+00,4.991E-08
SB123,0.000E+00,2.848E+01
SB124,0.000E+00,1.058E-01
SB125,0.000E+00,4.215E+01
SB126,0.000E+00,5.322E-02
SB126M,0.000E+00,1.964E-05
SB127,0.000E+00,7.503E-01
SB128,0.000E+00,1.202E-02
SB128M,0.000E+00,1.998E-03
SB129,0.000E+00,9.950E-02
SB130,0.000E+00,1.043E-03
SB130M,0.000E+00,1.699E-02
SB131,0.000E+00,2.125E-02
SB132,0.000E+00,1.069E-03
SB132M,0.000E+00,1.324E-03
SB133,0.000E+00,1.258E-03
SB134,0.000E+00,1.759E-06
SB134M,0.000E+00,1.932E-05
SB135,0.000E+00,2.060E-06
SB136,0.000E+00,7.271E-08
SB137,0.000E+00,2.000E-08
SB138,0.000E+00,1.350E-09
SB139,0.000E+00,1.420E-10
TE122,0.000E+00,8.056E-01
TE123,0.000E+00,9.327E-03
TE123M,0.000E+00,9.870E-04
TE124,0.000E+00,8.256E-01
TE125,0.000E+00,2.451E+01
TE125M,0.000E+00,5.376E-01
TE126,0.000E+00,5.135E+00
TE127,0.000E+00,7.658E-02
TE127M,0.000E+00,3.403E+00
TE128,0.000E+00,3.170E+02
TE129,0.000E+00,2.530E-02
TE129M,0.000E+00,4.762E+00
TE130,0.000E+00,9.494E+02
TE131,0.000E+00,2.485E-02
TE131M,0.000E+00,3.027E-01
TE132,0.000E+00,7.113E+00
TE133,0.000E+00,1.531E-02
TE133M,0.000E+00,3.548E-02
TE134,0.000E+00,6.517E-02
TE135,0.000E+00,2.922E-04
TE136,0.000E+00,1.506E-04
TE137,0.000E+00,1.022E-05
TE138,0.000E+00,1.451E-06
TE139,0.000E+00,9.998E-08
TE140,0.000E+00,2.630E-08
TE141,0.000E+00,4.170E-10
TE142,0.000E+00,1.110E-10
I127,0.000E+00,1.861E+02
I128,0.000E+00,3.605E-04
I129,0.000E+00,5.769E+02
I130,0.000E+00,4.801E-04
I130M,0.000E+00,3.104E-06
I131,0.000E+00,1.313E+01
I132,0.000E+00,2.127E-01
I133,0.000E+00,2.454E+00
I133M,0.000E+00,1.403E-05
I134,0.000E+00,1.106E-01
I134M,0.000E+00,9.958E-04
I135,0.000E+00,7.734E-01
I136,0.000E+00,1.275E-03
I136M,0.000E+00,3.929E-04
I137,0.000E+00,3.496E-04
I138,0.000E+00,4.890E-05
I139,0.000E+00,8.104E-06
I140,0.000E+00,9.694E-07
I141,0.000E+00,9.742E-08
I142,0.000E+00,1.110E-08
I143,0.000E+00,1.431E-09
I144,0.000E+00,5.391E-11
XE128,0.000E+00,9.742E+00
XE129,0.000E+00,6.002E-02
XE129M,0.000E+00,7.561E-08
XE130,0.000E+00,1.012E+00
XE131,0.000E+00,1.605E+03
XE131M,0.000E+00,1.372E-01
XE132,0.000E+00,2.299E+03
XE133,0.000E+00,1.524E+01
XE133M,0.000E+00,2.828E-01
XE134,0.000E+00,3.108E+03
XE134M,0.000E+00,9.798E-08
XE135,0.000E+00,1.226E+00
XE135M,0.000E+00,7.124E-03
XE136,0.000E+00,2.868E+03
XE137,0.000E+00,7.386E-03
XE138,0.000E+00,2.048E-02
XE139,0.000E+00,9.055E-04
XE140,0.000E+00,1.837E-04
XE141,0.000E+00,1.073E-05
XE142,0.000E+00,2.955E-06
XE143,0.000E+00,1.440E-07
XE144,0.000E+00,1.150E-07
XE145,0.000E+00,1.540E-08
XE146,0.000E+00,1.070E-09
XE147,0.000E+00,3.170E-11
CS133,0.000E+00,2.800E+03
CS134,0.000E+00,6.621E+01
CS134M,0.000E+00,2.159E-03
CS135,0.000E+00,3.166E+03
CS135M,0.000E+00,2.991E-05
CS136,0.000E+00,2.510E+00
CS137,0.000E+00,2.793E+03
CS138,0.000E+00,6.007E-02
CS138M,0.000E+00,2.777E-04
CS139,0.000E+00,1.650E-02
CS140,0.000E+00,1.641E-03
CS141,0.000E+00,5.248E-04
CS142,0.000E+00,2.028E-05
CS143,0.000E+00,9.470E-06
CS144,0.000E+00,2.320E-06
CS145,0.000E+00,3.450E-07
CS146,0.000E+00,2.191E-08
CS147,0.000E+00,1.781E-08
CS148,0.000E+00,4.650E-10
CS150,0.000E+00,2.971E-13
BA134,0.000E+00,3.391E+01
BA135,0.000E+00,3.822E-02
BA135M,0.000E+00,6.481E-06
BA136,0.000E+00,1.236E+02
BA136M,0.000E+00,1.100E-07
BA137,0.000E+00,1.358E+02
BA137M,0.000E+00,4.261E-04
BA138,0.000E+00,2.860E+03
BA139,0.000E+00,1.506E-01
BA140,0.000E+00,3.110E+01
BA141,0.000E+00,3.160E-02
BA142,0.000E+00,1.594E-02
BA143,0.000E+00,2.887E-04
BA144,0.000E+00,1.654E-04
BA145,0.000E+00,5.221E-05
BA146,0.000E+00,8.192E-06
BA147,0.000E+00,2.570E-06
BA148,0.000E+00,1.761E-06
BA149,0.000E+00,4.070E-08
BA150,0.000E+00,6.711E-09
BA152,0.000E+00,8.935E-12
LA138,0.000E+00,3.831E-03
LA139,0.000E+00,2.642E+03
LA140,0.000E+00,4.115E+00
LA141,0.000E+00,4.032E-01
LA142,0.000E+00,1.419E-01
LA143,0.000E+00,1.981E-02
LA144,0.000E+00,7.992E-04
LA145,0.000E+00,4.528E-04
LA146,0.000E+00,8.975E-05
LA147,0.000E+00,5.605E-05
LA148,0.000E+00,3.230E-06
LA149,0.000E+00,2.320E-06
LA150,0.000E+00,1.240E-07
LA151,0.000E+00,2.980E-08
LA152,0.000E+00,1.370E-09
LA153,0.000E+00,2.320E-10
LA154,0.000E+00,4.551E-12
CE140,0.000E+00,2.459E+03
CE141,0.000E+00,8.168E+01
CE142,0.000E+00,2.196E+03
CE143,0.000E+00,2.971E+00
CE144,0.000E+00,4.807E+02
CE145,0.000E+00,3.419E-03
CE146,0.000E+00,1.230E-02
CE147,0.000E+00,8.000E-04
CE148,0.000E+00,3.758E-04
CE149,0.000E+00,5.541E-06
CE150,0.000E+00,2.770E-06
CE151,0.000E+00,1.020E-06
CE152,0.000E+00,4.137E-06
CE153,0.000E+00,1.200E-07
CE154,0.000E+00,3.571E-08
CE155,0.000E+00,9.343E-10
CE156,0.000E+00,1.490E-10
CE157,0.000E+00,3.480E-12
PR141,0.000E+00,2.450E+03
PR142,0.000E+00,3.218E-02
PR142M,0.000E+00,4.850E-10
PR143,0.000E+00,2.899E+01
PR144,0.000E+00,2.030E-02
PR144M,0.000E+00,1.016E-04
PR145,0.000E+00,3.720E-01
PR146,0.000E+00,2.107E-02
PR147,0.000E+00,8.495E-03
PR148,0.000E+00,1.173E-03
PR149,0.000E+00,1.041E-03
PR150,0.000E+00,6.688E-05
PR151,0.000E+00,1.335E-05
PR152,0.000E+00,1.431E-05
PR153,0.000E+00,5.001E-06
PR154,0.000E+00,2.730E-07
PR155,0.000E+00,1.100E-07
PR156,0.000E+00,6.381E-09
PR157,0.000E+00,1.210E-09
PR158,0.000E+00,3.531E-11
PR159,0.000E+00,1.660E-12
ND142,0.000E+00,1.947E+01
ND143,0.000E+00,1.984E+03
ND144,0.000E+00,1.416E+03
ND145,0.000E+00,1.403E+03
ND146,0.000E+00,1.385E+03
ND147,0.000E+00,1.184E+01
ND148,0.000E+00,8.431E+02
ND149,0.000E+00,5.139E-02
ND150,0.000E+00,5.106E+02
ND151,0.000E+00,3.695E-03
ND152,0.000E+00,2.462E-03
ND153,0.000E+00,1.428E-04
ND154,0.000E+00,9.159E-01
ND155,0.000E+00,1.907E-05
ND156,0.000E+00,1.892E-05
ND157,0.000E+00,3.941E-07
ND158,0.000E+00,1.210E-07
ND159,0.000E+00,2.220E-09
ND160,0.000E+00,2.720E-10
ND161,0.000E+00,4.951E-12
PM147,0.000E+00,5.753E+02
PM148,0.000E+00,4.766E-01
PM148M,0.000E+00,3.449E+00
PM149,0.000E+00,1.594E+00
PM150,0.000E+00,1.382E-04
PM151,0.000E+00,5.101E-01
PM152,0.000E+00,8.919E-04
PM152M,0.000E+00,2.391E-05
PM153,0.000E+00,7.592E-04
PM154,0.000E+00,2.633E-04
PM154M,0.000E+00,1.935E-05
PM155,0.000E+00,4.157E-05
PM156,0.000E+00,8.863E-06
PM157,0.000E+00,2.607E-05
PM158,0.000E+00,5.281E-07
PM159,0.000E+00,1.451E-07
PM160,0.000E+00,6.831E-09
PM161,0.000E+00,7.791E-10
PM162,0.000E+00,4.690E-12
SM147,0.000E+00,3.574E+02
SM148,0.000E+00,1.185E+02
SM149,0.000E+00,6.300E+02
SM150,0.000E+00,7.740E+01
SM151,0.000E+00,3.634E+02
SM152,0.000E+00,3.679E+02
SM153,0.000E+00,4.386E-01
SM154,0.000E+00,1.482E+02
SM155,0.000E+00,1.705E-03
SM156,0.000E+00,2.603E-02
SM157,0.000E+00,2.696E-04
SM158,0.000E+00,9.015E-04
SM159,0.000E+00,2.868E-05
SM160,0.000E+00,3.019E-05
SM161,0.000E+00,2.350E-07
SM162,0.000E+00,3.090E-08
SM163,0.000E+00,3.040E-10
SM164,0.000E+00,3.861E-11
SM165,0.000E+00,4.041E-13
EU151,0.000E+00,4.943E+00
EU152,0.000E+00,3.846E-01
EU152M,0.000E+00,3.138E-04
EU153,0.000E+00,1.797E+02
EU154,0.000E+00,2.191E+01
EU155,0.000E+00,8.200E+01
EU156,0.000E+00,1.367E+00
EU157,0.000E+00,3.202E-02
EU158,0.000E+00,9.814E-04
EU159,0.000E+00,2.224E-04
EU160,0.000E+00,6.401E-06
EU161,0.000E+00,2.000E-06
EU162,0.000E+00,3.800E-06
EU163,0.000E+00,4.010E-08
EU164,0.000E+00,1.250E-09
EU165,0.000E+00,1.910E-10
GD152,0.000E+00,2.347E-01
GD153,0.000E+00,1.468E-03
GD154,0.000E+00,2.783E+00
GD155,0.000E+00,2.325E+01
GD156,0.000E+00,7.900E+01
GD157,0.000E+00,4.485E+01
GD158,0.000E+00,3.878E+01
GD159,0.000E+00,1.648E-02
