isotope,ST1-charged (g),ST1-discharged (g)
BE9,0.000E+00,1.979E-18
C14,0.000E+00,1.567E-05
CO72,0.000E+00,3.381E-14
CO73,0.000E+00,6.583E-15
CO74,0.000E+00,6.529E-16
CO75,0.000E+00,8.060E-17
NI66,0.000E+00,2.203E-07
NI72,0.000E+00,1.372E-10
NI73,0.000E+00,4.760E-11
NI74,0.000E+00,1.890E-11
NI75,0.000E+00,5.287E-12
NI76,0.000E+00,5.177E-13
NI77,0.000E+00,2.911E-14
NI78,0.000E+00,2.599E-15
CU66,0.000E+00,3.458E-10
CU67,0.000E+00,7.279E-07
CU72,0.000E+00,2.259E-09
CU73,0.000E+00,2.568E-09
CU74,0.000E+00,9.383E-10
CU75,0.000E+00,8.796E-10
CU76,0.000E+00,2.529E-10
CU77,0.000E+00,8.347E-11
CU78,0.000E+00,1.373E-11
CU79,0.000E+00,2.685E-13
CU80,0.000E+00,6.225E-15
ZN66,0.000E+00,4.252E-05
ZN67,0.000E+00,1.515E-04
ZN68,0.000E+00,3.568E-04
ZN69,0.000E+00,7.227E-08
ZN69M,0.000E+00,6.781E-09
ZN70,0.000E+00,2.822E-03
ZN71,0.000E+00,2.936E-08
ZN71M,0.000E+00,3.651E-07
ZN72,0.000E+00,9.586E-05
ZN73,0.000E+00,3.598E-08
ZN74,0.000E+00,3.472E-07
ZN75,0.000E+00,8.396E-08
ZN76,0.000E+00,7.304E-08
ZN77,0.000E+00,2.950E-08
ZN78,0.000E+00,1.977E-08
ZN79,0.000E+00,5.582E-09
ZN80,0.000E+00,4.845E-10
ZN81,0.000E+00,8.484E-12
ZN82,0.000E+00,2.262E-12
ZN83,0.000E+00,1.696E-14
GA69,0.000E+00,9.198E-04
GA70,0.000E+00,3.801E-10
GA71,0.000E+00,8.027E-03
GA72,0.000E+00,2.944E-05
GA73,0.000E+00,2.794E-05
GA74,0.000E+00,1.931E-06
GA75,0.000E+00,1.445E-06
GA76,0.000E+00,7.395E-07
GA77,0.000E+00,5.707E-07
GA78,0.000E+00,3.424E-07
GA79,0.000E+00,2.287E-07
GA80,0.000E+00,7.980E-08
GA81,0.000E+00,3.684E-08
GA82,0.000E+00,1.204E-08
GA83,0.000E+00,2.460E-10
GA84,0.000E+00,2.804E-09
GA85,0.000E+00,1.928E-13
GE70,0.000E+00,6.809E-06
GE71,0.000E+00,1.626E-09
GE71M,0.000E+00,3.940E-18
GE72,0.000E+00,2.215E-02
GE73,0.000E+00,6.318E-02
GE73M,0.000E+00,5.586E-11
GE74,0.000E+00,1.794E-01
GE75,0.000E+00,5.812E-05
GE75M,0.000E+00,9.531E-09
GE76,0.000E+00,1.255E+00
GE77,0.000E+00,2.198E-03
GE77M,0.000E+00,8.259E-08
GE78,0.000E+00,7.081E-04
GE79,0.000E+00,3.628E-06
GE80,0.000E+00,1.730E-05
GE81,0.000E+00,4.627E-06
GE82,0.000E+00,2.379E-06
GE83,0.000E+00,3.477E-07
GE84,0.000E+00,1.077E-07
GE85,0.000E+00,4.773E-09
GE86,0.000E+00,1.630E-07
GE87,0.000E+00,9.500E-10
GE88,0.000E+00,1.077E-11
AS75,0.000E+00,5.097E-01
AS76,0.000E+00,4.545E-05
AS77,0.000E+00,7.778E-03
AS78,0.000E+00,7.450E-04
AS79,0.000E+00,1.732E-04
AS80,0.000E+00,1.077E-05
AS81,0.000E+00,3.742E-05
AS82,0.000E+00,2.187E-05
AS82M,0.000E+00,4.453E-06
AS83,0.000E+00,2.280E-05
AS84,0.000E+00,1.818E-06
AS85,0.000E+00,1.084E-06
AS86,0.000E+00,1.931E-06
AS87,0.000E+00,9.577E-08
AS88,0.000E+00,4.355E-08
AS89,0.000E+00,3.501E-11
AS90,0.000E+00,8.509E-13
SE76,0.000E+00,1.055E-02
SE77,0.000E+00,2.829E+00
SE77M,0.000E+00,3.222E-09
SE78,0.000E+00,7.754E+00
SE79,0.000E+00,1.608E+01
SE79M,0.000E+00,7.086E-05
SE80,0.000E+00,4.444E+01
SE81,0.000E+00,1.333E-03
SE81M,0.000E+00,2.604E-04
SE82,0.000E+00,1.131E+02
SE83,0.000E+00,3.622E-03
SE83M,0.000E+00,1.733E-05
SE84,0.000E+00,7.833E-04
SE85,0.000E+00,8.987E-05
SE86,0.000E+00,9.178E-05
SE87,0.000E+00,1.699E-05
SE88,0.000E+00,2.230E-06
SE89,0.000E+00,8.173E-08
SE90,0.000E+00,9.082E-09
SE91,0.000E+00,7.198E-10
SE92,0.000E+00,1.810E-11
SE93,0.000E+00,1.651E-12
BR79,0.000E+00,8.705E-03
BR79M,0.000E+00,1.643E-12
BR80,0.000E+00,3.076E-08
BR80M,0.000E+00,1.389E-07
BR81,0.000E+00,7.053E+01
BR82,0.000E+00,6.308E-03
BR82M,0.000E+00,3.072E-07
