isotope,ST1-charged (g),ST1-discharged (g)
H3,0.000E+00,1.353E-02
HE4,0.000E+00,7.313E-01
LI6,0.000E+00,1.393E-12
LI7,0.000E+00,8.989E-14
BE9,0.000E+00,1.255E-07
BE10,0.000E+00,1.381E-06
C14,0.000E+00,3.488E-05
CO72,0.000E+00,2.900E-14
CO73,0.000E+00,7.698E-15
CO74,0.000E+00,9.178E-16
CO75,0.000E+00,1.522E-16
NI66,0.000E+00,2.500E-07
NI72,0.000E+00,3.298E-11
NI73,0.000E+00,1.318E-11
NI74,0.000E+00,4.974E-12
NI75,0.000E+00,1.476E-12
NI76,0.000E+00,1.524E-13
NI77,0.000E+00,7.640E-15
NI78,0.000E+00,2.431E-15
CU66,0.000E+00,3.916E-10
CU67,0.000E+00,8.242E-07
CU72,0.000E+00,6.459E-10
CU73,0.000E+00,6.137E-10
CU74,0.000E+00,2.460E-10
CU75,0.000E+00,1.551E-10
CU76,0.000E+00,4.939E-11
CU77,0.000E+00,1.878E-11
CU78,0.000E+00,5.105E-12
CU79,0.000E+00,7.131E-13
CU80,0.000E+00,6.880E-14
ZN66,0.000E+00,1.737E-05
ZN67,0.000E+00,5.062E-05
ZN68,0.000E+00,1.009E-04
ZN69,0.000E+00,5.008E-08
ZN69M,0.000E+00,4.055E-09
ZN70,0.000E+00,4.986E-04
ZN71,0.000E+00,9.490E-09
ZN71M,0.000E+00,1.240E-07
ZN72,0.000E+00,2.707E-05
ZN73,0.000E+00,8.242E-09
ZN74,0.000E+00,6.985E-08
ZN75,0.000E+00,1.241E-08
ZN76,0.000E+00,1.048E-08
ZN77,0.000E+00,4.445E-09
ZN78,0.000E+00,3.263E-09
ZN79,0.000E+00,1.118E-09
ZN80,0.000E+00,1.382E-10
ZN81,0.000E+00,1.455E-11
ZN82,0.000E+00,7.473E-13
ZN83,0.000E+00,4.641E-14
GA69,0.000E+00,2.041E-04
GA70,0.000E+00,1.027E-10
GA71,0.000E+00,9.940E-04
GA72,0.000E+00,8.373E-06
GA73,0.000E+00,6.552E-06
GA74,0.000E+00,4.142E-07
GA75,0.000E+00,2.415E-07
GA76,0.000E+00,1.304E-07
GA77,0.000E+00,1.060E-07
GA78,0.000E+00,7.127E-08
GA79,0.000E+00,4.621E-08
GA80,0.000E+00,1.835E-08
GA81,0.000E+00,8.264E-09
GA82,0.000E+00,2.306E-09
GA83,0.000E+00,1.716E-10
GA84,0.000E+00,3.452E-10
GA85,0.000E+00,5.337E-13
GE70,0.000E+00,6.038E-07
GE71,0.000E+00,4.783E-10
GE71M,0.000E+00,2.126E-18
GE72,0.000E+00,2.370E-03
GE73,0.000E+00,5.245E-03
GE73M,0.000E+00,1.842E-10
GE74,0.000E+00,1.278E-02
GE75,0.000E+00,9.846E-06
GE75M,0.000E+00,6.037E-09
GE76,0.000E+00,7.062E-02
GE77,0.000E+00,4.416E-04
GE77M,0.000E+00,2.158E-08
GE78,0.000E+00,1.624E-04
GE79,0.000E+00,7.284E-07
GE80,0.000E+00,3.377E-06
GE81,0.000E+00,9.403E-07
GE82,0.000E+00,4.667E-07
GE83,0.000E+00,8.220E-08
GE84,0.000E+00,2.218E-08
GE85,0.000E+00,2.281E-09
GE86,0.000E+00,2.195E-08
GE87,0.000E+00,1.205E-10
GE88,0.000E+00,1.614E-12
AS75,0.000E+00,2.944E-02
AS76,0.000E+00,3.739E-06
AS77,0.000E+00,1.576E-03
AS78,0.000E+00,1.738E-04
AS79,0.000E+00,3.789E-05
AS80,0.000E+00,2.370E-06
AS81,0.000E+00,8.982E-06
AS82,0.000E+00,4.360E-06
AS82M,0.000E+00,1.229E-06
AS83,0.000E+00,4.572E-06
AS84,0.000E+00,1.019E-06
AS85,0.000E+00,2.745E-07
AS86,0.000E+00,2.503E-07
AS87,0.000E+00,1.570E-08
AS88,0.000E+00,5.470E-09
AS89,0.000E+00,2.837E-11
AS90,0.000E+00,6.970E-13
SE76,0.000E+00,3.004E-04
SE77,0.000E+00,1.673E-01
SE77M,0.000E+00,6.697E-10
SE78,0.000E+00,4.946E-01
SE79,0.000E+00,1.067E+00
SE79M,0.000E+00,1.611E-05
SE80,0.000E+00,2.544E+00
SE81,0.000E+00,3.317E-04
SE81M,0.000E+00,1.226E-04
SE82,0.000E+00,6.848E+00
SE83,0.000E+00,7.379E-04
SE83M,0.000E+00,4.130E-06
SE84,0.000E+00,1.971E-04
SE85,0.000E+00,3.266E-05
SE86,0.000E+00,1.556E-05
SE87,0.000E+00,3.489E-06
SE88,0.000E+00,4.122E-07
SE89,0.000E+00,2.903E-08
SE90,0.000E+00,3.622E-09
SE91,0.000E+00,6.950E-10
SE92,0.000E+00,2.439E-11
SE93,0.000E+00,6.581E-13
BR79,0.000E+00,5.838E-04
BR79M,0.000E+00,9.737E-13
BR80,0.000E+00,3.495E-09
BR80M,0.000E+00,2.846E-08
BR81,0.000E+00,4.619E+00
BR82,0.000E+00,6.615E-04
BR82M,0.000E+00,1.445E-06
BR83,0.000E+00,5.505E-03
BR84,0.000E+00,1.996E-03
BR84M,0.000E+00,2.378E-05
BR85,0.000E+00,2.301E-04
BR86,0.000E+00,9.933E-05
BR87,0.000E+00,1.106E-04
BR88,0.000E+00,2.660E-05
BR89,0.000E+00,5.337E-06
BR90,0.000E+00,1.433E-06
BR91,0.000E+00,1.225E-07
BR92,0.000E+00,1.611E-08
BR93,0.000E+00,1.775E-09
BR94,0.000E+00,3.086E-10
BR95,0.000E+00,1.368E-12
BR96,0.000E+00,2.563E-13
KR79,0.000E+00,2.634E-12
KR80,0.000E+00,3.152E-05
KR81,0.000E+00,3.699E-06
KR81M,0.000E+00,7.466E-13
KR82,0.000E+00,4.634E-02
KR83,0.000E+00,8.721E+00
KR83M,0.000E+00,4.202E-03
KR84,0.000E+00,1.963E+01
KR85,0.000E+00,4.966E+00
KR85M,0.000E+00,2.139E-02
KR86,0.000E+00,3.308E+01
KR87,0.000E+00,1.183E-02
KR88,0.000E+00,3.481E-02
KR89,0.000E+00,7.930E-04
KR90,0.000E+00,1.363E-04
KR91,0.000E+00,2.518E-05
KR92,0.000E+00,2.986E-06
KR93,0.000E+00,6.971E-07
KR94,0.000E+00,3.738E-08
KR95,0.000E+00,2.741E-09
KR96,0.000E+00,2.428E-09
KR97,0.000E+00,1.379E-10
KR98,0.000E+00,3.293E-11
RB85,0.000E+00,1.730E+01
RB86,0.000E+00,3.740E-03
RB86M,0.000E+00,2.476E-08
RB87,0.000E+00,4.354E+01
RB88,0.000E+00,3.718E-03
RB89,0.000E+00,4.194E-03
RB90,0.000E+00,7.100E-04
RB90M,0.000E+00,2.854E-04
RB91,0.000E+00,3.431E-04
RB92,0.000E+00,2.486E-05
RB93,0.000E+00,2.545E-05
RB94,0.000E+00,6.661E-06
RB95,0.000E+00,4.929E-07
RB96,0.000E+00,7.480E-08
RB97,0.000E+00,8.895E-09
RB98,0.000E+00,1.712E-09
RB99,0.000E+00,1.280E-10
RB100,0.000E+00,7.640E-10
RB101,0.000E+00,2.423E-13
SR86,0.000E+00,1.656E-02
SR87,0.000E+00,4.989E-04
SR87M,0.000E+00,9.519E-08
SR88,0.000E+00,5.851E+01
SR89,0.000E+00,2.094E+01
SR90,0.000E+00,9.570E+01
SR91,0.000E+00,2.242E-01
SR92,0.000E+00,7.222E-02
