,Area per package (m2),Total area (km2),Required st (y),#packages per GWe.y
3.0,23.656666666666666,0.0018960657297613817,1.0,80.14931927975405
5.0,23.900909090909092,0.001915641593803649,1.0,80.14931927975405
10.0,23.900909090909092,0.001915641593803649,1.0,80.14931927975405
20.0,23.900909090909092,0.001915641593803649,1.0,80.14931927975405
50.0,23.900909090909092,0.001915641593803649,1.0,80.14931927975405
100.0,23.900909090909092,0.001915641593803649,1.0,80.14931927975405
