,0
name,uox
id,snf
pkg_diameter,0.82
pkg_length,5.0
n_wf,3
-0.0315390542970805,200825.12781704945
0.0,201448.18156452142
0.00010958904109579074,165682.3000429119
0.002849315068493051,120301.42830215477
0.022027397260273873,67370.6422411363
0.10421917808219168,29158.744333847033
0.1864109589041095,18571.622409614945
1.0083287671232877,1751.39071960611
2.0083287671232877,868.679669148636
3.008328767123288,697.8507967932301
4.008328767123287,604.15239230112
5.008328767123287,544.04919002448
5.108328767123288,539.21066247111
5.508328767123287,521.45744988987
5.758328767123287,511.50550855353
6.008328767123287,502.310583402882
8.008328767123288,447.880217683986
10.008328767123288,413.38165411991406
11.508328767123288,394.30628247130795
15.008328767123288,361.197869184942
20.008328767123288,326.278153831038
23.00832876712329,308.538536535906
25.00832876712329,297.565081562964
30.00832876712329,272.478264197196
35.00832876712329,250.19610271014
40.00832876712329,230.30729292213599
45.00832876712329,212.52217325753398
50.0083287671233,196.604149528014
60.0083287671233,169.57981083496202
70.0083287671233,147.87856540395
80.0083287671233,130.42928189245626
90.00832876712332,116.37629663734712
100.00832876712332,105.0339907838779
125.00832876712332,85.19827061616124
150.00832876712332,73.18626200840599
175.00832876712332,65.60640248100192
200.00832876712332,60.55290158959387
225.00832876712332,56.95855123673502
250.00832876712332,54.225289410375616
300.0083287671233,50.140517534143505
350.0083287671233,46.99288660740741
400.0083287671233,44.33634535366727
450.0083287671233,41.999424570144924
500.0083287671233,39.903306541917814
600.0083287671233,36.27174243677053
700.0083287671233,33.22952493815705
800.0083287671234,30.653675940485783
900.0083287671234,28.45958416525866
1000.0083287671234,26.583764903310765
1250.0083287671234,22.97905564649581
1500.0083287671237,20.499321943007335
1750.0083287671237,18.77244483939964
2000.0083287671237,17.550973520378378
2250.0083287671237,16.66934203533069
2500.008328767123,16.016619986385457
3000.0083287671227,15.124959524636472
4000.0083287671227,14.073716135077303
5000.008328767124,13.339486317974618
6000.008328767125,12.705441727294785
7000.008328767125,12.12467579779736
8000.008328767125,11.584856237326994
9000.008328767124,11.080899524118998
10000.008328767124,10.609431912147684
20000.008328767122,7.186052005994918
50000.00832876712,2.8776913477717367
100000.00832876712,0.8365894401925755
200000.0083287671,0.2487833214282339
500000.0083287672,0.16954322232582125
1000000.008328767,0.12083871788693445
