,Area per package (m2),Total area (km2),Required st (y),#packages per GWe.y
3.0,0.0,0.0,23.0,13.35821987995901
5.0,0.0,0.0,23.0,13.35821987995901
10.0,0.0,0.0,23.0,13.35821987995901
20.0,0.0,0.0,23.0,13.35821987995901
50.0,75.32484183160953,0.0010062057996097745,23.0,13.35821987995901
100.0,40.35921619567888,0.0005391272841246813,23.0,13.35821987995901
