,0.0,0.125,0.25,0.375,0.5,0.6666666666666666,0.8333333333333334,1.0,1.25,1.5,1.75,2.0,2.5,3.0,4.0,7.0,14.0,21.0,28.0,42.0,56.0,70.0,84.0,98.0,112.0,140.0,168.0,196.0,224.0,252.0,280.0,308.0,336.0,365.0,396.0,427.0,458.0,488.0,519.0,549.0,560.5117548184344,560.5517548184343,561.5517548184343,568.5517548184343,598.5517548184343,628.5517548184343,928.5517548184343,1293.5517548184343,1658.5517548184346,2023.5517548184346,2388.5517548184343,2425.0517548184343,2571.0517548184343,2662.3017548184343,2753.5517548184343,3483.5517548184343,4213.551754818434,4761.051754818434,6038.551754818434,7863.551754818434,8958.551754818434,9688.551754818434,11513.551754818434,13338.551754818434,15163.551754818434,16988.551754818436,18813.551754818436,22463.551754818436,26113.551754818436,29763.551754818436,33413.551754818436,37063.551754818436,46188.551754818436,55313.551754818436,64438.551754818436,73563.55175481844,82688.55175481844,91813.55175481844,110063.55175481844,128313.55175481844,146563.55175481844,164813.55175481844,183063.55175481844,219563.55175481844,256063.55175481844,292563.5517548185,329063.5517548185,365563.5517548185,456813.5517548185,548063.5517548185,639313.5517548185,730563.5517548185,821813.5517548185,913063.5517548185,1095563.5517548185,1460563.5517548185,1825563.5517548188,2190563.5517548188,2555563.5517548188,2920563.5517548188,3285563.5517548188,3650563.5517548188,7300563.551754818,18250563.551754817,36500563.55175482,73000563.55175482,182500563.55175483,365000563.55175483
Ac225,8.171145412615527e-10,2.1071410492098363e-16,1.9234232729750785e-16,1.7800224172038575e-16,1.6736479350491297e-16,1.558804253691799e-16,1.4674803944790704e-16,1.3899758293484326e-16,1.3023605147321827e-16,1.2296356762300997e-16,1.1705377853279786e-16,1.1189601188447396e-16,1.0339254400434324e-16,9.650547008506103e-17,8.633860143521762e-17,6.860340086714203e-17,4.823848131283715e-17,3.5548640393622595e-17,2.6518041002238572e-17,1.4789757174809067e-17,8.667669487225412e-18,5.891883088669181e-18,5.1711996241433166e-18,5.762475559600745e-18,7.207833555326631e-18,1.2141727981626601e-17,1.9395163705223214e-17,2.894065115445145e-17,4.102065846339186e-17,5.621652479576135e-17,7.429283979450345e-17,9.644441388369817e-17,1.223959690726849e-16,1.538268477620601e-16,1.9373356634045488e-16,2.3977210287737224e-16,2.954526051701e-16,3.554826562721617e-16,4.255018398852824e-16,5.055269792295555e-16,5.372990893000268e-16,6.831639875763662e-16,9.029679294426512e-16,1.8193019894332277e-15,2.5971790585280876e-15,2.796903464931884e-15,1.524435789896522e-14,3.433892947998982e-14,5.810113990394043e-14,8.569728954669128e-14,1.150466374491785e-13,1.180343218473634e-13,1.3006147703527608e-13,1.3763955235911855e-13,1.4526598635718254e-13,2.0844190280860653e-13,2.7680174984776357e-13,3.322849773550684e-13,4.780252555671249e-13,7.33530227866327e-13,9.19256504825658e-13,1.0588495286783579e-12,1.471656873455273e-12,1.991831288790021e-12,2.6421499310825017e-12,3.4490313632416368e-12,4.443237835819696e-12,7.142584584364749e-12,1.1100257361179213e-11,1.679360470730179e-11,2.4844031069408466e-11,3.604346735510282e-11,8.478026567250136e-11,1.8052647782883893e-10,3.479872857604988e-10,6.062404441919539e-10,9.586527578892209e-10,1.3932645857706365e-09,2.4493240129139053e-09,3.7224402175610116e-09,5.248466933643993e-09,7.086348794277182e-09,9.291392344037833e-09,1.499771496494439e-08,2.2730910456654968e-08,3.283225302898516e-08,4.562388290974951e-08,6.14002874847409e-08,1.1548821640472109e-07,1.9257056936808707e-07,2.938867118536757e-07,4.195323667819559e-07,5.690443627937627e-07,7.418465154392091e-07,1.155752017026936e-06,2.256227463826957e-06,3.7335622875167848e-06,5.607898485238164e-06,7.896742774465344e-06,1.0614842948800912e-05,1.3775233238923099e-05,1.7389868422718382e-05,8.074821210479404e-05,0.0006560927982536361,0.0038165962202476914,0.015252306218968937,0.034814573671591936,0.050638841050144975
Ac226,6.677136190084189e-09,1.6082802201781588e-15,1.3712627297430674e-15,1.1854013721091723e-15,1.0411531790771035e-15,8.855530843453017e-16,7.61370850950939e-16,6.58658281150034e-16,5.387395761615791e-16,4.441003326062533e-16,3.691557413372629e-16,3.081918638172098e-16,2.172987387816401e-16,1.5486868803111639e-16,8.096296727739072e-17,1.326587755700268e-17,6.718933064427921e-19,3.602076615973614e-19,2.8282985813686643e-19,2.0486893066371386e-19,1.8672935890206357e-19,2.0908365776014875e-19,2.670878295621608e-19,3.331085530268718e-19,4.186451985989737e-19,6.544244329729546e-19,9.333474406662122e-19,1.2993150520301856e-18,1.6937127220951157e-18,2.1610348825693854e-18,2.7492954580523514e-18,3.4014669375249556e-18,4.206388549199228e-18,5.079145416493962e-18,6.08295830809999e-18,7.296856825054854e-18,8.700767989281356e-18,1.0093092485003148e-17,1.1753766794883804e-17,1.3988300210543646e-17,1.4395105297666482e-17,1.7998341975925686e-17,1.6160729354362864e-17,1.0711680477887293e-17,6.662469567348452e-18,2.8905952910574763e-18,9.862334530331823e-23,8.849146705280875e-29,6.143804560142391e-35,3.799563144977807e-41,2.1741154399092262e-47,5.148848291712473e-48,1.6127083824487587e-50,4.376495593129629e-52,1.185275820950978e-53,3.2652171686588254e-66,8.570714056959626e-79,3.0938800052249526e-88,2.792457448293932e-110,8.707298316848137e-142,1.0783439415231764e-160,2.674591869860549e-173,8.163887825281e-205,2.4832330780007725e-236,7.534330149449357e-268,2.2811605731700263e-299,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ac227,1.027529663407933e-12,2.6570153639442166e-19,2.4325550240639197e-19,2.258793367573456e-19,2.1321990462051288e-19,1.998675908911753e-19,1.8967724285834106e-19,1.8145526094494012e-19,1.7327688467107118e-19,1.6764009762895021e-19,1.6446721372633848e-19,1.6298914628881905e-19,1.6466388810149604e-19,1.7153213103340773e-19,1.9980676495766904e-19,3.823647344427209e-19,1.3227425708385849e-18,2.962340169451575e-18,5.345509875402667e-18,1.2402541503261723e-17,2.2738704545239702e-17,3.657145240867775e-17,5.427263326037062e-17,7.582509383450492e-17,1.0182983287344626e-16,1.672070394527642e-16,2.525166225236066e-16,3.586667414096788e-16,4.8797406089580015e-16,6.406544518087813e-16,8.190680316776495e-16,1.023562349760568e-15,1.2545624570098943e-15,1.5186170047499133e-15,1.8370465352918663e-15,2.186751511468733e-15,2.5795518911224603e-15,2.9827462697051712e-15,3.4255877505509867e-15,3.898505076068718e-15,4.079648636597054e-15,5.186987994066617e-15,6.8557491218834555e-15,1.4556722610496312e-14,3.536857811266711e-14,5.702805348735018e-14,6.492452019309895e-13,2.0443078710360836e-12,4.225034505423323e-12,7.1568933086316985e-12,1.066154842303755e-11,1.1038135973653139e-11,1.2587948641760931e-11,1.359097805416306e-11,1.4619907394201288e-11,2.3777739865932765e-11,3.464654341270694e-11,4.3989253242626804e-11,7.005231462391381e-11,1.1893454878518712e-10,1.5588960048846633e-10,1.8413911894962383e-10,2.690907225023469e-10,3.776581472290439e-10,5.141918361225816e-10,6.836063475915513e-10,8.914666093117248e-10,1.4485367718052993e-09,2.246067994474415e-09,3.360289308207508e-09,4.885197874512525e-09,6.9340105995156e-09,1.5258165353862492e-08,3.013069709458982e-08,5.3701223706674605e-08,8.648673239129265e-08,1.2659409128990003e-07,1.7065360220169938e-07,2.599808146202162e-07,3.4585151355883594e-07,4.3092091317297834e-07,5.186369016904395e-07,6.109280440164096e-07,8.122179584660546e-07,1.037110949590075e-06,1.2855144123241515e-06,1.5565299051402216e-06,1.8487355224710923e-06,2.659292433961879e-06,3.556262452533411e-06,4.5057974378233245e-06,5.481338764419698e-06,6.46584475394207e-06,7.450578356411322e-06,9.412655134676522e-06,1.3362106469558952e-05,1.747060195307604e-05,2.1820372897932887e-05,2.6441183163098525e-05,3.134330332670274e-05,3.653090802469277e-05,4.2006338616634085e-05,0.00011292161538674478,0.0005256704874464498,0.002098550982598506,0.005613580238394509,0.008902557713755225,0.013336155636461126
Ag107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ag109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ag110_m1,3.2715995064241386e-11,2.6911204959210773e-14,1.9565357075310284e-13,6.004580644245591e-13,1.3139759482316293e-12,2.8011942932479813e-12,4.9581542321728586e-12,7.879699007416275e-12,1.3626603821881953e-11,2.115480568504663e-11,3.043428160397505e-11,4.132066283065497e-11,6.821103511905211e-11,1.0151075350511105e-10,1.8833774411774904e-10,5.884159798039744e-10,2.4171841962266537e-09,5.506259543636043e-09,9.923050260758992e-09,2.3257690494832875e-08,4.309089509517502e-08,6.983323993935801e-08,1.0432418276731714e-07,1.4688709753448255e-07,1.9858262418936405e-07,3.292214833447084e-07,4.977139625601151e-07,7.09119320926957e-07,9.706276585693965e-07,1.2728015534588908e-06,1.6282687703728386e-06,2.027462637216667e-06,2.4898623974487885e-06,3.005685563362773e-06,3.6354122635010307e-06,4.321687814852745e-06,5.088257982342229e-06,5.883650122520184e-06,6.739971570171429e-06,7.673082447334009e-06,8.02832184817657e-06,1.0204164473121267e-05,1.338453181952078e-05,2.6956737609359694e-05,5.279372031666139e-05,6.962949378332554e-05,0.00016009391828955118,0.0001076663460490391,5.602726801609168e-05,2.5970433288243423e-05,1.1138112601588902e-05,1.0202754742737486e-05,7.152808279436233e-06,5.711406947300986e-06,4.55126269977618e-06,7.043548344553652e-07,1.038636030340132e-07,2.432904469375611e-08,8.004796884354555e-10,5.9042474557025385e-12,3.078852291671923e-13,4.289987445584526e-14,3.097511333702607e-16,2.2286954913533447e-18,1.599540612527474e-20,1.1455758650375976e-22,8.188983705806044e-25,4.1629344441967154e-29,2.102868890122718e-33,1.0558822456618788e-37,5.270280384322943e-42,2.6144790519204717e-46,4.3981270117030474e-57,7.0254814635607125e-68,1.0518636898622954e-78,1.4617793625868224e-89,1.8834730538427148e-100,2.2695670555528794e-111,2.858870013269432e-133,3.250454330745594e-155,3.5442652807403006e-177,3.799910238814563e-199,4.0427547366167234e-221,4.514043280846983e-265,4.99078660748241e-309,,,,,,,,,,,,,,,,,,,,,,,
Ag111,1.0967980419618157e-09,3.883499281419679e-06,7.933221405168249e-06,1.1382619045498418e-05,1.4482929874884552e-05,1.8155537230856736e-05,2.14543816434237e-05,2.4426371714617413e-05,2.861285687990349e-05,3.237155026887014e-05,3.586280925456482e-05,3.9066252366134014e-05,4.483575978444261e-05,4.988392152058011e-05,5.8739208456699874e-05,7.92444721451107e-05,0.000109517283823023,0.00012652134212571742,0.00013794078263968036,0.00015233034074458747,0.00016311885609881745,0.0001728946589549934,0.00018278554446208968,0.00019204105374058728,0.0002014688498917399,0.00021952916218658514,0.00023732998274691747,0.00025458503945418866,0.000272020232676399,0.0002881721818680709,0.00030470911723101354,0.0003210725035795001,0.0003366196117072146,0.0003517364129995933,0.00036853406767861554,0.00038414527098633056,0.00040193553194715247,0.00041662490142838554,0.000431237037379663,0.0004462212561090749,0.0004519390308247721,0.0005734472993131661,0.0006875547461430066,0.0007361420890055999,9.612438597505865e-05,8.4528184722364e-06,3.374062104155022e-17,1.1151543033445718e-31,2.851879613452798e-46,6.496623374137818e-61,1.369294460843287e-75,4.651043158718561e-77,6.164533371143385e-83,1.3032745570902998e-86,2.749754385155037e-90,1.0277961911253589e-119,3.660432417852744e-149,2.9539911740247134e-171,3.4380801379489644e-218,9.75845271800875e-266,6.02332780364845e-310,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Al27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Am240,3.860383659503399e-09,9.578604604406992e-16,8.413157131413971e-16,7.492019752218366e-16,6.778607134208058e-16,5.998262869240252e-16,5.365206614484664e-16,4.828628164164462e-16,4.1907570952351705e-16,3.6654992647738553e-16,3.232891662318908e-16,2.863742645508811e-16,2.273494310678667e-16,1.8254185927653314e-16,1.2193856589090832e-16,5.924191551003964e-17,4.980602935538344e-16,3.13679777059962e-15,1.0113127145568893e-14,6.040234259706164e-14,1.9041082793642546e-13,4.676696021192872e-13,1.0106489480095911e-12,1.7479491740335632e-12,2.916875301478211e-12,7.073914111560257e-12,1.374494130563717e-11,2.474239551041493e-11,3.883376414453178e-11,5.833229044719484e-11,8.552227999373288e-11,1.1827107414535614e-10,1.6248764006224822e-10,2.1230882597873142e-10,2.7298388978328585e-10,3.4947861108869297e-10,4.381339971922128e-10,5.314340797399213e-10,6.410439385744297e-10,8.044137266671636e-10,8.060749052722313e-10,1.0113175213822359e-09,9.58737352208292e-10,1.9891542697420574e-10,2.2917901813669222e-14,1.7784853120353006e-18,,1.1635786295697313e-23,7.296281374762983e-23,,4.633818527502119e-22,3.0219741414741476e-21,3.4029013225087403e-22,1.9296863892362657e-21,8.961090111282888e-22,,,7.131495172278866e-22,1.483004871136689e-23,2.122069309560783e-22,,,1.802725095842318e-22,2.509276175208129e-22,2.0176458416932863e-22,2.77430589021772e-22,2.0679587473174945e-22,,,1.1757846675995089e-23,,,6.747125836341338e-24,3.099696452463771e-24,1.8990385609932455e-25,1.2867566333274906e-24,3.265124618603998e-25,1.8742782468614143e-25,,,,,,4.886892686779521e-31,8.12866383145731e-33,1.7783984943718204e-34,3.3173525237094466e-36,4.320553159272757e-38,9.093175213099679e-42,6.075743835915373e-46,3.12131462676924e-50,3.358663909316746e-54,1.819927948292458e-58,4.7546747375836525e-63,3.719382865881759e-72,,,,,,,,,9.46317211446537e-22,2.2295835104214186e-23,3.1939076000102016e-28,,6.0814377048136484e-30
