Days,Keff,Power (W/cm),Burnup,Activity (Bq/g),Activity (Ci/GWe.y),Decay heat (W/g),Decay heat (W/GWe.y),Radiotoxicity (Sv/g),Radiotoxicity (Sv/GWe.y),I129 (atom/cm3),I129 (atom/GWe.y)
2662.3017548184343,0.0,0.0,0.0,6448603167.394756,12838582.669631377,0.0003706561656185309,27331.21221227551,74.0742185395082,5462038336.751614,2.52270883598775e+18,2.0493009121896364e+25
2753.5517548184343,0.0,0.0,0.0,6281961974.747423,12506815.204269871,0.00036399317637898,26839.90088451065,73.17379332993073,5395643346.550447,2.522708808162547e+18,2.0493008895860717e+25
3483.5517548184343,0.0,0.0,0.0,5352828172.409656,10656994.270524677,0.00032455088237974935,23931.52971083,68.02535509344492,5016011032.142907,2.5227085855621704e+18,2.0493007087585624e+25
4213.551754818434,0.0,0.0,0.0,4786951360.29359,9530384.980948146,0.000299551923275371,22088.172120305135,64.60174548292176,4763563050.760898,2.5227083629618504e+18,2.0493005279310994e+25
4761.051754818434,0.0,0.0,0.0,4472064313.648483,8903473.497172888,0.0002857291901966403,21068.92008520681,62.49540193393652,4608246809.270066,2.522708196011628e+18,2.049300392310517e+25
6038.551754818434,0.0,0.0,0.0,3922302428.2863903,7808947.5617701765,0.0002617375863659758,19299.842226986093,58.29777325636668,4298724694.661382,2.5227078064611517e+18,2.0493000758625243e+25
7863.551754818434,0.0,0.0,0.0,3358117125.094819,6685705.912688775,0.00023643344480513324,17433.981283610832,53.19086035928102,3922154349.7247615,2.5227072499606415e+18,2.0492996237941018e+25
8958.551754818434,0.0,0.0,0.0,3083847800.429531,6139660.620855157,0.00022357864966377557,16486.102449955168,50.440877755777365,3719377854.718937,2.522706916060432e+18,2.0492993525531267e+25
9688.551754818434,0.0,0.0,0.0,2918591870.830289,5810651.088289393,0.00021562687069781334,15899.759152465025,48.71336775164947,3591995803.9095063,2.5227066934602496e+18,2.0492991717257754e+25
11513.551754818434,0.0,0.0,0.0,2552615993.9649315,5082026.387984727,0.00019744801753426137,14559.298262627353,44.72359479624919,3297800424.3698893,2.522706136959964e+18,2.0492987196575363e+25
13338.551754818434,0.0,0.0,0.0,2240354052.446319,4460341.249870399,0.00018130152370307817,13368.698212449197,41.156293043124066,3034756961.765714,2.5227055804597463e+18,2.049298267589351e+25
15163.551754818434,0.0,0.0,0.0,1971247349.4015172,3924574.2683539293,0.00016688934269728814,12305.981835254579,37.964554913707175,2799406574.4450746,2.522705023959641e+18,2.0492978155212585e+25
16988.551754818436,0.0,0.0,0.0,1738127140.2602556,3460453.1246999633,0.0001540015748243604,11355.671678967989,35.1084429846549,2588804381.6967754,2.5227044674596526e+18,2.04929736345326e+25
18813.551754818436,0.0,0.0,0.0,1535480807.217408,3057002.6980055664,0.0001424667750203065,10505.125834830682,32.5524649610078,2400333274.9025955,2.522703910959857e+18,2.049296911385418e+25
22463.551754818436,0.0,0.0,0.0,1204516723.1105464,2398083.2941928147,0.00012288392089498186,9061.137601347147,28.216876762561895,2080638387.5424426,2.522702797960617e+18,2.04929600725002e+25
26113.551754818436,0.0,0.0,0.0,950907377.0758588,1893170.1416328463,0.00010715838072757235,7901.577568800789,24.740450346120717,1824295833.602841,2.522701684961864e+18,2.0492951031150177e+25
29763.551754818436,0.0,0.0,0.0,755219042.732542,1503572.4578038792,9.451397238583783e-05,6969.212105218346,21.948622259551392,1618433762.5729814,2.5227005719636803e+18,2.0492941989804773e+25
33413.551754818436,0.0,0.0,0.0,603382493.1798049,1201279.690967066,8.433064973720805e-05,6218.320637188068,19.701670937332185,1452749473.1568177,2.5226994589659515e+18,2.0492932948463066e+25
37063.551754818436,0.0,0.0,0.0,485041910.02700686,965674.3481446774,7.611158752454922e-05,5612.268575042518,17.888083076080374,1319020267.2261286,2.5226983459687327e+18,2.0492923907125504e+25
46188.551754818436,0.0,0.0,0.0,289562073.03201264,576491.763581916,6.173787725808785e-05,4552.38892913173,14.711185909268623,1084764213.5117269,2.522695563477343e+18,2.0492901303795065e+25
55313.551754818436,0.0,0.0,0.0,182044834.44560298,362434.7158507914,5.303352319449709e-05,3910.5527204023106,12.777476646987484,942177570.9394811,2.5226927809890545e+18,2.0492878700489806e+25
64438.551754818436,0.0,0.0,0.0,122106840.27335487,243103.6183624065,4.7540871363044865e-05,3505.5389994972475,11.548427952934738,851550748.0446826,2.522689998503835e+18,2.0492856097209493e+25
